slice,ticker,date,time,model,status,status_detail,grid_k_lo,grid_k_hi,grid_k_points,grid_t_lo,grid_t_hi,grid_t_points,n_grid_points,butterfly_violations,butterfly_violation_rate,min_g,calendar_pairs,calendar_crossings,calendar_crossing_rate,max_calendar_crossing,fit_max_calendar_crossing,self_validates,grid_inside_quoted_fraction,butterfly_violations_inside,min_g_inside,calendar_crossings_inside,max_calendar_crossing_inside
daily,AMD,2026-08-18,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4273972603,41,3321,0,0.0000000000,0.3179774875,3240,0,0.0000000000,0.0000000000,0.0000029547,false,0.9650707618,0,0.5155382527,0,0.0000000000
daily,AMD,2026-08-18,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4273972603,41,3321,0,0.0000000000,0.3059567875,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9650707618,0,0.5250060232,0,0.0000000000
daily,AMD,2026-08-18,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4273972603,41,3321,0,0.0000000000,0.2957435537,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9650707618,0,0.5231008050,0,0.0000000000
daily,AMD,2026-08-18,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4273972603,41,3321,0,0.0000000000,0.3355079214,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9650707618,0,0.5890820510,0,0.0000000000
daily,AMD,2026-08-19,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.1950764988,3240,0,0.0000000000,0.0000000000,0.0001674314,true,0.9762119843,0,0.3056542434,0,0.0000000000
daily,AMD,2026-08-19,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.3397868491,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9762119843,0,0.5218499439,0,0.0000000000
daily,AMD,2026-08-19,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.3356353433,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9762119843,0,0.4929445949,0,0.0000000000
daily,AMD,2026-08-19,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.3361785063,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9762119843,0,0.4941120821,0,0.0000000000
daily,AMD,2026-08-19,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.3284101650,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9762119843,0,0.4749784871,0,0.0000000000
daily,AMD,2026-08-19,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.3641651199,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9762119843,0,0.5566907727,0,0.0000000000
daily,AMD,2026-08-20,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.1406422533,3240,0,0.0000000000,0.0000000000,0.0055033164,true,0.9467028004,0,0.2198760146,0,0.0000000000
daily,AMD,2026-08-20,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.2808487089,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9467028004,0,0.4249300848,0,0.0000000000
daily,AMD,2026-08-20,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.3049716695,3240,0,0.0000000000,0.0000000000,0.0000292160,false,0.9467028004,0,0.4563971240,0,0.0000000000
daily,AMD,2026-08-20,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.3060381599,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9467028004,0,0.5216705174,0,0.0000000000
daily,AMD,2026-08-20,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.2990640094,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9467028004,0,0.4931127732,0,0.0000000000
daily,AMD,2026-08-20,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.3532965301,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9467028004,0,0.6629587923,0,0.0000000000
daily,AMD,2026-08-21,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4191780822,41,3321,0,0.0000000000,0.1627720078,3240,0,0.0000000000,0.0000000000,0.0001983414,true,0.9563384523,0,0.2821315934,0,0.0000000000
daily,AMD,2026-08-21,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4191780822,41,3321,0,0.0000000000,0.2928788597,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9563384523,0,0.4675745574,0,0.0000000000
daily,AMD,2026-08-21,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4191780822,41,3321,0,0.0000000000,0.3031123337,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9563384523,0,0.5105699514,0,0.0000000000
daily,AMD,2026-08-21,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4191780822,41,3321,0,0.0000000000,0.3014264763,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9563384523,0,0.5033925221,0,0.0000000000
daily,AMD,2026-08-21,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4191780822,41,3321,0,0.0000000000,0.2949399657,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9563384523,0,0.4751876071,0,0.0000000000
daily,AMD,2026-08-21,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4191780822,41,3321,0,0.0000000000,0.3245114287,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9563384523,0,0.5938619940,0,0.0000000000
daily,AMD,2026-08-24,1538,svi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4109589041,41,3321,0,0.0000000000,0.1481105473,3240,0,0.0000000000,0.0000000000,0.0010348873,true,0.9738030714,0,0.2211680919,0,0.0000000000
daily,AMD,2026-08-24,1538,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4109589041,41,3321,0,0.0000000000,0.3461328395,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9738030714,0,0.5557089550,0,0.0000000000
daily,AMD,2026-08-24,1538,essvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4109589041,41,3321,0,0.0000000000,0.3193335808,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9738030714,0,0.4561093992,0,0.0000000000
daily,AMD,2026-08-24,1538,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4109589041,41,3321,0,0.0000000000,0.3187202763,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9738030714,0,0.4541864078,0,0.0000000000
daily,AMD,2026-08-24,1538,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4109589041,41,3321,0,0.0000000000,0.3086750235,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9738030714,0,0.4282370712,0,0.0000000000
daily,AMD,2026-08-24,1538,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4109589041,41,3321,0,0.0000000000,0.3394587524,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9738030714,0,0.5019992413,0,0.0000000000
daily,AMD,2026-08-25,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4082191781,41,3321,0,0.0000000000,0.1727341355,3240,0,0.0000000000,0.0000000000,0.0001587129,true,0.9662752183,0,0.2241988350,0,0.0000000000
daily,AMD,2026-08-25,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4082191781,41,3321,0,0.0000000000,0.2950058885,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9662752183,0,0.4953691848,0,0.0000000000
daily,AMD,2026-08-25,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4082191781,41,3321,0,0.0000000000,0.3185437810,3240,0,0.0000000000,0.0000000000,0.0000003664,true,0.9662752183,0,0.5455051489,0,0.0000000000
daily,AMD,2026-08-25,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4082191781,41,3321,0,0.0000000000,0.3048222978,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9662752183,0,0.5179836340,0,0.0000000000
daily,AMD,2026-08-25,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4082191781,41,3321,0,0.0000000000,0.3026289898,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9662752183,0,0.5091137499,0,0.0000000000
daily,AMD,2026-08-25,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4082191781,41,3321,0,0.0000000000,0.3365649022,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9662752183,0,0.6243926236,0,0.0000000000
