slice,ticker,date,time,model,status,status_detail,grid_k_lo,grid_k_hi,grid_k_points,grid_t_lo,grid_t_hi,grid_t_points,n_grid_points,butterfly_violations,butterfly_violation_rate,min_g,calendar_pairs,calendar_crossings,calendar_crossing_rate,max_calendar_crossing,fit_max_calendar_crossing,self_validates,grid_inside_quoted_fraction,butterfly_violations_inside,min_g_inside,calendar_crossings_inside,max_calendar_crossing_inside
daily,AMD,2026-08-26,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.1008703437,3240,0,0.0000000000,0.0000000000,0.0001187432,true,0.9741041855,0,0.2069582583,0,0.0000000000
daily,AMD,2026-08-26,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.3709788212,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9741041855,0,0.5499194980,0,0.0000000000
daily,AMD,2026-08-26,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.3541849073,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9741041855,0,0.4878833280,0,0.0000000000
daily,AMD,2026-08-26,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.3502850783,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9741041855,0,0.4800809374,0,0.0000000000
daily,AMD,2026-08-26,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.3444393138,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9741041855,0,0.4683911349,0,0.0000000000
daily,AMD,2026-08-26,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.3865045081,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9741041855,0,0.5460801183,0,0.0000000000
daily,AMD,2026-08-27,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.0539198543,3240,0,0.0000000000,0.0000000000,0.0004318375,true,0.9638663053,0,0.1515020454,0,0.0000000000
daily,AMD,2026-08-27,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.3088169806,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9638663053,0,0.4810082096,0,0.0000000000
daily,AMD,2026-08-27,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.3157290991,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9638663053,0,0.4864716595,0,0.0000000000
daily,AMD,2026-08-27,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.3053243136,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9638663053,0,0.4529855403,0,0.0000000000
daily,AMD,2026-08-27,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.2970267693,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9638663053,0,0.4252280260,0,0.0000000000
daily,AMD,2026-08-27,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.3362557575,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9638663053,0,0.5442837542,0,0.0000000000
daily,DIA,2026-08-14,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4383561644,41,3321,0,0.0000000000,0.1531037078,3240,105,0.0324074074,0.0080319978,0.0018439801,true,0.4013851250,0,0.1711929624,24,0.0011866726
daily,DIA,2026-08-14,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4383561644,41,3321,1,0.0003011141,-0.0137926042,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.4013851250,1,-0.0137926042,0,0.0000000000
daily,DIA,2026-08-14,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4383561644,41,3321,0,0.0000000000,0.2682713496,3240,308,0.0950617284,0.0057328438,0.0000001592,true,0.4013851250,0,0.2867800040,8,0.0000882013
daily,DIA,2026-08-14,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4383561644,41,3321,0,0.0000000000,0.2589761610,3240,92,0.0283950617,0.0004806603,0.0000000000,true,0.4013851250,0,0.3124952091,0,0.0000000000
daily,DIA,2026-08-14,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4383561644,41,3321,0,0.0000000000,0.2601044799,3240,98,0.0302469136,0.0005160138,0.0000000000,true,0.4013851250,0,0.3127061252,0,0.0000000000
daily,DIA,2026-08-14,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4383561644,41,3321,0,0.0000000000,0.2637680796,3240,239,0.0737654321,0.0008668170,0.0000000000,true,0.4013851250,0,0.3283584838,97,0.0007804754
daily,DIA,2026-08-17,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4301369863,41,3321,0,0.0000000000,0.0452240598,3240,97,0.0299382716,0.0045292254,0.0040544085,true,0.4257753689,0,0.1180953425,48,0.0032564607
daily,DIA,2026-08-17,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4301369863,41,3321,2,0.0006022282,-0.2666933824,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.4257753689,2,-0.2666933824,0,0.0000000000
daily,DIA,2026-08-17,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4301369863,41,3321,0,0.0000000000,0.2700839715,3240,339,0.1046296296,0.0009649827,0.0000002507,true,0.4257753689,0,0.2904964791,40,0.0002480207
daily,DIA,2026-08-17,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4301369863,41,3321,0,0.0000000000,0.2578963602,3240,86,0.0265432099,0.0003219488,0.0000000000,true,0.4257753689,0,0.3135452487,28,0.0002598096
daily,DIA,2026-08-17,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4301369863,41,3321,0,0.0000000000,0.2584022866,3240,91,0.0280864198,0.0003031339,0.0000000000,true,0.4257753689,0,0.3154305467,25,0.0002422592
daily,DIA,2026-08-17,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4301369863,41,3321,0,0.0000000000,0.2591378762,3240,199,0.0614197531,0.0007569288,0.0000000000,true,0.4257753689,0,0.3144588733,64,0.0006641017
daily,DIA,2026-08-18,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4273972603,41,3321,92,0.0277024992,-0.1318870283,3240,140,0.0432098765,0.0768382439,0.0038448828,true,0.4495633845,0,0.1527204864,45,0.0023704991
daily,DIA,2026-08-18,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4273972603,41,3321,2,0.0006022282,-0.2438965091,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.4495633845,1,-0.2438965091,0,0.0000000000
daily,DIA,2026-08-18,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4273972603,41,3321,0,0.0000000000,0.2721247621,3240,124,0.0382716049,0.0034423836,0.0000002859,true,0.4495633845,0,0.2803614667,5,0.0000714339
daily,DIA,2026-08-18,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4273972603,41,3321,0,0.0000000000,0.2570170083,3240,60,0.0185185185,0.0003438984,0.0000000000,true,0.4495633845,0,0.3046438705,0,0.0000000000
daily,DIA,2026-08-18,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4273972603,41,3321,0,0.0000000000,0.2582675809,3240,77,0.0237654321,0.0004316489,0.0000000000,true,0.4495633845,0,0.3062508350,0,0.0000000000
daily,DIA,2026-08-18,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4273972603,41,3321,0,0.0000000000,0.2599636952,3240,171,0.0527777778,0.0006977994,0.0000000000,true,0.4495633845,0,0.3177153400,52,0.0005403076
daily,DIA,2026-08-19,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.0748056994,3240,122,0.0376543210,0.0117963965,0.0021930025,true,0.3842216200,0,0.1541926732,36,0.0004831940
daily,DIA,2026-08-19,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,2,0.0006022282,-0.2860319170,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.3842216200,1,-0.2860319170,0,0.0000000000
daily,DIA,2026-08-19,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.2657973111,3240,237,0.0731481481,0.0094149380,0.0000005673,true,0.3842216200,0,0.2862263211,13,0.0001728120
daily,DIA,2026-08-19,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.2562347463,3240,92,0.0283950617,0.0005025069,0.0000000000,true,0.3842216200,0,0.3162468821,0,0.0000000000
daily,DIA,2026-08-19,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.2588578846,3240,105,0.0324074074,0.0005772582,0.0000000000,true,0.3842216200,0,0.3125737396,0,0.0000000000
daily,DIA,2026-08-19,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4246575342,41,3321,0,0.0000000000,0.2575534331,3240,177,0.0546296296,0.0007335881,0.0000000000,true,0.3842216200,0,0.3209381535,39,0.0003712945
daily,DIA,2026-08-20,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.1309077329,3240,91,0.0280864198,0.0098699540,0.0018274022,true,0.3896416742,0,0.1697860799,17,0.0014872788
daily,DIA,2026-08-20,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,2,0.0006022282,-0.2950644113,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.3896416742,0,0.1129341791,0,0.0000000000
daily,DIA,2026-08-20,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.2595880972,3240,360,0.1111111111,0.0069236946,0.0000002049,true,0.3896416742,0,0.2893363093,8,0.0000996196
daily,DIA,2026-08-20,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.2551236983,3240,101,0.0311728395,0.0004934843,0.0000000000,true,0.3896416742,0,0.3179107557,0,0.0000000000
daily,DIA,2026-08-20,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.2557944978,3240,105,0.0324074074,0.0005111059,0.0000000000,true,0.3896416742,0,0.3173806887,0,0.0000000000
daily,DIA,2026-08-20,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4219178082,41,3321,0,0.0000000000,0.2566131145,3240,183,0.0564814815,0.0006859628,0.0000000000,true,0.3896416742,0,0.3244886886,33,0.0003914955
daily,DIA,2026-08-21,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4191780822,41,3321,0,0.0000000000,0.1793729584,3240,91,0.0280864198,0.0106238811,0.0015895976,true,0.3974706414,0,0.1851550623,11,0.0014234252
daily,DIA,2026-08-21,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4191780822,41,3321,0,0.0000000000,0.0548917152,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.3974706414,0,0.0548917152,0,0.0000000000
daily,DIA,2026-08-21,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4191780822,41,3321,0,0.0000000000,0.2707645602,3240,309,0.0953703704,0.0091932327,0.0000000739,true,0.3974706414,0,0.3067629942,5,0.0000629797
daily,DIA,2026-08-21,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4191780822,41,3321,0,0.0000000000,0.2604428731,3240,34,0.0104938272,0.0001866743,0.0000000000,true,0.3974706414,0,0.3210862847,0,0.0000000000
daily,DIA,2026-08-21,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4191780822,41,3321,0,0.0000000000,0.2636434210,3240,53,0.0163580247,0.0002648936,0.0000000000,true,0.3974706414,0,0.3094105620,0,0.0000000000
daily,DIA,2026-08-21,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0191780822,1.4191780822,41,3321,0,0.0000000000,0.2719544199,3240,263,0.0811728395,0.0007067921,0.0000000000,true,0.3974706414,0,0.3452985778,102,0.0005379739
daily,DIA,2026-08-24,1538,svi,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4109589041,41,3321,29,0.0087323095,-0.7342294525,3240,45,0.0138888889,0.0009924125,0.0011801598,true,0.5043661548,0,0.1821040450,28,0.0009924125
daily,DIA,2026-08-24,1538,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4109589041,41,3321,2,0.0006022282,-0.0744324154,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.5043661548,2,-0.0744324154,0,0.0000000000
daily,DIA,2026-08-24,1538,essvi,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4109589041,41,3321,0,0.0000000000,0.2744585708,3240,434,0.1339506173,0.0040429684,0.0000000843,true,0.5043661548,0,0.2951543358,49,0.0003763136
daily,DIA,2026-08-24,1538,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4109589041,41,3321,0,0.0000000000,0.2590714856,3240,1,0.0003086420,0.0000064400,0.0000000000,true,0.5043661548,0,0.3107853926,0,0.0000000000
daily,DIA,2026-08-24,1538,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4109589041,41,3321,0,0.0000000000,0.2650139537,3240,10,0.0030864198,0.0000927288,0.0000000000,true,0.5043661548,0,0.3005958046,0,0.0000000000
daily,DIA,2026-08-24,1538,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0109589041,1.4109589041,41,3321,0,0.0000000000,0.2721026678,3240,194,0.0598765432,0.0006726881,0.0000000000,true,0.5043661548,0,0.3311293175,166,0.0006726881
daily,DIA,2026-08-25,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4082191781,41,3321,0,0.0000000000,0.1713754137,3240,95,0.0293209877,0.0126156724,0.0019976267,true,0.4272809395,0,0.1763551846,27,0.0014857140
daily,DIA,2026-08-25,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4082191781,41,3321,1,0.0003011141,-0.0077824261,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.4272809395,1,-0.0077824261,0,0.0000000000
daily,DIA,2026-08-25,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4082191781,41,3321,0,0.0000000000,0.2741545560,3240,127,0.0391975309,0.0034489807,0.0000002014,true,0.4272809395,0,0.2979252949,8,0.0000717365
daily,DIA,2026-08-25,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4082191781,41,3321,0,0.0000000000,0.2580978002,3240,26,0.0080246914,0.0001318379,0.0000000000,true,0.4272809395,0,0.3123396456,0,0.0000000000
daily,DIA,2026-08-25,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4082191781,41,3321,0,0.0000000000,0.2612563531,3240,39,0.0120370370,0.0001915030,0.0000000000,true,0.4272809395,0,0.3071887838,0,0.0000000000
daily,DIA,2026-08-25,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4082191781,41,3321,0,0.0000000000,0.2653980432,3240,54,0.0166666667,0.0001908842,0.0000000000,true,0.4272809395,0,0.3164086022,26,0.0001804020
daily,DIA,2026-08-26,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.1713356065,3240,80,0.0246913580,0.0110548799,0.0011252348,true,0.4137308040,0,0.1720646157,25,0.0009739594
daily,DIA,2026-08-26,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,1,0.0003011141,-0.0989777764,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.4137308040,1,-0.0989777764,0,0.0000000000
daily,DIA,2026-08-26,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.2729473262,3240,156,0.0481481481,0.0058039606,0.0000036486,false,0.4137308040,0,0.2951014797,45,0.0003101693
daily,DIA,2026-08-26,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.2567170134,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.4137308040,0,0.3076551479,0,0.0000000000
daily,DIA,2026-08-26,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.2600386706,3240,2,0.0006172840,0.0000133507,0.0000000000,true,0.4137308040,0,0.3022696135,0,0.0000000000
daily,DIA,2026-08-26,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0054794521,1.4054794521,41,3321,0,0.0000000000,0.2597314005,3240,120,0.0370370370,0.0007138308,0.0000000000,true,0.4137308040,0,0.3036223723,68,0.0006961688
daily,DIA,2026-08-27,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.1454801327,3240,107,0.0330246914,0.0183907719,0.0015509485,true,0.3538090936,0,0.1865254577,7,0.0013775974
daily,DIA,2026-08-27,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.2309691735,3240,0,0.0000000000,0.0000000000,0.0000000000,false,0.3538090936,0,0.2574878920,0,0.0000000000
daily,DIA,2026-08-27,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.2605205149,3240,254,0.0783950617,0.0077371196,0.0000003933,true,0.3538090936,0,0.3065736683,2,0.0000314959
daily,DIA,2026-08-27,1530,essvi_g05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.2552961714,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.3538090936,0,0.3230137493,0,0.0000000000
daily,DIA,2026-08-27,1530,essvi_gfree,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.2578437292,3240,6,0.0018518519,0.0000423283,0.0000000000,true,0.3538090936,0,0.3159126922,0,0.0000000000
daily,DIA,2026-08-27,1530,essvi_sg05,ok,,-0.4000000000,0.4000000000,81,0.0027397260,1.4027397260,41,3321,0,0.0000000000,0.2593444325,3240,61,0.0188271605,0.0005395505,0.0000000000,true,0.3538090936,0,0.3473802056,31,0.0003867883
daily,GOOGL,2026-08-14,1530,svi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4383561644,41,3321,0,0.0000000000,0.1445459664,3240,0,0.0000000000,0.0000000000,0.0002235962,true,0.9277326107,0,0.2497175572,0,0.0000000000
daily,GOOGL,2026-08-14,1530,ssvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4383561644,41,3321,0,0.0000000000,0.2786483972,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9277326107,0,0.5121475217,0,0.0000000000
daily,GOOGL,2026-08-14,1530,essvi,ok,,-0.4000000000,0.4000000000,81,0.0082191781,1.4383561644,41,3321,0,0.0000000000,0.2747077935,3240,0,0.0000000000,0.0000000000,0.0000000000,true,0.9277326107,0,0.4924791909,0,0.0000000000
