slice,ticker,date,time,model,status,status_detail,maturity,t,t_beyond_last_pillar,t_below_first_pillar,spot,strike,forward,discount_factor,barrier_type,barrier_dir,barrier_mult,barrier_level,right,pv,std_err,knock_prob,vanilla_pv,vanilla_std_err,ko_over_vanilla,paths,steps,seed
daily,AMD,2026-08-21,1530,svi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1500000000,543.0875000000,P,44.1343494303,0.3453832027,0.6956597702,70.4246595374,0.2628245870,0.6266888576,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,none,,,,C,28.7293427463,0.2012618116,,28.7293427463,0.2012618116,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,none,,,,P,27.0449987548,0.1356147358,,27.0449987548,0.1356147358,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9500000000,448.6375000000,C,18.5236051319,0.2048198114,0.7475172419,28.7293427463,0.2012618116,0.6447625793,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9500000000,448.6375000000,P,0.1246939653,0.0052776572,0.7475172419,27.0449987548,0.1356147358,0.0046106109,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9000000000,425.0250000000,C,26.1393256567,0.2071819730,0.4910166511,28.7293427463,0.2012618116,0.9098476734,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9000000000,425.0250000000,P,1.8585597542,0.0288679834,0.4910166511,27.0449987548,0.1356147358,0.0687210146,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.8500000000,401.4125000000,C,28.2513433751,0.2027166299,0.2859446588,28.7293427463,0.2012618116,0.9833619803,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.8500000000,401.4125000000,P,6.6194729949,0.0596577534,0.2859446588,27.0449987548,0.1356147358,0.2447577482,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.0500000000,495.8625000000,C,0.1103623778,0.0048980244,0.7300136664,28.7293427463,0.2012618116,0.0038414515,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.0500000000,495.8625000000,P,16.6430692199,0.1519030948,0.7300136664,27.0449987548,0.1356147358,0.6153843589,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1000000000,519.4750000000,C,1.2819770412,0.0236333614,0.4986334979,28.7293427463,0.2012618116,0.0446225677,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1000000000,519.4750000000,P,23.6254526477,0.1478025171,0.4986334979,27.0449987548,0.1356147358,0.8735608702,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1500000000,543.0875000000,C,4.3163645372,0.0502057932,0.3279490743,28.7293427463,0.2012618116,0.1502423698,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1500000000,543.0875000000,P,25.9821071554,0.1404225315,0.3279490743,27.0449987548,0.1356147358,0.9606991441,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,none,,,,C,57.1730329503,0.4515079388,,57.1730329503,0.4515079388,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,none,,,,P,52.0394659423,0.2169429851,,52.0394659423,0.2169429851,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9500000000,448.6375000000,C,22.2291458692,0.3906184854,0.8804455168,57.1730329503,0.4515079388,0.3888047340,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9500000000,448.6375000000,P,0.0178071334,0.0018350373,0.8804455168,52.0394659423,0.2169429851,0.0003421852,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9000000000,425.0250000000,C,38.1563445560,0.4540849214,0.7477701430,57.1730329503,0.4515079388,0.6673836000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9000000000,425.0250000000,P,0.3061172096,0.0120336535,0.7477701430,52.0394659423,0.2169429851,0.0058824049,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.8500000000,401.4125000000,C,48.0462553309,0.4639679378,0.6097419866,57.1730329503,0.4515079388,0.8403656908,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.8500000000,401.4125000000,P,1.5282293405,0.0336636201,0.6097419866,52.0394659423,0.2169429851,0.0293667376,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.0500000000,495.8625000000,C,0.0164581404,0.0017327479,0.8527155604,57.1730329503,0.4515079388,0.0002878654,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.0500000000,495.8625000000,P,18.8943395462,0.2377000114,0.8527155604,52.0394659423,0.2169429851,0.3630771224,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1000000000,519.4750000000,C,0.2058295337,0.0096981197,0.7174726565,57.1730329503,0.4515079388,0.0036001157,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1000000000,519.4750000000,P,31.7762891312,0.2668977695,0.7174726565,52.0394659423,0.2169429851,0.6106190476,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1500000000,543.0875000000,C,0.8960300775,0.0252430340,0.5967858328,57.1730329503,0.4515079388,0.0156722502,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1500000000,543.0875000000,P,40.0755957030,0.2620891108,0.5967858328,52.0394659423,0.2169429851,0.7701000573,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,none,,,,C,81.0139278141,0.6974532032,,81.0139278141,0.6974532032,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,none,,,,P,70.1378832578,0.2577747817,,70.1378832578,0.2577747817,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9500000000,448.6375000000,C,23.6786859664,0.5297406319,0.9209573896,81.0139278141,0.6974532032,0.2922791995,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9500000000,448.6375000000,P,0.0061713879,0.0010796659,0.9209573896,70.1378832578,0.2577747817,0.0000879894,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9000000000,425.0250000000,C,42.4327212378,0.6443856177,0.8310545700,81.0139278141,0.6974532032,0.5237706945,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9000000000,425.0250000000,P,0.1083235965,0.0070526424,0.8310545700,70.1378832578,0.2577747817,0.0015444378,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.8500000000,401.4125000000,C,57.4082154472,0.7019419631,0.7313700610,81.0139278141,0.6974532032,0.7086215543,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.8500000000,401.4125000000,P,0.6336245726,0.0214894290,0.7313700610,70.1378832578,0.2577747817,0.0090339848,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.0500000000,495.8625000000,C,0.0053496537,0.0009772518,0.8892924461,81.0139278141,0.6974532032,0.0000660338,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.0500000000,495.8625000000,P,18.9844827196,0.2772566729,0.8892924461,70.1378832578,0.2577747817,0.2706737335,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1000000000,519.4750000000,C,0.0736896586,0.0056190708,0.7872143724,81.0139278141,0.6974532032,0.0009095925,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1000000000,519.4750000000,P,33.2633717568,0.3294673103,0.7872143724,70.1378832578,0.2577747817,0.4742568525,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1500000000,543.0875000000,C,0.3572911444,0.0160332789,0.6943944678,81.0139278141,0.6974532032,0.0044102434,40000,192,20260824
daily,AMD,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1500000000,543.0875000000,P,44.0441008555,0.3400468209,0.6943944678,70.1378832578,0.2577747817,0.6279645009,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,none,,,,C,28.8030551813,0.1882844841,,28.8030551813,0.1882844841,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,none,,,,P,27.1338748376,0.1508878293,,27.1338748376,0.1508878293,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9500000000,448.6375000000,C,18.3363977021,0.1945085618,0.7405184098,28.8030551813,0.1882844841,0.6366129422,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9500000000,448.6375000000,P,0.1225589032,0.0052000131,0.7405184098,27.1338748376,0.1508878293,0.0045168228,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9000000000,425.0250000000,C,25.9559795771,0.1956172824,0.4915703064,28.8030551813,0.1882844841,0.9011536941,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9000000000,425.0250000000,P,1.6496001875,0.0271558340,0.4915703064,27.1338748376,0.1508878293,0.0607948624,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.8500000000,401.4125000000,C,28.1945277044,0.1904170624,0.2976043004,28.8030551813,0.1882844841,0.9788728149,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.8500000000,401.4125000000,P,5.7604396922,0.0568488894,0.2976043004,27.1338748376,0.1508878293,0.2122969803,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.0500000000,495.8625000000,C,0.1078231691,0.0047674332,0.7388784733,28.8030551813,0.1882844841,0.0037434629,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.0500000000,495.8625000000,P,16.8286462183,0.1622986984,0.7388784733,27.1338748376,0.1508878293,0.6202079990,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1000000000,519.4750000000,C,1.4302193088,0.0251012915,0.5019543759,28.8030551813,0.1882844841,0.0496551251,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1000000000,519.4750000000,P,23.9034100740,0.1606942402,0.5019543759,27.1338748376,0.1508878293,0.8809434781,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1500000000,543.0875000000,C,4.7837017909,0.0522108897,0.3250218531,28.8030551813,0.1882844841,0.1660831381,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1500000000,543.0875000000,P,26.2156347284,0.1544912772,0.3250218531,27.1338748376,0.1508878293,0.9661589023,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,none,,,,C,57.2496501635,0.4341959310,,57.2496501635,0.4341959310,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,none,,,,P,52.1223934168,0.2215791333,,52.1223934168,0.2215791333,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9500000000,448.6375000000,C,22.1896563998,0.3768808566,0.8773529910,57.2496501635,0.4341959310,0.3875946200,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9500000000,448.6375000000,P,0.0150568456,0.0016314887,0.8773529910,52.1223934168,0.2215791333,0.0002888748,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9000000000,425.0250000000,C,37.9734390093,0.4384622015,0.7432276459,57.2496501635,0.4341959310,0.6632955643,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.9000000000,425.0250000000,P,0.3161569486,0.0123323609,0.7432276459,52.1223934168,0.2215791333,0.0060656644,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.8500000000,401.4125000000,C,47.7783868171,0.4473329200,0.6065657487,57.2496501635,0.4341959310,0.8345620747,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,down,0.8500000000,401.4125000000,P,1.5326268666,0.0335594772,0.6065657487,52.1223934168,0.2215791333,0.0294043839,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.0500000000,495.8625000000,C,0.0124924937,0.0015119706,0.8565314591,57.2496501635,0.4341959310,0.0002182108,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.0500000000,495.8625000000,P,18.9060673320,0.2412620983,0.8565314591,52.1223934168,0.2215791333,0.3627244663,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1000000000,519.4750000000,C,0.1940252687,0.0094100057,0.7218552516,57.2496501635,0.4341959310,0.0033891084,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1000000000,519.4750000000,P,32.0190546019,0.2713811741,0.7218552516,52.1223934168,0.2215791333,0.6143051480,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1500000000,543.0875000000,C,0.8767899121,0.0250884831,0.6014540345,57.2496501635,0.4341959310,0.0153152012,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,out,up,1.1500000000,543.0875000000,P,40.3558269007,0.2662152753,0.6014540345,52.1223934168,0.2215791333,0.7742512240,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,none,,,,C,81.0247869120,0.6929981037,,81.0247869120,0.6929981037,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,none,,,,P,70.2095100478,0.2632631672,,70.2095100478,0.2632631672,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9500000000,448.6375000000,C,23.6084605435,0.5181239197,0.9190584349,81.0247869120,0.6929981037,0.2913733123,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9500000000,448.6375000000,P,0.0061847416,0.0010635436,0.9190584349,70.2095100478,0.2632631672,0.0000880898,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9000000000,425.0250000000,C,42.3816129999,0.6367141388,0.8278047412,81.0247869120,0.6929981037,0.5230697249,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.9000000000,425.0250000000,P,0.1116253755,0.0071400536,0.8278047412,70.2095100478,0.2632631672,0.0015898897,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.8500000000,401.4125000000,C,57.1639223308,0.6938367075,0.7287999942,81.0247869120,0.6929981037,0.7055115417,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,down,0.8500000000,401.4125000000,P,0.6462875432,0.0218287436,0.7287999942,70.2095100478,0.2632631672,0.0092051282,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.0500000000,495.8625000000,C,0.0042201436,0.0008112919,0.8908653634,81.0247869120,0.6929981037,0.0000520846,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.0500000000,495.8625000000,P,18.9669260502,0.2800710065,0.8908653634,70.2095100478,0.2632631672,0.2701475347,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1000000000,519.4750000000,C,0.0707794012,0.0056295241,0.7885631347,81.0247869120,0.6929981037,0.0008735525,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1000000000,519.4750000000,P,33.4050093165,0.3330311220,0.7885631347,70.2095100478,0.2632631672,0.4757903779,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1500000000,543.0875000000,C,0.3406877289,0.0156100285,0.6960031498,81.0247869120,0.6929981037,0.0042047346,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,472.2500000000,472.2500000000,483.5929648898,0.9806827969,out,up,1.1500000000,543.0875000000,P,44.2376444895,0.3439330241,0.6960031498,70.2095100478,0.2632631672,0.6300805184,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,none,,,,C,28.6479674362,0.1875408080,,28.6479674362,0.1875408080,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,none,,,,P,26.9802643664,0.1500508752,,26.9802643664,0.1500508752,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9500000000,448.6375000000,C,18.3157392409,0.1942225348,0.7393681970,28.6479674362,0.1875408080,0.6393381758,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9500000000,448.6375000000,P,0.1214955724,0.0051802442,0.7393681970,26.9802643664,0.1500508752,0.0045031276,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9000000000,425.0250000000,C,25.8426217105,0.1948240235,0.4884046102,28.6479674362,0.1875408080,0.9020752264,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.9000000000,425.0250000000,P,1.6941222698,0.0275029891,0.4884046102,26.9802643664,0.1500508752,0.0627911664,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.8500000000,401.4125000000,C,28.0486812833,0.1896096242,0.2940435724,28.6479674362,0.1875408080,0.9790810237,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,down,0.8500000000,401.4125000000,P,5.8496329727,0.0570817394,0.2940435724,26.9802643664,0.1500508752,0.2168115513,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.0500000000,495.8625000000,C,0.1081550713,0.0047516831,0.7378131702,28.6479674362,0.1875408080,0.0037753140,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.0500000000,495.8625000000,P,16.8032908913,0.1617767937,0.7378131702,26.9802643664,0.1500508752,0.6227993419,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1000000000,519.4750000000,C,1.4518501010,0.0252951297,0.4997522473,28.6479674362,0.1875408080,0.0506789916,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1000000000,519.4750000000,P,23.7922223801,0.1597486285,0.4997522473,26.9802643664,0.1500508752,0.8818380004,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1500000000,543.0875000000,C,4.8598876990,0.0525518585,0.3220442938,28.6479674362,0.1875408080,0.1696416233,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,472.2500000000,472.2500000000,473.9354037125,0.9968434249,out,up,1.1500000000,543.0875000000,P,26.0718259807,0.1535886338,0.3220442938,26.9802643664,0.1500508752,0.9663295224,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,none,,,,C,56.4533531579,0.4507073981,,56.4533531579,0.4507073981,1.0000000000,40000,192,20260824
daily,AMD,2026-08-21,1530,essvi_g05,ok,,3M,0.2500000000,false,false,472.2500000000,472.2500000000,477.3953075815,0.9904210161,none,,,,P,51.3135283234,0.2298868320,,51.3135283234,0.2298868320,1.0000000000,40000,192,20260824
