slice,ticker,date,time,model,status,status_detail,grid_levels,grid_times,lv_min,lv_max,lv_mean,clamped_fraction,guard_fraction,roughness_dk,roughness_mean_abs_d2,roughness_max_abs_d2,roughness_mean_abs_d2_per_dk2,lv_analytic_minus_numeric_mean_abs,lv_analytic_minus_numeric_max_abs,rt_points,rt_failures,rt_panics,rt_vs_fit_mean_vol_bp,rt_vs_fit_max_vol_bp,rt_vs_fit_mean_abs_price,rt_vs_fit_max_abs_price,rt_vs_fit_mean_rel_price,rt_vs_mkt_mean_vol_bp,rt_vs_mkt_max_vol_bp,ur_roundtrip_points,ur_roundtrip_failures,ur_roundtrip_mean_vol_bp,ur_roundtrip_max_vol_bp,ur_clamped_fraction,ur_fallback_fraction,ur_within_desk_tolerance,trusted_strike_lo,trusted_strike_hi,trusted_t_lo,trusted_t_hi
daily,AMD,2026-08-17,1530,essvi_gfree,ok,,81,41,0.4949692045,2.2265326704,0.6439277804,0.0000000000,0.0000000000,0.0100000000,0.0001033023,0.0219479030,1.0330233048,0.0283275253,2.4037425468,15,0,0,112.6902430591,150.2464881786,1.1229440338,2.1741262174,0.0264403734,127.6195328454,214.2691037202,5,0,287.5362859911,764.8788060304,0.0000000000,0.0000000000,false,460.0000000000,515.0000000000,0.0054794521,1.4301369863
daily,AMD,2026-08-17,1530,essvi_sg05,ok,,81,41,0.5025588163,1.6681799944,0.6313345095,0.0000000000,0.0000000000,0.0100000000,0.0000684347,0.0069376827,0.6843465957,0.0207573218,1.0870342846,15,0,0,78.6069193475,115.1190785524,0.8142254662,1.6255772909,0.0179954489,78.6597143629,149.4689216517,5,0,193.1583016878,481.7039018765,0.0000000000,0.0000000000,false,460.0000000000,515.0000000000,0.0054794521,1.4301369863
daily,AMD,2026-08-18,1530,svi,ok,,81,41,0.0100000000,3.0000000000,0.6334765145,0.0072267389,0.0000000000,0.0100000000,0.0010919914,0.3967841655,10.9199141219,0.0375381294,2.0605772133,15,0,0,82.9123283725,186.6927224977,0.5543378733,1.0263415826,0.0224014017,74.1868118911,171.6763606342,4,0,520.4019640795,1682.8869996119,0.0072267389,0.0000000000,false,445.0000000000,515.0000000000,0.0027397260,1.4273972603
daily,AMD,2026-08-18,1530,ssvi,ok,,81,41,0.4292326643,1.7979348439,0.6260233444,0.0000000000,0.0000000000,0.0100000000,0.0000822379,0.0222327136,0.8223791963,0.0209155332,2.3150900721,15,0,0,72.2789692533,128.5211610930,0.5774440299,0.9187168565,0.0183183780,78.0656942208,187.3803589817,4,0,523.9772921779,1815.4423680256,0.0000000000,0.0000000000,false,445.0000000000,515.0000000000,0.0027397260,1.4273972603
daily,AMD,2026-08-18,1530,essvi,ok,,81,41,0.2659391541,2.1790052236,0.6370699533,0.0000000000,0.0000000000,0.0100000000,0.0001014808,0.0157626542,1.0148084314,0.0317838413,1.4017584484,15,0,0,89.2472346698,171.8471723008,0.6748868250,0.9316222688,0.0228947406,98.1778062238,317.1307778486,4,0,525.7772147959,1786.1086690277,0.0000000000,0.0000000000,false,445.0000000000,515.0000000000,0.0027397260,1.4273972603
daily,AMD,2026-08-18,1530,essvi_g05,ok,,81,41,0.4466390328,2.3373513459,0.6349282840,0.0000000000,0.0000000000,0.0100000000,0.0001198625,0.0216974259,1.1986252298,0.0382166686,1.6036301245,15,0,0,95.6391391427,213.7394128421,0.6338647432,1.1739991367,0.0258395519,98.5243473649,320.2190528464,4,0,570.0648191808,1865.1535781210,0.0000000000,0.0000000000,false,445.0000000000,515.0000000000,0.0027397260,1.4273972603
daily,AMD,2026-08-18,1530,essvi_gfree,ok,,81,41,0.4567529227,2.5066910785,0.6396713597,0.0000000000,0.0000000000,0.0100000000,0.0001200898,0.0297793388,1.2008977817,0.0372689111,1.7193206126,15,0,0,97.6652878278,220.1194705479,0.6420588105,1.2015285218,0.0262897511,99.2142256110,353.6821637476,4,0,558.5509923990,1818.6185921172,0.0000000000,0.0000000000,false,445.0000000000,515.0000000000,0.0027397260,1.4273972603
daily,AMD,2026-08-18,1530,essvi_sg05,ok,,81,41,0.2317336774,1.9480144039,0.6254796724,0.0000000000,0.0000000000,0.0100000000,0.0000707598,0.0104723082,0.7075978434,0.0238074566,1.2504402007,15,0,0,71.1386822254,141.5175655512,0.5261000013,0.7857042386,0.0185951729,71.4097515098,238.3000913172,4,0,499.1029048578,1693.4240105666,0.0000000000,0.0000000000,false,445.0000000000,515.0000000000,0.0027397260,1.4273972603
daily,AMD,2026-08-19,1530,svi,ok,,81,41,0.5133867486,3.0000000000,0.6309280070,0.0015055706,0.0000000000,0.0100000000,0.0002793367,0.1013179817,2.7933673310,0.0358462764,2.3565233996,15,0,0,119.1500018737,253.7904568231,0.8122794057,1.2397825361,0.0328099294,112.0655397287,249.9713274097,8,0,813.2205744541,2172.3389148887,0.0015055706,0.0000000000,false,410.0000000000,525.0000000000,0.0054794521,1.4246575342
daily,AMD,2026-08-19,1530,ssvi,ok,,81,41,0.5192507692,1.4522182908,0.6131010356,0.0000000000,0.0000000000,0.0100000000,0.0000645977,0.0063550741,0.6459769196,0.0193423089,0.8539857350,15,0,0,141.3266074249,294.4308684755,0.9886932598,1.4083976603,0.0382608529,141.4102999672,323.4228259639,8,0,833.3598613759,2214.4353498727,0.0000000000,0.0000000000,false,410.0000000000,525.0000000000,0.0054794521,1.4246575342
