slice,ticker,date,time,model,status,status_detail,grid_levels,grid_times,lv_min,lv_max,lv_mean,clamped_fraction,guard_fraction,roughness_dk,roughness_mean_abs_d2,roughness_max_abs_d2,roughness_mean_abs_d2_per_dk2,lv_analytic_minus_numeric_mean_abs,lv_analytic_minus_numeric_max_abs,rt_points,rt_failures,rt_panics,rt_vs_fit_mean_vol_bp,rt_vs_fit_max_vol_bp,rt_vs_fit_mean_abs_price,rt_vs_fit_max_abs_price,rt_vs_fit_mean_rel_price,rt_vs_mkt_mean_vol_bp,rt_vs_mkt_max_vol_bp,ur_roundtrip_points,ur_roundtrip_failures,ur_roundtrip_mean_vol_bp,ur_roundtrip_max_vol_bp,ur_clamped_fraction,ur_fallback_fraction,ur_within_desk_tolerance,trusted_strike_lo,trusted_strike_hi,trusted_t_lo,trusted_t_hi
daily,DIA,2026-08-27,1530,svi,ok,,81,41,0.0100000000,1.5123493568,0.2394061682,0.0939476061,0.0000000000,0.0100000000,0.0013031533,0.1551466405,13.0315326566,0.1137172273,1.3988284192,11,0,0,17.3891298322,34.8854834181,0.0949122283,0.1698172016,0.0354880473,24.3326731239,77.2485998166,3,0,118.3340321578,201.3453069740,0.0939476061,0.0000000000,false,528.0000000000,541.0000000000,0.0027397260,1.4027397260
daily,DIA,2026-08-27,1530,ssvi,ok,,81,41,0.0742648403,1.5048197634,0.2342078889,0.0000000000,0.0000000000,0.0100000000,0.0004094032,0.2839891128,4.0940322338,0.0676403805,1.2588652540,11,0,0,34.7086656024,74.8660362454,0.1616981539,0.2994915118,0.0650525485,58.1586705670,175.1790078099,2,0,140.4292761554,235.1756166272,0.0000000000,0.0000000000,false,528.0000000000,541.0000000000,0.0027397260,1.4027397260
daily,DIA,2026-08-27,1530,essvi,ok,,81,41,0.0100000000,1.3258943295,0.2368991615,0.0803974706,0.0000000000,0.0100000000,0.0005595534,0.0830074361,5.5955344718,0.1045642079,1.1572876550,11,0,0,12.2858355923,27.9383120991,0.0568644525,0.1264832438,0.0270861313,23.6964504501,98.9451971004,3,0,126.8237172053,212.8089396678,0.0803974706,0.0000000000,false,528.0000000000,541.0000000000,0.0027397260,1.4027397260
daily,DIA,2026-08-27,1530,essvi_g05,ok,,81,41,0.0292709191,1.5278007252,0.2506609069,0.0000000000,0.0000000000,0.0100000000,0.0003513582,0.1706754787,3.5135821534,0.0981114302,1.4997986210,11,0,0,18.3110956765,41.3249441424,0.0807030461,0.1827320700,0.0404388089,33.4524971870,80.9999583260,3,0,154.0217067848,265.9250967158,0.0000000000,0.0000000000,false,528.0000000000,541.0000000000,0.0027397260,1.4027397260
daily,DIA,2026-08-27,1530,essvi_gfree,ok,,81,41,0.0100000000,1.4135661420,0.2579993542,0.0012044565,0.0000000000,0.0100000000,0.0003669199,0.1172742426,3.6691993125,0.1059102553,1.2760813439,11,0,0,16.0092404310,35.2175007883,0.0704823284,0.1553320126,0.0356923477,32.5578735782,88.9594555189,3,0,139.8989701977,237.4930124918,0.0012044565,0.0000000000,false,528.0000000000,541.0000000000,0.0027397260,1.4027397260
daily,DIA,2026-08-27,1530,essvi_sg05,ok,,81,41,0.0100000000,1.3707366214,0.2335725952,0.0180668473,0.0000000000,0.0100000000,0.0002981974,0.0978229676,2.9819738442,0.0943363454,2.6836963516,11,0,0,14.2824292838,29.6569614700,0.0704353667,0.1335940997,0.0342910399,52.6497694300,175.2500831707,3,0,132.0707753994,222.6865640455,0.0180668473,0.0000000000,false,528.0000000000,541.0000000000,0.0027397260,1.4027397260
daily,GOOGL,2026-08-14,1530,svi,ok,,81,41,0.0100000000,1.3468511757,0.3853837205,0.0078289672,0.0000000000,0.0100000000,0.0002508595,0.0853557229,2.5085952134,0.0316332275,2.5546549809,15,0,0,16.9919695872,44.8376123714,0.0824390943,0.2505803834,0.0115432268,25.4292682836,70.0835441398,5,0,488.9124746056,836.9593531317,0.0078289672,0.0000000000,false,335.0000000000,360.0000000000,0.0082191781,1.4383561644
daily,GOOGL,2026-08-14,1530,ssvi,ok,,81,41,0.1675663462,0.7280849881,0.3767363365,0.0000000000,0.0000000000,0.0100000000,0.0001006668,0.0156767208,1.0066680888,0.0209603590,2.5389287262,15,0,0,12.7793447035,29.5454676969,0.0714132090,0.1931119789,0.0075176638,22.5081573938,95.3388701202,5,0,555.7310972840,946.5704732491,0.0000000000,0.0000000000,false,335.0000000000,360.0000000000,0.0082191781,1.4383561644
daily,GOOGL,2026-08-14,1530,essvi,ok,,81,41,0.1358013688,1.0467284840,0.3808193965,0.0000000000,0.0000000000,0.0100000000,0.0001241388,0.0286457733,1.2413877074,0.0263096215,1.7371737804,15,0,0,17.7708039338,29.3985881485,0.0988572871,0.1945241477,0.0108306739,24.9760637846,105.2378391062,5,0,542.2141347657,933.0698879712,0.0000000000,0.0000000000,false,335.0000000000,360.0000000000,0.0082191781,1.4383561644
daily,GOOGL,2026-08-14,1530,essvi_g05,ok,,81,41,0.1657954653,1.0357093511,0.3843960110,0.0000000000,0.0000000000,0.0100000000,0.0001345424,0.0276384163,1.3454239073,0.0282528209,1.7148349631,15,0,0,16.3226291891,33.8641221643,0.1067539520,0.2362999940,0.0088337650,50.3520139896,98.2459263908,5,0,494.0445327042,849.6605708936,0.0000000000,0.0000000000,false,335.0000000000,360.0000000000,0.0082191781,1.4383561644
daily,GOOGL,2026-08-14,1530,essvi_gfree,ok,,81,41,0.1482307305,1.2203990729,0.3858644948,0.0000000000,0.0000000000,0.0100000000,0.0001415883,0.0575019838,1.4158830312,0.0292168564,1.2781723144,15,0,0,21.3383154132,40.6737190682,0.1045225619,0.2489663024,0.0143574714,38.0050406122,97.3817010638,5,0,486.1866903065,857.9479065765,0.0000000000,0.0000000000,false,335.0000000000,360.0000000000,0.0082191781,1.4383561644
daily,GOOGL,2026-08-14,1530,essvi_sg05,ok,,81,41,0.1678728303,0.9731479599,0.3795463787,0.0000000000,0.0000000000,0.0100000000,0.0001126143,0.0215481400,1.1261432430,0.0246287789,1.1758238711,15,0,0,12.8735790712,30.1906087108,0.0714468872,0.1977425583,0.0076147287,23.5138808301,89.7910146184,5,0,557.0473549489,947.5149097989,0.0000000000,0.0000000000,false,335.0000000000,360.0000000000,0.0082191781,1.4383561644
daily,GOOGL,2026-08-17,1530,svi,ok,,81,41,0.0100000000,2.2146306844,0.3941164208,0.0045167118,0.0000000000,0.0100000000,0.0003509828,0.2250125418,3.5098280660,0.0352946315,2.0833029086,15,0,0,36.1672264296,58.1282880345,0.2735697283,0.5640482963,0.0174220752,66.7590860926,124.9497509788,6,0,211.2529403644,489.5876494466,0.0045167118,0.0000000000,false,325.0000000000,365.0000000000,0.0054794521,1.4301369863
daily,GOOGL,2026-08-17,1530,ssvi,ok,,81,41,0.2703597036,1.1013751817,0.3803950614,0.0000000000,0.0000000000,0.0100000000,0.0001079451,0.0207637642,1.0794512870,0.0215625290,1.1345679604,15,0,0,37.5459363586,57.0238350409,0.2441906730,0.3982190001,0.0196797331,28.3352660134,57.0238350409,6,0,213.0190295657,464.5333124259,0.0000000000,0.0000000000,false,325.0000000000,365.0000000000,0.0054794521,1.4301369863
daily,GOOGL,2026-08-17,1530,essvi,ok,,81,41,0.2686287593,1.4947673947,0.3888070057,0.0000000000,0.0000000000,0.0100000000,0.0001276030,0.0239040732,1.2760299133,0.0274686388,2.3122499623,15,0,0,46.7572320064,59.4264890724,0.3057687501,0.4913946184,0.0246543514,39.8326978207,80.0226126791,6,0,203.1462110411,489.2602658334,0.0000000000,0.0000000000,false,325.0000000000,365.0000000000,0.0054794521,1.4301369863
daily,GOOGL,2026-08-17,1530,essvi_g05,ok,,81,41,0.2624142252,1.4755976479,0.3905093422,0.0000000000,0.0000000000,0.0100000000,0.0001363329,0.0232404946,1.3633287771,0.0280220124,1.0811910084,15,0,0,59.0442097600,68.1273215763,0.3786733859,0.6375394871,0.0320465279,73.6620290866,123.1103290474,6,0,206.0699422034,483.2116782674,0.0000000000,0.0000000000,false,325.0000000000,365.0000000000,0.0054794521,1.4301369863
daily,GOOGL,2026-08-17,1530,essvi_gfree,ok,,81,41,0.2640642328,1.5963437804,0.3918100526,0.0000000000,0.0000000000,0.0100000000,0.0001388814,0.0337612335,1.3888142348,0.0291073633,1.1928764631,15,0,0,52.7603603678,63.5555094321,0.3518026390,0.6080005964,0.0276769875,61.6301314042,101.8487035754,6,0,221.3553867169,539.4219977108,0.0000000000,0.0000000000,false,325.0000000000,365.0000000000,0.0054794521,1.4301369863
daily,GOOGL,2026-08-17,1530,essvi_sg05,ok,,81,41,0.2735628434,1.3709325861,0.3835711202,0.0000000000,0.0000000000,0.0100000000,0.0001107199,0.0174622695,1.1071990010,0.0245992153,2.0649653212,15,0,0,31.5461644987,51.1531437216,0.2181596360,0.3572195198,0.0156479887,23.0981393118,51.1531437216,6,0,171.6761912926,416.6828406663,0.0000000000,0.0000000000,false,325.0000000000,365.0000000000,0.0054794521,1.4301369863
daily,GOOGL,2026-08-18,1530,svi,ok,,81,41,0.0100000000,2.2768171953,0.4009464781,0.0024089130,0.0000000000,0.0100000000,0.0003412745,0.1102386173,3.4127451390,0.0414318488,2.0015948978,15,0,0,34.3013655254,73.4231020543,0.1768887321,0.2916244954,0.0218936328,33.7391430464,106.5327152294,3,0,315.3780506119,829.0787702601,0.0024089130,0.0000000000,false,330.0000000000,352.5000000000,0.0027397260,1.4273972603
daily,GOOGL,2026-08-18,1530,ssvi,ok,,81,41,0.2657763322,1.3646975168,0.3843907603,0.0000000000,0.0000000000,0.0100000000,0.0001364398,0.0513488022,1.3643976125,0.0290053870,1.7276601792,15,0,0,28.8513134664,73.1544467440,0.1215742268,0.2483744292,0.0196983692,48.9870234112,186.5405076265,3,0,338.4828092197,911.7825611453,0.0000000000,0.0000000000,false,330.0000000000,352.5000000000,0.0027397260,1.4273972603
daily,GOOGL,2026-08-18,1530,essvi,ok,,81,41,0.0100000000,1.7898375369,0.3900348298,0.0036133695,0.0000000000,0.0100000000,0.0001872681,0.0540308736,1.8726811809,0.0330100131,1.9872265226,15,0,0,29.5852001294,63.7636465384,0.1408959626,0.2504175032,0.0187164846,62.5478806483,224.5010204089,3,0,339.0710052849,902.4287771929,0.0036133695,0.0000000000,false,330.0000000000,352.5000000000,0.0027397260,1.4273972603
daily,GOOGL,2026-08-18,1530,essvi_g05,ok,,81,41,0.2437716110,1.7465533890,0.3941501644,0.0000000000,0.0000000000,0.0100000000,0.0001667256,0.0497178634,1.6672557674,0.0362572892,2.4778806970,15,0,0,26.8906189388,66.7691385353,0.1359964737,0.2180710828,0.0168791646,77.6944886371,191.2083167983,3,0,396.6300856969,1083.9961272584,0.0000000000,0.0000000000,false,330.0000000000,352.5000000000,0.0027397260,1.4273972603
daily,GOOGL,2026-08-18,1530,essvi_gfree,ok,,81,41,0.2422409685,1.9419793837,0.3960743835,0.0000000000,0.0000000000,0.0100000000,0.0001791465,0.0773176255,1.7914646663,0.0379614590,2.1028304224,15,0,0,31.7860909251,81.8202677215,0.1461315503,0.2491126466,0.0207660337,64.9518248071,196.5640294996,4,0,630.0058670964,1357.0233990390,0.0000000000,0.0000000000,false,330.0000000000,352.5000000000,0.0027397260,1.4273972603
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,81,41,0.2774322712,1.6164080537,0.3872513832,0.0000000000,0.0000000000,0.0100000000,0.0001336830,0.0358697919,1.3368301315,0.0306652244,1.2374559674,15,0,0,32.0204307062,92.8630470354,0.1364188194,0.2738053471,0.0226280285,42.5909293449,110.3416071889,3,0,324.9044422601,859.8555939641,0.0000000000,0.0000000000,false,330.0000000000,352.5000000000,0.0027397260,1.4273972603
daily,GOOGL,2026-08-19,1530,svi,ok,,81,41,0.0100000000,2.4375584836,0.4041182897,0.0057211683,0.0000000000,0.0100000000,0.0003659059,0.1086477944,3.6590590047,0.0473089854,1.9332327753,15,0,0,47.9615981196,128.9649576812,0.1739849956,0.4885382998,0.0367755837,41.6107307536,164.8725015286,4,0,505.6091535505,1019.0365929105,0.0057211683,0.0000000000,false,325.0000000000,357.5000000000,0.0054794521,1.4246575342
daily,GOOGL,2026-08-19,1530,ssvi,ok,,81,41,0.2921687302,1.1243810141,0.3824913577,0.0000000000,0.0000000000,0.0100000000,0.0001081504,0.0179614879,1.0815039721,0.0251751052,1.2971130601,15,0,0,49.9272149658,129.1342851809,0.1964166251,0.4640217455,0.0369861396,58.1234933715,210.5565583093,4,0,563.0818870204,1140.9824202456,0.0000000000,0.0000000000,false,325.0000000000,357.5000000000,0.0054794521,1.4246575342
daily,GOOGL,2026-08-19,1530,essvi,ok,,81,41,0.2910109220,1.5889734845,0.3949463112,0.0000000000,0.0000000000,0.0100000000,0.0001409277,0.0262337554,1.4092768875,0.0343109003,1.2665783128,15,0,0,55.4097663512,151.3434077463,0.2023542108,0.5521282127,0.0407936719,77.2513318780,287.6392044292,4,0,585.6944065185,1203.5780518197,0.0000000000,0.0000000000,false,325.0000000000,357.5000000000,0.0054794521,1.4246575342
daily,GOOGL,2026-08-19,1530,essvi_g05,ok,,81,41,0.2821954047,1.5265662603,0.3914249309,0.0000000000,0.0000000000,0.0100000000,0.0001382018,0.0219914305,1.3820175111,0.0326300348,1.3314134597,15,0,0,58.8494950697,150.3593199779,0.2326815962,0.5272535938,0.0421768460,92.0879885994,270.3650298675,4,0,611.5223965981,1233.4500920216,0.0000000000,0.0000000000,false,325.0000000000,357.5000000000,0.0054794521,1.4246575342
daily,GOOGL,2026-08-19,1530,essvi_gfree,ok,,81,41,0.2775943890,1.6632734221,0.3927181584,0.0000000000,0.0000000000,0.0100000000,0.0001425749,0.0348634089,1.4257487698,0.0340692290,2.4814503618,15,0,0,51.0284270483,133.4680991753,0.1977294287,0.4658769898,0.0370032151,72.9217139328,246.6684405856,4,0,573.7287086813,1205.6722279974,0.0000000000,0.0000000000,false,325.0000000000,357.5000000000,0.0054794521,1.4246575342
daily,GOOGL,2026-08-19,1530,essvi_sg05,ok,,81,41,0.2923395682,1.4197383410,0.3855059452,0.0000000000,0.0000000000,0.0100000000,0.0001130338,0.0166768608,1.1303378864,0.0287603553,1.4310449949,15,0,0,51.4168254377,139.6827053946,0.2014180218,0.4770063704,0.0384479517,56.6641566304,162.3299838662,4,0,543.2620298597,1083.7305546543,0.0000000000,0.0000000000,false,325.0000000000,357.5000000000,0.0054794521,1.4246575342
daily,GOOGL,2026-08-20,1530,svi,ok,,81,41,0.0100000000,2.4845469725,0.4126034352,0.0048178260,0.0000000000,0.0100000000,0.0003776268,0.1615799410,3.7762675119,0.0568212829,2.1681152798,15,0,0,62.8746052198,140.3365545161,0.2799646634,0.5178479423,0.0448673330,59.3437150308,185.6467909377,5,0,165.8282175678,321.9033571863,0.0048178260,0.0000000000,false,325.0000000000,355.0000000000,0.0027397260,1.4219178082
daily,GOOGL,2026-08-20,1530,ssvi,ok,,81,41,0.2850210447,1.2956385850,0.3859141254,0.0000000000,0.0000000000,0.0100000000,0.0001226883,0.0303188402,1.2268826421,0.0291616784,1.0874097410,15,0,0,48.1776312422,103.2023215866,0.2264764348,0.3539044747,0.0329594060,55.2741089142,140.5491207566,5,0,111.8052617794,182.5133575189,0.0000000000,0.0000000000,false,325.0000000000,355.0000000000,0.0027397260,1.4219178082
daily,GOOGL,2026-08-20,1530,essvi,ok,,81,41,0.2772379562,2.1775164177,0.4026937867,0.0000000000,0.0000000000,0.0100000000,0.0001915557,0.0821195676,1.9155566428,0.0431943445,1.8330929942,15,0,0,58.6963222546,144.8697753429,0.2661002498,0.4594475766,0.0405313033,80.7671207014,251.2925331336,5,0,173.3235363980,324.9523068699,0.0000000000,0.0000000000,false,325.0000000000,355.0000000000,0.0027397260,1.4219178082
daily,GOOGL,2026-08-20,1530,essvi_g05,ok,,81,41,0.2747855761,1.9113630421,0.3968884428,0.0000000000,0.0000000000,0.0100000000,0.0001629123,0.0423657822,1.6291229581,0.0401543986,2.5084014188,15,0,0,64.3167717275,156.5474839735,0.2949427725,0.4959038299,0.0445294373,83.1863259321,254.6403793576,5,0,211.0929466464,357.4631341428,0.0000000000,0.0000000000,false,325.0000000000,355.0000000000,0.0027397260,1.4219178082
daily,GOOGL,2026-08-20,1530,essvi_gfree,ok,,81,41,0.2725943325,2.1803600211,0.4002047400,0.0000000000,0.0000000000,0.0100000000,0.0001858394,0.0858959932,1.8583936039,0.0431653404,2.5211672645,15,0,0,55.4091286484,126.2846971740,0.2524064206,0.4288712531,0.0383492197,72.9646282735,214.9610110652,5,0,203.5595953477,370.5728985366,0.0000000000,0.0000000000,false,325.0000000000,355.0000000000,0.0027397260,1.4219178082
daily,GOOGL,2026-08-20,1530,essvi_sg05,ok,,81,41,0.2866049840,1.7433595403,0.3915369674,0.0000000000,0.0000000000,0.0100000000,0.0001392574,0.0353479075,1.3925744655,0.0360989602,2.5125399333,15,0,0,48.4993706651,127.9677403676,0.2251659048,0.3566740634,0.0338197236,54.8728991046,166.0790801987,5,0,99.2867520174,171.2569953415,0.0000000000,0.0000000000,false,325.0000000000,355.0000000000,0.0027397260,1.4219178082
daily,GOOGL,2026-08-21,1530,svi,ok,,81,41,0.0100000000,1.6969727624,0.3780097423,0.0036133695,0.0000000000,0.0100000000,0.0002902167,0.0935442064,2.9021666159,0.0309172363,1.5742128214,15,0,0,19.4683202983,40.5521453523,0.1099697273,0.1764486140,0.0122145587,34.3798305400,127.9360566003,5,0,596.4911094331,1055.9276886642,0.0036133695,0.0000000000,false,325.0000000000,360.0000000000,0.0082191781,1.4191780822
daily,GOOGL,2026-08-21,1530,ssvi,ok,,81,41,0.1634606688,0.8200695737,0.3706892449,0.0000000000,0.0000000000,0.0100000000,0.0001051656,0.0300843017,1.0516558213,0.0198059677,1.2832817141,15,0,0,30.4953609556,61.8852033405,0.1433565934,0.1877798821,0.0203687856,27.0662153883,49.2556999668,5,0,627.3868791111,1076.4565006609,0.0000000000,0.0000000000,false,325.0000000000,360.0000000000,0.0082191781,1.4191780822
daily,GOOGL,2026-08-21,1530,essvi,ok,,81,41,0.1620663675,1.2604059067,0.3734409209,0.0000000000,0.0000000000,0.0100000000,0.0001303701,0.0486288764,1.3037009418,0.0246681740,1.6144750778,15,0,0,29.7351763004,50.5783662323,0.1625937302,0.2387801607,0.0179684313,36.5649720710,129.9997189531,5,0,584.1214517653,1056.3232760039,0.0000000000,0.0000000000,false,325.0000000000,360.0000000000,0.0082191781,1.4191780822
daily,GOOGL,2026-08-21,1530,essvi_g05,ok,,81,41,0.1791011278,1.1214403515,0.3761629457,0.0000000000,0.0000000000,0.0100000000,0.0001277502,0.0245371160,1.2775018510,0.0250258670,1.2692259211,15,0,0,30.0732948599,51.7207020887,0.1600299433,0.2380943700,0.0181337712,49.1910476327,130.7473038984,5,0,510.3875666622,871.5511525901,0.0000000000,0.0000000000,false,325.0000000000,360.0000000000,0.0082191781,1.4191780822
daily,GOOGL,2026-08-21,1530,essvi_gfree,ok,,81,41,0.1592834943,1.2611583040,0.3781447337,0.0000000000,0.0000000000,0.0100000000,0.0001367528,0.0505907905,1.3675282710,0.0267586324,1.2467789714,15,0,0,30.1517371430,62.1466797791,0.1460541802,0.1972005715,0.0192321151,28.3779924201,105.4028470653,5,0,528.1338398128,918.9875001232,0.0000000000,0.0000000000,false,325.0000000000,360.0000000000,0.0082191781,1.4191780822
daily,GOOGL,2026-08-21,1530,essvi_sg05,ok,,81,41,0.1702645051,1.0149955592,0.3719516325,0.0000000000,0.0000000000,0.0100000000,0.0001010053,0.0177477709,1.0100527811,0.0211469664,2.4364546578,15,0,0,22.8799988829,38.6722739105,0.1193611240,0.1810903098,0.0144943051,30.4725290299,100.6574773804,5,0,672.4838485033,1155.4214820645,0.0000000000,0.0000000000,false,325.0000000000,360.0000000000,0.0082191781,1.4191780822
daily,GOOGL,2026-08-24,1538,svi,ok,,81,41,0.0100000000,2.1178620684,0.3883694083,0.0018066847,0.0000000000,0.0100000000,0.0002056331,0.0484890175,2.0563313620,0.0328750266,1.6973985087,15,0,0,38.2506718623,75.8928899157,0.1837775029,0.2708526510,0.0248974783,46.3090956868,112.0825399483,4,0,127.1706533371,254.7042858452,0.0018066847,0.0000000000,false,335.0000000000,365.0000000000,0.0054794521,1.4109589041
daily,GOOGL,2026-08-24,1538,ssvi,ok,,81,41,0.2402546373,1.1232786054,0.3768968503,0.0000000000,0.0000000000,0.0100000000,0.0001067446,0.0217484739,1.0674456691,0.0224606034,1.7064026625,15,0,0,47.7444332562,104.4039035544,0.2169203738,0.3712002568,0.0313048013,41.6635371771,108.9976182757,4,0,160.1552766915,303.1140315438,0.0000000000,0.0000000000,false,335.0000000000,365.0000000000,0.0054794521,1.4109589041
daily,GOOGL,2026-08-24,1538,essvi,ok,,81,41,0.2338024953,1.3410864537,0.3806251982,0.0000000000,0.0000000000,0.0100000000,0.0001120135,0.0171322835,1.1201352390,0.0254546728,2.4460712086,15,0,0,40.8307406888,92.5076872460,0.1826506628,0.3200963073,0.0269190720,33.0862473008,92.0356573732,4,0,117.1555836330,184.0954974611,0.0000000000,0.0000000000,false,335.0000000000,365.0000000000,0.0054794521,1.4109589041
daily,GOOGL,2026-08-24,1538,essvi_g05,ok,,81,41,0.2483346136,1.4412928676,0.3846496159,0.0000000000,0.0000000000,0.0100000000,0.0001316061,0.0236178825,1.3160607774,0.0290830853,1.9536354027,15,0,0,35.4446024470,81.9912583336,0.1544064468,0.2825170947,0.0237997644,55.7089436890,86.9398241867,4,0,119.2493830511,210.3501162633,0.0000000000,0.0000000000,false,335.0000000000,365.0000000000,0.0054794521,1.4109589041
daily,GOOGL,2026-08-24,1538,essvi_gfree,ok,,81,41,0.2444121380,1.5956892843,0.3864267642,0.0000000000,0.0000000000,0.0100000000,0.0001366231,0.0372421826,1.3662305454,0.0295552926,1.7828477849,15,0,0,31.4195662039,76.9811456291,0.1323655455,0.2573064715,0.0215670868,44.5135857187,94.4051224886,5,0,174.7482322486,337.7720339993,0.0000000000,0.0000000000,false,335.0000000000,365.0000000000,0.0054794521,1.4109589041
daily,GOOGL,2026-08-24,1538,essvi_sg05,ok,,81,41,0.2449968859,1.3502636283,0.3799684412,0.0000000000,0.0000000000,0.0100000000,0.0001082227,0.0175602169,1.0822273245,0.0249127255,1.0271082729,15,0,0,40.9003017503,91.5453281796,0.1862251838,0.3185953430,0.0271624229,42.7244793620,94.9380896366,4,0,114.0590314907,184.5746596461,0.0000000000,0.0000000000,false,335.0000000000,365.0000000000,0.0054794521,1.4109589041
daily,GOOGL,2026-08-25,1530,svi,ok,,81,41,0.0100000000,2.2027679912,0.3834320529,0.0186690756,0.0000000000,0.0100000000,0.0003918066,0.0862649959,3.9180655221,0.0386958211,1.7988971520,15,0,0,34.2592204308,83.8266720752,0.1329949956,0.3114270278,0.0251047164,31.9694496511,96.8839168314,3,0,299.7442755580,732.8575630411,0.0186690756,0.0000000000,false,340.0000000000,360.0000000000,0.0027397260,1.4082191781
daily,GOOGL,2026-08-25,1530,ssvi,ok,,81,41,0.2085018953,1.3466332342,0.3797497313,0.0000000000,0.0000000000,0.0100000000,0.0001314565,0.0528159030,1.3145649377,0.0267371713,2.5770351123,15,0,0,21.5716791856,39.4552169502,0.0995407856,0.2273534509,0.0141524733,38.4725690461,136.4996154562,3,0,307.7626332705,831.3469026466,0.0000000000,0.0000000000,false,340.0000000000,360.0000000000,0.0027397260,1.4082191781
daily,GOOGL,2026-08-25,1530,essvi,ok,,81,41,0.0100000000,1.7475369626,0.3860668244,0.0105389943,0.0000000000,0.0100000000,0.0001720155,0.0523634944,1.7201549977,0.0396452356,1.3577156201,15,0,0,25.3608540216,54.8539899847,0.1319914674,0.2294042915,0.0158111799,45.6532525998,98.3189367142,3,0,303.1343111199,809.5889119900,0.0105389943,0.0000000000,false,340.0000000000,360.0000000000,0.0027397260,1.4082191781
daily,GOOGL,2026-08-25,1530,essvi_g05,ok,,81,41,0.0100000000,1.7111472548,0.3854868951,0.0060222824,0.0000000000,0.0100000000,0.0001726913,0.0481726537,1.7269127822,0.0370221412,1.3267462875,15,0,0,32.6380427624,80.2399697954,0.1462874832,0.3195796780,0.0221781964,45.1702919556,100.2073032207,3,0,328.8849226525,845.6954143252,0.0060222824,0.0000000000,false,340.0000000000,360.0000000000,0.0027397260,1.4082191781
daily,GOOGL,2026-08-25,1530,essvi_gfree,ok,,81,41,0.0880767375,1.9274402302,0.3884461648,0.0000000000,0.0000000000,0.0100000000,0.0001762888,0.0885912965,1.7628882312,0.0366479024,1.5289552891,15,0,0,38.7524737557,93.1973770913,0.1747969495,0.3434478731,0.0264329942,32.9149035770,110.3625530848,3,0,315.8078153839,785.0535857004,0.0000000000,0.0000000000,false,340.0000000000,360.0000000000,0.0027397260,1.4082191781
daily,GOOGL,2026-08-25,1530,essvi_sg05,ok,,81,41,0.2040024641,1.5712090660,0.3816513358,0.0000000000,0.0000000000,0.0100000000,0.0001265245,0.0347576734,1.2652447657,0.0310920790,1.8010381065,15,0,0,25.2410195926,63.6052249545,0.1151602721,0.2323546803,0.0171491603,31.4945350564,65.0973399631,3,0,294.2652687093,776.1478420641,0.0000000000,0.0000000000,false,340.0000000000,360.0000000000,0.0027397260,1.4082191781
daily,GOOGL,2026-08-26,1530,svi,ok,,81,41,0.0100000000,2.2207037610,0.3982091559,0.0072267389,0.0048178260,0.0100000000,0.0009250934,0.7462044249,9.2509335881,0.0435744145,2.5389215398,15,0,0,36.7947539921,98.4319043982,0.1278290865,0.3694874850,0.0292519462,37.5149171647,121.8197084661,5,0,632.7679308391,1142.4066869251,0.0072267389,0.0048178260,false,320.0000000000,360.0000000000,0.0054794521,1.4054794521
daily,GOOGL,2026-08-26,1530,ssvi,ok,,81,41,0.2679915295,1.2087607435,0.3828484008,0.0000000000,0.0000000000,0.0100000000,0.0001264673,0.0310274812,1.2646729559,0.0253229483,0.8316799495,15,0,0,41.1579163615,103.2784786717,0.1651234813,0.3627531618,0.0303924985,62.2429207381,211.0758135506,5,0,700.9374973051,1241.5974377121,0.0000000000,0.0000000000,false,320.0000000000,360.0000000000,0.0054794521,1.4054794521
daily,GOOGL,2026-08-26,1530,essvi,ok,,81,41,0.2375977284,1.7291445445,0.3941644129,0.0000000000,0.0000000000,0.0100000000,0.0001534665,0.0365376993,1.5346653071,0.0361187810,2.6476001490,15,0,0,40.9702052637,128.8117992647,0.1356842844,0.4010063463,0.0329842308,53.9549724494,166.3131762220,5,0,689.6450470641,1226.8060923120,0.0000000000,0.0000000000,false,320.0000000000,360.0000000000,0.0054794521,1.4054794521
daily,GOOGL,2026-08-26,1530,essvi_g05,ok,,81,41,0.2531330220,1.5729227191,0.3901766119,0.0000000000,0.0000000000,0.0100000000,0.0001440453,0.0226164284,1.4404528241,0.0318458750,1.2252366823,15,0,0,37.7288147031,119.7432153901,0.1261781614,0.3771105716,0.0306472231,58.0512773284,147.4364167010,5,0,749.2088295225,1293.3774854433,0.0000000000,0.0000000000,false,320.0000000000,360.0000000000,0.0054794521,1.4054794521
daily,GOOGL,2026-08-26,1530,essvi_gfree,ok,,81,41,0.2512855118,1.7535845799,0.3914473151,0.0000000000,0.0000000000,0.0100000000,0.0001508700,0.0414576760,1.5086995058,0.0326858967,1.3934220606,15,0,0,38.2266897560,109.9559856289,0.1460637106,0.3475128510,0.0298033054,37.6549012182,134.0980328837,5,0,693.8296754457,1250.5980911862,0.0000000000,0.0000000000,false,320.0000000000,360.0000000000,0.0054794521,1.4054794521
