slice,ticker,date,time,model,n_pillars,n_quotes,dim,cold_ms,cold_iterations,cold_converged,cold_rmse_bp,warm_available,warm_ms,warm_iterations,warm_converged,warm_rmse_bp,warm_x_maxdiff
daily,META,2026-08-20,1530,ssvi,21,1285,,4.7622000000,,true,114.9635459402,false,,,,,
daily,META,2026-08-20,1530,essvi,21,1285,,1.9965000000,,true,92.5909450803,false,,,,,
daily,META,2026-08-20,1530,essvi_g05,21,1285,43,17.6681000000,6,true,107.6309107325,true,17.6335000000,5,true,107.6309092102,0.0000000379
daily,META,2026-08-20,1530,essvi_gfree,21,1285,44,28.8347000000,7,true,91.7430086042,true,20.3131000000,5,true,91.7430094537,0.0000000610
daily,META,2026-08-20,1530,essvi_sg05,21,1285,,1.2979000000,83,true,133.0285250310,false,,,,,
daily,META,2026-08-21,1530,svi,20,1196,,505.8867000000,,true,31.1743248237,false,,,,,
daily,META,2026-08-21,1530,ssvi,20,1196,,5.8779000000,,true,105.5565488045,false,,,,,
daily,META,2026-08-21,1530,essvi,20,1196,,1.4461000000,,true,70.5614524992,false,,,,,
daily,META,2026-08-21,1530,essvi_g05,20,1196,41,23.3293000000,7,true,80.1137399450,false,,,,,
daily,META,2026-08-21,1530,essvi_gfree,20,1196,42,15.5830000000,7,true,65.2211423898,false,,,,,
daily,META,2026-08-21,1530,essvi_sg05,20,1196,,2.8995000000,78,true,98.5192804930,false,,,,,
daily,META,2026-08-24,1538,svi,19,1210,,482.6923000000,,true,25.5981292789,false,,,,,
daily,META,2026-08-24,1538,ssvi,19,1210,,7.3210000000,,true,68.0750776733,false,,,,,
daily,META,2026-08-24,1538,essvi,19,1210,,1.7414000000,,true,43.6216989543,false,,,,,
daily,META,2026-08-24,1538,essvi_g05,19,1210,39,18.0132000000,6,true,45.7958334542,false,,,,,
daily,META,2026-08-24,1538,essvi_gfree,19,1210,40,19.6471000000,6,true,43.8878315446,false,,,,,
daily,META,2026-08-24,1538,essvi_sg05,19,1210,,1.7554000000,69,true,60.9921437959,false,,,,,
daily,META,2026-08-25,1530,svi,20,1199,,440.1745000000,,true,30.9508622742,false,,,,,
daily,META,2026-08-25,1530,ssvi,20,1199,,8.0735000000,,true,96.0553331123,false,,,,,
daily,META,2026-08-25,1530,essvi,20,1199,,1.4324000000,,true,71.2657905962,false,,,,,
daily,META,2026-08-25,1530,essvi_g05,20,1199,41,19.9977000000,6,true,86.8064383633,false,,,,,
daily,META,2026-08-25,1530,essvi_gfree,20,1199,42,21.1078000000,6,true,78.2733583293,false,,,,,
daily,META,2026-08-25,1530,essvi_sg05,20,1199,,2.0496000000,74,true,99.2872178019,false,,,,,
daily,META,2026-08-26,1530,svi,19,1177,,444.8994000000,,true,33.9088485686,false,,,,,
daily,META,2026-08-26,1530,ssvi,19,1177,,4.6258000000,,true,107.1216010134,false,,,,,
daily,META,2026-08-26,1530,essvi,19,1177,,1.1513000000,,true,53.2768880768,false,,,,,
daily,META,2026-08-26,1530,essvi_g05,19,1177,39,17.9435000000,6,true,58.6788754574,false,,,,,
daily,META,2026-08-26,1530,essvi_gfree,19,1177,40,22.1360000000,7,true,50.6029020562,false,,,,,
daily,META,2026-08-26,1530,essvi_sg05,19,1177,,1.7716000000,67,true,72.5171424032,false,,,,,
daily,META,2026-08-27,1530,svi,20,1143,,374.6107000000,,true,45.9847810753,false,,,,,
daily,META,2026-08-27,1530,ssvi,20,1143,,5.8165000000,,true,143.3101077533,false,,,,,
daily,META,2026-08-27,1530,essvi,20,1143,,1.8229000000,,true,94.4976900391,false,,,,,
daily,META,2026-08-27,1530,essvi_g05,20,1143,41,31.1297000000,7,true,126.9081233245,false,,,,,
daily,META,2026-08-27,1530,essvi_gfree,20,1143,42,46.1406000000,15,true,98.8045299774,false,,,,,
daily,META,2026-08-27,1530,essvi_sg05,20,1143,,2.0163000000,75,true,162.1898215634,false,,,,,
daily,QQQ,2026-08-14,1530,svi,31,4071,,1209.2993000000,,true,35.0788992788,false,,,,,
daily,QQQ,2026-08-14,1530,ssvi,31,4071,,17.9124000000,,true,182.3443485899,false,,,,,
daily,QQQ,2026-08-14,1530,essvi,31,4071,,4.9589000000,,false,140.0550474341,false,,,,,
daily,QQQ,2026-08-14,1530,essvi_g05,31,4071,63,201.6127000000,9,true,136.9570228988,false,,,,,
daily,QQQ,2026-08-14,1530,essvi_gfree,31,4071,64,198.9915000000,9,true,131.0923563277,false,,,,,
daily,QQQ,2026-08-14,1530,essvi_sg05,31,4071,,6.6024000000,132,true,146.7950762218,false,,,,,
daily,QQQ,2026-08-17,1530,svi,30,3882,,1376.1758000000,,true,39.5069382483,false,,,,,
daily,QQQ,2026-08-17,1530,ssvi,30,3882,,20.0677000000,,true,240.3317813070,false,,,,,
daily,QQQ,2026-08-17,1530,essvi,30,3882,,5.5559000000,,true,107.0672953502,false,,,,,
daily,QQQ,2026-08-17,1530,essvi_g05,30,3882,61,197.8836000000,9,true,107.9827978296,false,,,,,
daily,QQQ,2026-08-17,1530,essvi_gfree,30,3882,62,595.5839000000,29,true,108.4265620119,false,,,,,
daily,QQQ,2026-08-17,1530,essvi_sg05,30,3882,,5.9900000000,135,true,121.0209237359,false,,,,,
daily,QQQ,2026-08-18,1530,svi,30,3809,,1364.5707000000,,true,48.0674191698,false,,,,,
daily,QQQ,2026-08-18,1530,ssvi,30,3809,,15.2930000000,,true,245.6622722886,false,,,,,
daily,QQQ,2026-08-18,1530,essvi,30,3809,,4.7088000000,,true,125.8050765631,false,,,,,
daily,QQQ,2026-08-18,1530,essvi_g05,30,3809,61,167.1206000000,9,true,122.4295668907,true,103.9736000000,6,true,122.4295669749,0.0000002764
daily,QQQ,2026-08-18,1530,essvi_gfree,30,3809,62,185.6925000000,9,true,122.2824198836,true,381.7401000000,19,true,122.2368479766,2474.5758754728
daily,QQQ,2026-08-18,1530,essvi_sg05,30,3809,,4.4859000000,130,true,135.0892887642,false,,,,,
daily,QQQ,2026-08-19,1530,svi,30,3760,,1335.3144000000,,true,42.5680107157,false,,,,,
daily,QQQ,2026-08-19,1530,ssvi,30,3760,,20.7333000000,,true,226.7450380911,false,,,,,
daily,QQQ,2026-08-19,1530,essvi,30,3760,,4.5580000000,,false,112.1184458449,false,,,,,
daily,QQQ,2026-08-19,1530,essvi_g05,30,3760,61,314.6679000000,15,true,113.1940526556,true,104.0053000000,6,true,113.2351030058,13527.7878283603
daily,QQQ,2026-08-19,1530,essvi_gfree,30,3760,62,166.5465000000,10,true,113.5488559416,true,120.0531000000,7,true,113.5488542106,0.0000001873
daily,QQQ,2026-08-19,1530,essvi_sg05,30,3760,,5.6008000000,143,true,125.7341567932,false,,,,,
daily,QQQ,2026-08-20,1530,svi,30,3792,,1370.5167000000,,true,43.3298133521,false,,,,,
daily,QQQ,2026-08-20,1530,ssvi,30,3792,,15.7767000000,,true,216.2748775952,false,,,,,
daily,QQQ,2026-08-20,1530,essvi,30,3792,,4.5987000000,,false,118.9512018526,false,,,,,
daily,QQQ,2026-08-20,1530,essvi_g05,30,3792,61,337.5205000000,15,false,116.0939778568,true,157.8087000000,7,true,115.3498738018,13527.6654208747
daily,QQQ,2026-08-20,1530,essvi_gfree,30,3792,62,187.4371000000,9,true,115.1480937394,true,120.9507000000,6,true,115.1924987931,2.6358068649
daily,QQQ,2026-08-20,1530,essvi_sg05,30,3792,,7.5243000000,132,true,127.2933535308,false,,,,,
daily,QQQ,2026-08-21,1530,svi,29,3714,,1203.1000000000,,true,35.4496444241,false,,,,,
daily,QQQ,2026-08-21,1530,ssvi,29,3714,,14.2844000000,,true,237.7524926534,false,,,,,
daily,QQQ,2026-08-21,1530,essvi,29,3714,,4.3614000000,,true,106.9922757833,false,,,,,
daily,QQQ,2026-08-21,1530,essvi_g05,29,3714,59,225.4329000000,15,true,107.3609191107,false,,,,,
daily,QQQ,2026-08-21,1530,essvi_gfree,29,3714,60,169.7028000000,10,true,107.5157018046,false,,,,,
daily,QQQ,2026-08-21,1530,essvi_sg05,29,3714,,4.3284000000,174,true,121.8670524085,false,,,,,
daily,QQQ,2026-08-24,1538,svi,28,3427,,1272.1186000000,,true,30.5539826690,false,,,,,
daily,QQQ,2026-08-24,1538,ssvi,28,3427,,21.0102000000,,true,263.6449192433,false,,,,,
daily,QQQ,2026-08-24,1538,essvi,28,3427,,4.0195000000,,true,101.6744146246,false,,,,,
daily,QQQ,2026-08-24,1538,essvi_g05,28,3427,57,510.0137000000,28,false,109.0503259828,false,,,,,
daily,QQQ,2026-08-24,1538,essvi_gfree,28,3427,58,157.7262000000,9,true,108.0891722512,false,,,,,
daily,QQQ,2026-08-24,1538,essvi_sg05,28,3427,,6.8329000000,181,false,130.9694896344,false,,,,,
daily,QQQ,2026-08-25,1530,svi,29,3531,,1337.9129000000,,true,27.6399375022,false,,,,,
daily,QQQ,2026-08-25,1530,ssvi,29,3531,,20.2061000000,,true,301.3855794363,false,,,,,
daily,QQQ,2026-08-25,1530,essvi,29,3531,,3.1707000000,,true,101.7268446415,false,,,,,
daily,QQQ,2026-08-25,1530,essvi_g05,29,3531,59,459.8401000000,22,true,117.9599330164,false,,,,,
daily,QQQ,2026-08-25,1530,essvi_gfree,29,3531,60,187.2409000000,10,true,114.6573960504,false,,,,,
daily,QQQ,2026-08-25,1530,essvi_sg05,29,3531,,19.2794000000,171,true,185.7152664287,false,,,,,
daily,QQQ,2026-08-26,1530,svi,29,3512,,1268.5938000000,,true,26.3542773879,false,,,,,
daily,QQQ,2026-08-26,1530,ssvi,29,3512,,19.6805000000,,true,289.8718325018,false,,,,,
daily,QQQ,2026-08-26,1530,essvi,29,3512,,5.7204000000,,true,110.9430698920,false,,,,,
daily,QQQ,2026-08-26,1530,essvi_g05,29,3512,59,105.9219000000,10,true,117.4164894939,true,83.9872000000,6,true,117.2669742962,156.4991090966
daily,QQQ,2026-08-26,1530,essvi_gfree,29,3512,60,325.7518000000,23,true,116.3578846338,true,85.6872000000,7,true,116.3578802794,0.0000004984
daily,QQQ,2026-08-26,1530,essvi_sg05,29,3512,,3.5772000000,192,true,140.0137789962,false,,,,,
daily,QQQ,2026-08-27,1530,svi,30,3537,,950.0206000000,,true,23.9512174823,false,,,,,
daily,QQQ,2026-08-27,1530,ssvi,30,3537,,14.8208000000,,true,222.0008243288,false,,,,,
daily,QQQ,2026-08-27,1530,essvi,30,3537,,4.9375000000,,false,120.0194166310,false,,,,,
daily,QQQ,2026-08-27,1530,essvi_g05,30,3537,61,282.6633000000,21,true,98.0634501569,false,,,,,
daily,QQQ,2026-08-27,1530,essvi_gfree,30,3537,62,331.1040000000,28,true,98.3761243539,false,,,,,
daily,QQQ,2026-08-27,1530,essvi_sg05,30,3537,,5.0016000000,141,true,108.9620189905,false,,,,,
daily,SPY,2026-08-14,1530,svi,32,4815,,1374.3570000000,,true,42.3990344427,false,,,,,
daily,SPY,2026-08-14,1530,ssvi,32,4815,,16.3487000000,,true,214.4627815506,false,,,,,
daily,SPY,2026-08-14,1530,essvi,32,4815,,3.3581000000,,true,112.7296474723,false,,,,,
daily,SPY,2026-08-14,1530,essvi_g05,32,4815,65,916.6508000000,32,true,112.5234353546,false,,,,,
daily,SPY,2026-08-14,1530,essvi_gfree,32,4815,66,258.6362000000,9,true,105.4205802620,false,,,,,
daily,SPY,2026-08-14,1530,essvi_sg05,32,4815,,7.3064000000,145,true,121.6771593261,false,,,,,
daily,SPY,2026-08-17,1530,svi,31,4587,,1410.2390000000,,true,43.3841946043,false,,,,,
daily,SPY,2026-08-17,1530,ssvi,31,4587,,32.3639000000,,true,239.9935386547,false,,,,,
daily,SPY,2026-08-17,1530,essvi,31,4587,,5.5931000000,,false,110.0945606871,false,,,,,
daily,SPY,2026-08-17,1530,essvi_g05,31,4587,63,248.6862000000,10,true,111.2497945868,false,,,,,
daily,SPY,2026-08-17,1530,essvi_gfree,31,4587,64,313.0257000000,9,true,107.1996792789,false,,,,,
daily,SPY,2026-08-17,1530,essvi_sg05,31,4587,,7.0050000000,149,true,121.6223047967,false,,,,,
daily,SPY,2026-08-18,1530,svi,31,4584,,1532.8096000000,,true,45.9806406738,false,,,,,
daily,SPY,2026-08-18,1530,ssvi,31,4584,,24.4012000000,,true,254.3389067279,false,,,,,
daily,SPY,2026-08-18,1530,essvi,31,4584,,7.5197000000,,true,112.5685692795,false,,,,,
daily,SPY,2026-08-18,1530,essvi_g05,31,4584,63,975.6412000000,35,true,113.9283347028,true,189.4991000000,7,true,114.0458764846,14460.6325146619
daily,SPY,2026-08-18,1530,essvi_gfree,31,4584,64,328.3324000000,11,true,110.9817398642,true,142.0546000000,5,true,110.9817398642,0.0000000242
daily,SPY,2026-08-18,1530,essvi_sg05,31,4584,,6.8577000000,142,false,125.3157741452,false,,,,,
daily,SPY,2026-08-19,1530,svi,31,4471,,1509.0738000000,,true,45.7812526292,false,,,,,
daily,SPY,2026-08-19,1530,ssvi,31,4471,,20.9717000000,,true,244.2361503538,false,,,,,
daily,SPY,2026-08-19,1530,essvi,31,4471,,5.3149000000,,true,115.2873181678,false,,,,,
daily,SPY,2026-08-19,1530,essvi_g05,31,4471,63,711.7163000000,30,true,115.6630833635,true,261.4019000000,7,false,115.7005369268,14170.0052919607
daily,SPY,2026-08-19,1530,essvi_gfree,31,4471,64,207.4248000000,9,true,110.7620825223,true,121.6697000000,6,true,110.7103234110,1.8244531409
daily,SPY,2026-08-19,1530,essvi_sg05,31,4471,,4.4156000000,134,true,126.0074744057,false,,,,,
daily,SPY,2026-08-20,1530,svi,31,4511,,1536.4579000000,,true,49.0495679306,false,,,,,
daily,SPY,2026-08-20,1530,ssvi,31,4511,,25.4243000000,,true,267.4554895308,false,,,,,
daily,SPY,2026-08-20,1530,essvi,31,4511,,6.4095000000,,false,118.0301011024,false,,,,,
daily,SPY,2026-08-20,1530,essvi_g05,31,4511,63,5226.0020000000,200,false,117.7956744457,true,579.7179000000,23,true,118.1971161299,17188.2546408415
daily,SPY,2026-08-20,1530,essvi_gfree,31,4511,64,711.5336000000,27,true,115.2954606916,true,487.1379000000,20,false,115.2954609267,27565.2893157472
daily,SPY,2026-08-20,1530,essvi_sg05,31,4511,,6.8417000000,157,true,140.1551216543,false,,,,,
daily,SPY,2026-08-21,1530,svi,30,4435,,1448.0755000000,,true,50.9572011447,false,,,,,
daily,SPY,2026-08-21,1530,ssvi,30,4435,,24.2330000000,,true,250.9346366581,false,,,,,
daily,SPY,2026-08-21,1530,essvi,30,4435,,6.5563000000,,true,125.4161094313,false,,,,,
daily,SPY,2026-08-21,1530,essvi_g05,30,4435,61,357.9895000000,14,true,124.3353454030,false,,,,,
daily,SPY,2026-08-21,1530,essvi_gfree,30,4435,62,524.9116000000,20,true,119.3321455582,false,,,,,
daily,SPY,2026-08-21,1530,essvi_sg05,30,4435,,6.1046000000,155,false,135.6359901121,false,,,,,
daily,SPY,2026-08-24,1538,svi,29,4172,,1202.8496000000,,true,48.3293688415,false,,,,,
daily,SPY,2026-08-24,1538,ssvi,29,4172,,20.9305000000,,true,284.5704759460,false,,,,,
daily,SPY,2026-08-24,1538,essvi,29,4172,,5.1973000000,,false,118.6063612726,false,,,,,
daily,SPY,2026-08-24,1538,essvi_g05,29,4172,59,1262.3858000000,57,true,124.5955862830,false,,,,,
daily,SPY,2026-08-24,1538,essvi_gfree,29,4172,60,729.5854000000,33,true,124.0010436753,false,,,,,
daily,SPY,2026-08-24,1538,essvi_sg05,29,4172,,5.9149000000,167,true,172.0528834632,false,,,,,
daily,SPY,2026-08-25,1530,svi,29,4182,,1281.1694000000,,true,46.7076734156,false,,,,,
daily,SPY,2026-08-25,1530,ssvi,29,4182,,15.7840000000,,true,274.7388527811,false,,,,,
daily,SPY,2026-08-25,1530,essvi,29,4182,,3.4588000000,,false,118.2102375208,false,,,,,
daily,SPY,2026-08-25,1530,essvi_g05,29,4182,59,179.3120000000,14,true,124.3361248384,true,328.0359000000,24,true,124.5443551583,2856.4041310080
daily,SPY,2026-08-25,1530,essvi_gfree,29,4182,60,391.8359000000,29,false,129.4948850150,true,3010.7581000000,200,false,124.5083825370,9342.0260119825
daily,SPY,2026-08-25,1530,essvi_sg05,29,4182,,7.3681000000,168,true,179.4347144970,false,,,,,
daily,SPY,2026-08-26,1530,svi,29,4227,,918.1653000000,,true,49.9419539431,false,,,,,
daily,SPY,2026-08-26,1530,ssvi,29,4227,,13.6212000000,,true,273.2967106361,false,,,,,
daily,SPY,2026-08-26,1530,essvi,29,4227,,5.8840000000,,false,119.8976055647,false,,,,,
daily,SPY,2026-08-26,1530,essvi_g05,29,4227,59,300.1212000000,22,true,129.8783037391,true,152.0368000000,9,true,129.8214525880,101.5416803587
daily,SPY,2026-08-26,1530,essvi_gfree,29,4227,60,417.4007000000,28,false,135.9175012554,true,297.7225000000,23,true,136.2273937196,123.0252693811
daily,SPY,2026-08-26,1530,essvi_sg05,29,4227,,4.3221000000,223,false,152.0654067443,false,,,,,
daily,SPY,2026-08-27,1530,svi,30,4289,,848.2299000000,,true,47.8612761269,false,,,,,
daily,SPY,2026-08-27,1530,ssvi,30,4289,,14.5213000000,,true,243.7064929860,false,,,,,
daily,SPY,2026-08-27,1530,essvi,30,4289,,3.5456000000,,true,129.5057314948,false,,,,,
daily,SPY,2026-08-27,1530,essvi_g05,30,4289,61,1176.7104000000,92,true,132.1513298466,false,,,,,
daily,SPY,2026-08-27,1530,essvi_gfree,30,4289,62,392.1570000000,25,false,130.0281072921,false,,,,,
daily,SPY,2026-08-27,1530,essvi_sg05,30,4289,,4.2932000000,162,true,157.2558867390,false,,,,,
daily,TSLA,2026-08-14,1530,svi,21,1155,,660.7149000000,,true,126.0694835529,false,,,,,
daily,TSLA,2026-08-14,1530,ssvi,21,1155,,6.3042000000,,true,266.2948433361,false,,,,,
daily,TSLA,2026-08-14,1530,essvi,21,1155,,1.8587000000,,false,187.9231732708,false,,,,,
daily,TSLA,2026-08-14,1530,essvi_g05,21,1155,43,25.0976000000,8,true,199.4701749897,false,,,,,
daily,TSLA,2026-08-14,1530,essvi_gfree,21,1155,44,31.2738000000,10,true,171.3142776561,false,,,,,
daily,TSLA,2026-08-14,1530,essvi_sg05,21,1155,,1.9276000000,101,true,352.9345849699,false,,,,,
daily,TSLA,2026-08-17,1530,svi,21,1140,,699.0272000000,,true,156.4542122005,false,,,,,
daily,TSLA,2026-08-17,1530,ssvi,21,1140,,4.1740000000,,true,272.6798215051,false,,,,,
daily,TSLA,2026-08-17,1530,essvi,21,1140,,2.1113000000,,true,224.6579110880,false,,,,,
daily,TSLA,2026-08-17,1530,essvi_g05,21,1140,43,24.9481000000,8,true,229.2927798786,true,21.5730000000,6,true,229.2927798703,0.0000000164
daily,TSLA,2026-08-17,1530,essvi_gfree,21,1140,44,29.2984000000,9,true,200.6369993870,true,16.7362000000,6,true,200.6369984884,0.0000003282
daily,TSLA,2026-08-17,1530,essvi_sg05,21,1140,,2.0331000000,92,true,385.8470601475,false,,,,,
daily,TSLA,2026-08-18,1530,svi,22,1175,,803.2298000000,,true,140.8829119494,false,,,,,
daily,TSLA,2026-08-18,1530,ssvi,22,1175,,8.4900000000,,true,294.5334989385,false,,,,,
daily,TSLA,2026-08-18,1530,essvi,22,1175,,2.1863000000,,false,218.4469518399,false,,,,,
daily,TSLA,2026-08-18,1530,essvi_g05,22,1175,45,33.6893000000,8,true,228.9912939930,false,,,,,
daily,TSLA,2026-08-18,1530,essvi_gfree,22,1175,46,33.7963000000,9,true,223.9108741021,false,,,,,
daily,TSLA,2026-08-18,1530,essvi_sg05,22,1175,,2.1689000000,95,true,374.4846677895,false,,,,,
daily,TSLA,2026-08-19,1530,svi,21,1196,,625.4257000000,,true,158.4113148172,false,,,,,
daily,TSLA,2026-08-19,1530,ssvi,21,1196,,8.9441000000,,true,311.6909142166,false,,,,,
daily,TSLA,2026-08-19,1530,essvi,21,1196,,2.2629000000,,true,248.1904838141,false,,,,,
daily,TSLA,2026-08-19,1530,essvi_g05,21,1196,43,30.3767000000,8,true,252.9372904150,false,,,,,
daily,TSLA,2026-08-19,1530,essvi_gfree,21,1196,44,26.1175000000,9,true,221.7414019876,false,,,,,
daily,TSLA,2026-08-19,1530,essvi_sg05,21,1196,,2.4651000000,95,true,409.1895513457,false,,,,,
daily,TSLA,2026-08-20,1530,svi,21,1191,,661.5462000000,,true,143.8972795157,false,,,,,
daily,TSLA,2026-08-20,1530,ssvi,21,1191,,7.0804000000,,true,270.3548108121,false,,,,,
daily,TSLA,2026-08-20,1530,essvi,21,1191,,2.1643000000,,false,217.2442052585,false,,,,,
daily,TSLA,2026-08-20,1530,essvi_g05,21,1191,43,25.3710000000,8,true,213.8203985126,true,28.5017000000,7,true,213.8203985587,0.0000000368
daily,TSLA,2026-08-20,1530,essvi_gfree,21,1191,44,32.8753000000,9,true,197.8286034581,true,28.8224000000,8,true,197.8286031669,0.0000000457
daily,TSLA,2026-08-20,1530,essvi_sg05,21,1191,,2.6536000000,94,false,325.0020306438,false,,,,,
daily,TSLA,2026-08-21,1530,svi,20,1208,,679.7339000000,,true,145.1787310059,false,,,,,
daily,TSLA,2026-08-21,1530,ssvi,20,1208,,6.9415000000,,true,268.0891830440,false,,,,,
daily,TSLA,2026-08-21,1530,essvi,20,1208,,1.4451000000,,false,217.1878978218,false,,,,,
daily,TSLA,2026-08-21,1530,essvi_g05,20,1208,41,30.0128000000,8,true,216.2226123670,false,,,,,
daily,TSLA,2026-08-21,1530,essvi_gfree,20,1208,42,27.7274000000,9,true,192.1308109526,false,,,,,
daily,TSLA,2026-08-21,1530,essvi_sg05,20,1208,,2.4004000000,98,true,359.2690744046,false,,,,,
daily,TSLA,2026-08-24,1538,svi,19,1108,,611.9522000000,,true,140.6865227463,false,,,,,
daily,TSLA,2026-08-24,1538,ssvi,19,1108,,5.6809000000,,true,281.9416151087,false,,,,,
daily,TSLA,2026-08-24,1538,essvi,19,1108,,2.1347000000,,false,219.2180084495,false,,,,,
daily,TSLA,2026-08-24,1538,essvi_g05,19,1108,39,17.4608000000,6,true,216.6096160208,false,,,,,
daily,TSLA,2026-08-24,1538,essvi_gfree,19,1108,40,17.9817000000,7,true,204.1026376129,false,,,,,
daily,TSLA,2026-08-24,1538,essvi_sg05,19,1108,,2.4034000000,86,true,343.9495200559,false,,,,,
daily,TSLA,2026-08-25,1530,svi,20,1120,,828.9084000000,,true,138.4415447792,false,,,,,
daily,TSLA,2026-08-25,1530,ssvi,20,1120,,7.2766000000,,true,273.6260545746,false,,,,,
daily,TSLA,2026-08-25,1530,essvi,20,1120,,3.8901000000,,false,205.1074050090,false,,,,,
daily,TSLA,2026-08-25,1530,essvi_g05,20,1120,41,21.3581000000,7,true,203.3923360718,false,,,,,
daily,TSLA,2026-08-25,1530,essvi_gfree,20,1120,42,29.2771000000,8,true,202.5227671049,false,,,,,
daily,TSLA,2026-08-25,1530,essvi_sg05,20,1120,,2.0155000000,85,true,281.5661163964,false,,,,,
daily,TSLA,2026-08-26,1530,svi,19,1051,,648.7902000000,,true,112.2195896249,false,,,,,
daily,TSLA,2026-08-26,1530,ssvi,19,1051,,6.1666000000,,true,223.7425765409,false,,,,,
daily,TSLA,2026-08-26,1530,essvi,19,1051,,2.0337000000,,false,183.2488308423,false,,,,,
daily,TSLA,2026-08-26,1530,essvi_g05,19,1051,39,18.4768000000,7,true,178.7548925981,false,,,,,
daily,TSLA,2026-08-26,1530,essvi_gfree,19,1051,40,23.3132000000,8,true,169.9856659613,false,,,,,
daily,TSLA,2026-08-26,1530,essvi_sg05,19,1051,,2.0715000000,75,true,246.4050049722,false,,,,,
daily,TSLA,2026-08-27,1530,svi,20,1087,,626.8714000000,,true,101.0880630576,false,,,,,
daily,TSLA,2026-08-27,1530,ssvi,20,1087,,6.5720000000,,true,226.2524221684,false,,,,,
daily,TSLA,2026-08-27,1530,essvi,20,1087,,2.0290000000,,true,154.3401962714,false,,,,,
daily,TSLA,2026-08-27,1530,essvi_g05,20,1087,41,21.9638000000,7,true,160.5179475555,false,,,,,
daily,TSLA,2026-08-27,1530,essvi_gfree,20,1087,42,26.5791000000,9,true,162.5530119253,false,,,,,
daily,TSLA,2026-08-27,1530,essvi_sg05,20,1087,,1.9193000000,76,true,210.2542315774,false,,,,,
