slice,ticker,date,time,model,status,status_detail,slice_index,expiry_date,tenor_years,forward,n_quotes_raw,n_quotes_used,fit_rmse_vol_bp,fit_max_err_bp,lib_rmse_vol_bp,fit_vol_min,fit_vol_max,pillar_vol_min,pillar_vol_max,converged,min_butterfly_g,k_lo,k_hi,n_slices_fitted,n_slices_skipped,self_validates,svi_a,svi_b,svi_rho,svi_m,svi_sigma,ssvi_rho,ssvi_eta,ssvi_gamma,ssvi_theta,ssvi_phi,essvi_theta,essvi_psi,essvi_rho,essvi_eta,essvi_gamma,essvi_tube_clamped
daily,META,2026-08-19,1530,essvi,ok,,14,2027-01-15,0.4082191781,560.3552874616,298,56,8.0057275825,24.4658399295,8.0057275825,0.3993517564,0.4440168561,0.3990034722,0.4460742325,true,0.7210898276,-0.4996254068,0.4626504383,21,0,true,,,,,,,,,,,0.0651033253,0.1401581275,-0.0020702497,,,
daily,META,2026-08-19,1530,essvi,ok,,15,2027-02-19,0.5041095890,563.2912321795,220,57,5.0984906883,21.1842313297,5.0984906883,0.4142747362,0.4516664804,0.4135750219,0.4537849035,true,0.7693899731,-0.5048511631,0.4685979826,21,0,true,,,,,,,,,,,0.0865229741,0.1588321294,-0.0085673770,,,
daily,META,2026-08-19,1530,essvi,ok,,16,2027-03-19,0.5808219178,565.2171047545,292,77,4.6438190045,12.5029691869,4.6438190045,0.4106985477,0.4463419926,0.4100414500,0.4460829862,true,0.7811877156,-0.5082642959,0.4651848498,21,0,true,,,,,,,,,,,0.0979906623,0.1715863742,-0.0148188433,,,
daily,META,2026-08-19,1530,essvi,ok,,17,2027-06-17,0.8273972603,571.6105163113,186,36,3.6670836045,9.2598333499,3.6670836045,0.4154831650,0.4401554368,0.4152949057,0.4409414209,true,0.8531600286,-0.4905246894,0.4539369194,21,0,true,,,,,,,,,,,0.1428613777,0.2056534082,-0.0155499862,,,
daily,META,2026-08-19,1530,essvi,ok,,18,2027-09-17,1.0794520548,578.2373430234,306,58,7.0823744181,16.1149680040,7.0823744181,0.4174262003,0.4391590817,0.4173658516,0.4386561045,true,0.8782033176,-0.5020512580,0.4643892576,21,0,true,,,,,,,,,,,0.1881387815,0.2438821856,-0.0167177939,,,
daily,META,2026-08-19,1530,essvi,ok,,19,2027-12-17,1.3287671233,584.4553218063,316,58,6.4646971949,13.0109763781,6.4646971949,0.4208142999,0.4364683115,0.4203276003,0.4364842033,true,0.9226114576,-0.4845763082,0.4645042465,21,0,true,,,,,,,,,,,0.2353348680,0.2650368217,-0.0117851552,,,
daily,META,2026-08-19,1530,essvi,ok,,20,2028-01-21,1.4246575342,586.8190360657,290,58,5.9327684473,13.2599511989,5.9327684473,0.4201123838,0.4344447432,0.4190371588,0.4353970263,true,0.9311551524,-0.4886124548,0.4604680999,21,0,true,,,,,,,,,,,0.2514655756,0.2699082089,-0.0095428004,,,
daily,META,2026-08-19,1530,essvi_g05,ok,,0,2026-08-21,0.0054794521,550.8999237229,396,33,437.4957925509,1635.2314850054,437.4957925509,0.4214028767,0.6948074271,0.3951422246,0.8583305756,true,0.3858040761,-0.1171477749,0.1654191969,21,0,true,,,,,,,,,,,0.0009914538,0.0214279321,0.1379460305,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,1,2026-08-24,0.0136986301,551.0503236399,268,36,138.9504730063,667.2387598068,138.9504730063,0.3143285985,0.4761320449,0.3162400703,0.5428559209,true,0.4145670743,-0.1171477749,0.1654191969,21,0,true,,,,,,,,,,,0.0013635182,0.0251242900,0.0871137709,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,2,2026-08-26,0.0191780822,551.4065199079,212,30,35.2483732094,82.0755762498,35.2483732094,0.3365288572,0.4630647561,0.3418200588,0.4587969912,true,0.4650134941,-0.0978642244,0.1654191969,21,0,true,,,,,,,,,,,0.0021753263,0.0317211960,0.0509762833,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,3,2026-08-28,0.0246575342,551.3703960809,346,44,116.7649109745,628.2919521636,116.7649109745,0.3528079170,0.5266679655,0.3572895893,0.5894971607,true,0.4223646586,-0.1180014174,0.2386735265,21,0,true,,,,,,,,,,,0.0030922985,0.0378032783,0.0880674998,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,4,2026-08-31,0.0328767123,551.5308588991,232,42,87.3089562785,416.7830844741,87.3089562785,0.3316961445,0.4688412082,0.3335353615,0.5105195166,true,0.4427573205,-0.0980896932,0.2386735265,21,0,true,,,,,,,,,,,0.0036206061,0.0408945145,0.0321572190,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,5,2026-09-02,0.0383561644,551.7648174409,224,37,50.8649746180,234.8777059617,50.8649746180,0.3419650234,0.4639261085,0.3437106413,0.4726492298,true,0.4679992759,-0.0885634709,0.2386735265,21,0,true,,,,,,,,,,,0.0044868395,0.0455048140,0.0181832560,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,6,2026-09-04,0.0438356164,552.0252491266,344,46,50.2273673149,217.9560361234,50.2273673149,0.3492147437,0.4639184741,0.3542663862,0.4421228705,true,0.4878330596,-0.1398076825,0.2386735265,21,0,true,,,,,,,,,,,0.0053498466,0.0496673811,0.0307260227,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,7,2026-09-11,0.0630136986,552.5430515734,316,44,40.9894238836,70.7602970029,40.9894238836,0.3400909688,0.4094856656,0.3448814340,0.4127988045,true,0.5884316316,-0.2052837690,0.1927463606,21,0,true,,,,,,,,,,,0.0072935974,0.0579364738,0.0290477554,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,8,2026-09-18,0.0821917808,552.5439600111,414,67,89.3496841576,379.5806221227,89.3496841576,0.3455113906,0.4809982730,0.3484890055,0.5189563352,true,0.4552986373,-0.3230684487,0.3700787318,21,0,true,,,,,,,,,,,0.0098301630,0.0671761940,0.0432614781,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,9,2026-09-25,0.1013698630,553.0188612988,316,57,61.2569371044,166.7080805494,61.2569371044,0.3475386440,0.4585272624,0.3537085369,0.4672944073,true,0.4862658348,-0.3230684487,0.3700787318,21,0,true,,,,,,,,,,,0.0122416808,0.0748751354,0.0023252303,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,10,2026-10-02,0.1205479452,553.4939205199,316,57,51.9010386880,214.4029143854,51.9010386880,0.3502937307,0.4499543820,0.3559308102,0.4285140905,true,0.5111367790,-0.2294760415,0.3700787318,21,0,true,,,,,,,,,,,0.0147900666,0.0821970375,0.0045216412,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,11,2026-10-16,0.1589041096,554.3892017789,314,87,35.1952863514,67.1180889984,35.1952863514,0.3554218972,0.4571622280,0.3607360901,0.4596935307,true,0.5127172062,-0.3517202313,0.4273693791,21,0,true,,,,,,,,,,,0.0200773332,0.0955202979,0.0144789817,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,12,2026-11-20,0.2547945205,556.8244177205,386,104,53.2532743157,102.9438740858,53.2532743157,0.4058609247,0.4818442585,0.4127406812,0.4770838891,true,0.6039768790,-0.4643168072,0.4689715010,21,0,true,,,,,,,,,,,0.0419690940,0.1366458926,-0.0027668433,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,13,2026-12-18,0.3315068493,558.3895994936,372,85,46.1647143918,93.7327352008,46.1647143918,0.3973256268,0.4669541711,0.4027071398,0.4590021690,true,0.6222496540,-0.4961113081,0.4661645370,21,0,true,,,,,,,,,,,0.0523351744,0.1518374838,-0.0042977815,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,14,2027-01-15,0.4082191781,560.3552874616,298,56,43.3632857963,76.9285105494,43.3632857963,0.3933210110,0.4537670835,0.3990034722,0.4460742325,true,0.6540730462,-0.4996254068,0.4626504383,21,0,true,,,,,,,,,,,0.0631514592,0.1659408571,-0.0055346490,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,15,2027-02-19,0.5041095890,563.2912321795,220,57,40.9975414572,84.1768341779,40.9975414572,0.4093292126,0.4608651988,0.4135750219,0.4537849035,true,0.7041292969,-0.5048511631,0.4685979826,21,0,true,,,,,,,,,,,0.0844748190,0.1900260331,-0.0115713125,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,16,2027-03-19,0.5808219178,565.2171047545,292,77,32.4295792596,84.2157228925,32.4295792596,0.4074457298,0.4545045585,0.4100414500,0.4460829862,true,0.7261007602,-0.5082642959,0.4651848498,21,0,true,,,,,,,,,,,0.0964460831,0.2019332620,-0.0155219683,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,17,2027-06-17,0.8273972603,571.6105163113,186,36,21.5481898367,36.2423474971,21.5481898367,0.4126297553,0.4443439368,0.4152949057,0.4409414209,true,0.8132719638,-0.4905246894,0.4539369194,21,0,true,,,,,,,,,,,0.1408951252,0.2392678379,-0.0118437846,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,18,2027-09-17,1.0794520548,578.2373430234,306,58,16.9151397953,39.1830275151,16.9151397953,0.4164130946,0.4425744073,0.4173658516,0.4386561045,true,0.8544679734,-0.5020512580,0.4643892576,21,0,true,,,,,,,,,,,0.1872342713,0.2703856655,-0.0178175294,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,19,2027-12-17,1.3287671233,584.4553218063,316,58,14.0016858578,28.6017805287,14.0016858578,0.4198912619,0.4392940140,0.4203276003,0.4364842033,true,0.9033698860,-0.4845763082,0.4645042465,21,0,true,,,,,,,,,,,0.2343150142,0.2966513006,-0.0136821768,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_g05,ok,,20,2028-01-21,1.4246575342,586.8190360657,290,58,12.0261447463,27.0728212805,12.0261447463,0.4189741647,0.4369532003,0.4190371588,0.4353970263,true,0.9123977505,-0.4886124548,0.4604680999,21,0,true,,,,,,,,,,,0.2501081853,0.3045435156,-0.0104170642,0.6808621686,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,0,2026-08-21,0.0054794521,550.8999237229,396,33,306.6330320277,1297.1368291853,306.6330320277,0.3921415908,0.7286168927,0.3951422246,0.8583305756,true,0.3353637297,-0.1171477749,0.1654191969,21,0,true,,,,,,,,,,,0.0008462253,0.0265329740,0.0962593894,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,1,2026-08-24,0.0136986301,551.0503236399,268,36,169.7144331265,449.3397572300,169.7144331265,0.3039786704,0.4979219451,0.3162400703,0.5428559209,true,0.3680991954,-0.1171477749,0.1654191969,21,0,true,,,,,,,,,,,0.0012675693,0.0308652758,0.0417422499,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,2,2026-08-26,0.0191780822,551.4065199079,212,30,85.1869990589,198.7046918141,85.1869990589,0.3291908686,0.4786674604,0.3418200588,0.4587969912,true,0.4208983250,-0.0978642244,0.1654191969,21,0,true,,,,,,,,,,,0.0020797731,0.0371460913,0.0273094114,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,3,2026-08-28,0.0246575342,551.3703960809,346,44,109.5632867892,501.9961651011,109.5632867892,0.3468306702,0.5392975442,0.3572895893,0.5894971607,true,0.3944956269,-0.1180014174,0.2386735265,21,0,true,,,,,,,,,,,0.0029761725,0.0424702838,0.0618641764,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,4,2026-08-31,0.0328767123,551.5308588991,232,42,94.1519588117,331.6219100541,94.1519588117,0.3294105273,0.4773573256,0.3335353615,0.5105195166,true,0.4194605127,-0.0980896932,0.2386735265,21,0,true,,,,,,,,,,,0.0035670553,0.0454421994,-0.0000837182,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,5,2026-09-02,0.0383561644,551.7648174409,224,37,66.2103545490,284.8430914531,66.2103545490,0.3403905490,0.4712037057,0.3437106413,0.4726492298,true,0.4480784226,-0.0885634709,0.2386735265,21,0,true,,,,,,,,,,,0.0044439017,0.0493268183,0.0003116990,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,6,2026-09-04,0.0438356164,552.0252491266,344,46,66.3787170525,270.6394907607,66.3787170525,0.3469764252,0.4691868196,0.3542663862,0.4421228705,true,0.4705998860,-0.1398076825,0.2386735265,21,0,true,,,,,,,,,,,0.0052801545,0.0526023665,0.0229580692,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,7,2026-09-11,0.0630136986,552.5430515734,316,44,46.7934667581,79.9671178368,46.7934667581,0.3391460090,0.4108130785,0.3448814340,0.4127988045,true,0.5793182196,-0.2052837690,0.1927463606,21,0,true,,,,,,,,,,,0.0072529964,0.0592031838,0.0283057760,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,8,2026-09-18,0.0821917808,552.5439600111,414,67,91.7509942850,389.9887836728,91.7509942850,0.3460900991,0.4799574568,0.3484890055,0.5189563352,true,0.4587386333,-0.3230684487,0.3700787318,21,0,true,,,,,,,,,,,0.0098652551,0.0663710573,0.0455444717,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,9,2026-09-25,0.1013698630,553.0188612988,316,57,50.1885633694,149.3135596950,50.1885633694,0.3492612157,0.4557221096,0.3537085369,0.4672944073,true,0.4979755909,-0.3230684487,0.3700787318,21,0,true,,,,,,,,,,,0.0123655058,0.0721663549,0.0081518722,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,10,2026-10-02,0.1205479452,553.4939205199,316,57,35.8859438904,166.5108710090,35.8859438904,0.3525825505,0.4451651776,0.3559308102,0.4285140905,true,0.5308968619,-0.2294760415,0.3700787318,21,0,true,,,,,,,,,,,0.0149869470,0.0774820387,0.0104158303,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,11,2026-10-16,0.1589041096,554.3892017789,314,87,31.2198988827,125.4774573514,31.2198988827,0.3600624609,0.4514359843,0.3607360901,0.4596935307,true,0.5444731919,-0.3517202313,0.4273693791,21,0,true,,,,,,,,,,,0.0206170153,0.0871365154,0.0287270509,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,12,2026-11-20,0.2547945205,556.8244177205,386,104,14.0292866327,71.2587998751,14.0292866327,0.4130219976,0.4729925441,0.4127406812,0.4770838891,true,0.6689514922,-0.4643168072,0.4689715010,21,0,true,,,,,,,,,,,0.0434777002,0.1142905558,0.0173449003,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,13,2026-12-18,0.3315068493,558.3895994936,372,85,15.3794733317,72.6578627933,15.3794733317,0.4044526365,0.4517363827,0.4027071398,0.4590021690,true,0.7058200392,-0.4961113081,0.4661645370,21,0,true,,,,,,,,,,,0.0542273356,0.1236786393,0.0079921511,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,14,2027-01-15,0.4082191781,560.3552874616,298,56,17.3950848431,53.7736142086,17.3950848431,0.4006373917,0.4407481401,0.3990034722,0.4460742325,true,0.7421733805,-0.4996254068,0.4626504383,21,0,true,,,,,,,,,,,0.0655233441,0.1322365657,-0.0002365397,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,15,2027-02-19,0.5041095890,563.2912321795,220,57,15.6436171492,55.9089774765,15.6436171492,0.4160942809,0.4481940058,0.4135750219,0.4537849035,true,0.7963859306,-0.5048511631,0.4685979826,21,0,true,,,,,,,,,,,0.0872829833,0.1461246163,-0.0074098349,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,16,2027-03-19,0.5808219178,565.2171047545,292,77,17.1295276829,49.8674218520,17.1295276829,0.4126986246,0.4418516030,0.4100414500,0.4460829862,true,0.8158979071,-0.5082642959,0.4651848498,21,0,true,,,,,,,,,,,0.0989487664,0.1525457660,-0.0154334910,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,17,2027-06-17,0.8273972603,571.6105163113,186,36,19.5234301586,44.8942460943,19.5234301586,0.4177582901,0.4364519963,0.4152949057,0.4409414209,true,0.8885315749,-0.4905246894,0.4539369194,21,0,true,,,,,,,,,,,0.1444479744,0.1731253238,-0.0203568465,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,18,2027-09-17,1.0794520548,578.2373430234,306,58,17.8914768645,43.6894376602,17.8914768645,0.4203277742,0.4343746805,0.4173658516,0.4386561045,true,0.9217450285,-0.5020512580,0.4643892576,21,0,true,,,,,,,,,,,0.1907815357,0.1893103228,-0.0190121307,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,19,2027-12-17,1.3287671233,584.4553218063,316,58,15.4207491768,40.7428400921,15.4207491768,0.4230501049,0.4325681222,0.4203276003,0.4364842033,true,0.9541850563,-0.4845763082,0.4645042465,21,0,true,,,,,,,,,,,0.2378409663,0.2026487414,-0.0111682189,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_gfree,ok,,20,2028-01-21,1.4246575342,586.8190360657,290,58,16.4869777041,47.8528490964,16.4869777041,0.4219424547,0.4306117413,0.4190371588,0.4353970263,true,0.9595940071,-0.4886124548,0.4604680999,21,0,true,,,,,,,,,,,0.2536581741,0.2066117036,-0.0085869628,0.3759790103,0.6253100765,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,0,2026-08-21,0.0054794521,550.8999237229,396,33,604.3483707194,2001.3728533436,604.3483707194,0.3906962526,0.6581932903,0.3951422246,0.8583305756,true,0.3954945428,-0.1171477749,0.1654191969,21,0,true,,,,,,,,,,,0.0008796516,0.0175765833,0.2228994254,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,1,2026-08-24,0.0136986301,551.0503236399,268,36,153.3903289258,785.9793945274,153.3903289258,0.3173380202,0.4642579814,0.3162400703,0.5428559209,true,0.4429918007,-0.1171477749,0.1654191969,21,0,true,,,,,,,,,,,0.0013988582,0.0221591620,0.1177946146,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,2,2026-08-26,0.0191780822,551.4065199079,212,30,41.6118298419,72.4580461917,41.6118298419,0.3432667952,0.4530390387,0.3418200588,0.4587969912,true,0.5039887255,-0.0978642244,0.1654191969,21,0,true,,,,,,,,,,,0.0022683498,0.0282054504,0.0622821475,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,3,2026-08-28,0.0246575342,551.3703960809,346,44,141.3304566995,748.8563651169,141.3304566995,0.3566779684,0.5146115242,0.3572895893,0.5894971607,true,0.4520056353,-0.1180014174,0.2386735265,21,0,true,,,,,,,,,,,0.0031819128,0.0333906083,0.1193393829,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,4,2026-08-31,0.0328767123,551.5308588991,232,42,96.9052534465,509.7146534028,96.9052534465,0.3366603850,0.4595480513,0.3335353615,0.5105195166,true,0.4759135162,-0.0980896932,0.2386735265,21,0,true,,,,,,,,,,,0.0037401000,0.0361910353,0.0609343511,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,5,2026-09-02,0.0383561644,551.7648174409,224,37,43.7311405152,190.0520501878,43.7311405152,0.3449269730,0.4536440248,0.3437106413,0.4726492298,true,0.5024221331,-0.0885634709,0.2386735265,21,0,true,,,,,,,,,,,0.0045728327,0.0400011043,0.0460714246,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,6,2026-09-04,0.0438356164,552.0252491266,344,46,35.5098392951,147.1605517419,35.5098392951,0.3551687278,0.4538772523,0.3542663862,0.4421228705,true,0.5286389234,-0.1398076825,0.2386735265,21,0,true,,,,,,,,,,,0.0055390746,0.0440036975,0.0421822842,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,7,2026-09-11,0.0630136986,552.5430515734,316,44,32.7813049128,96.2887727900,32.7813049128,0.3456963303,0.4031699272,0.3448814340,0.4127988045,true,0.6412574376,-0.2052837690,0.1927463606,21,0,true,,,,,,,,,,,0.0075371153,0.0512793004,0.0327432508,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,8,2026-09-18,0.0821917808,552.5439600111,414,67,125.9774672698,491.7947069066,125.9774672698,0.3483434347,0.4697768645,0.3484890055,0.5189563352,true,0.4882679501,-0.3230684487,0.3700787318,21,0,true,,,,,,,,,,,0.0100244910,0.0590656856,0.0714863338,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,9,2026-09-25,0.1013698630,553.0188612988,316,57,39.1740204662,171.6456941547,39.1740204662,0.3543985370,0.4501298379,0.3537085369,0.4672944073,true,0.5273701706,-0.3230684487,0.3700787318,21,0,true,,,,,,,,,,,0.0127357450,0.0664866032,0.0177507197,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,10,2026-10-02,0.1205479452,553.4939205199,316,57,28.3938182004,124.3197443428,28.3938182004,0.3564782298,0.4409460650,0.3559308102,0.4285140905,true,0.5551197683,-0.2294760415,0.3700787318,21,0,true,,,,,,,,,,,0.0153216887,0.0728318805,0.0137053888,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,11,2026-10-16,0.1589041096,554.3892017789,314,87,38.1238869196,160.8172935584,38.1238869196,0.3606492347,0.4493932869,0.3607360901,0.4596935307,true,0.5537587112,-0.3517202313,0.4273693791,21,0,true,,,,,,,,,,,0.0206939501,0.0844197314,0.0351951367,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,12,2026-11-20,0.2547945205,556.8244177205,386,104,23.8361613033,68.6312916153,23.8361613033,0.4132360959,0.4762392520,0.4127406812,0.4770838891,true,0.6537432138,-0.4643168072,0.4689715010,21,0,true,,,,,,,,,,,0.0435111667,0.1210659046,0.0058495377,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,13,2026-12-18,0.3315068493,558.3895994936,372,85,14.4810263601,42.7655714757,14.4810263601,0.4031400163,0.4587699032,0.4027071398,0.4590021690,true,0.6744825152,-0.4961113081,0.4661645370,21,0,true,,,,,,,,,,,0.0538766997,0.1340527193,-0.0007181817,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,14,2027-01-15,0.4082191781,560.3552874616,298,56,17.5987752063,37.3165685016,17.5987752063,0.3993527305,0.4478407993,0.3990034722,0.4460742325,true,0.7055663001,-0.4996254068,0.4626504383,21,0,true,,,,,,,,,,,0.0651033253,0.1465803495,-0.0053654741,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,15,2027-02-19,0.5041095890,563.2912321795,220,57,15.9901715363,38.0378258548,15.9901715363,0.4142598987,0.4554619319,0.4135750219,0.4537849035,true,0.7525398792,-0.5048511631,0.4685979826,21,0,true,,,,,,,,,,,0.0865229741,0.1673078430,-0.0118271597,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,16,2027-03-19,0.5808219178,565.2171047545,292,77,8.6730859595,25.3786976898,8.6730859595,0.4106853611,0.4485247843,0.4100414500,0.4460829862,true,0.7711713211,-0.5082642959,0.4651848498,21,0,true,,,,,,,,,,,0.0979906623,0.1771181473,-0.0169026494,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,17,2027-06-17,0.8273972603,571.6105163113,186,36,5.2632853356,11.5963270345,5.2632853356,0.4154859528,0.4408699834,0.4152949057,0.4409414209,true,0.8491056135,-0.4905246894,0.4539369194,21,0,true,,,,,,,,,,,0.1428613777,0.2096190152,-0.0148285895,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,18,2027-09-17,1.0794520548,578.2373430234,306,58,8.7099737323,16.8606090983,8.7099737323,0.4174327510,0.4378374258,0.4173658516,0.4386561045,true,0.8851165519,-0.5020512580,0.4643892576,21,0,true,,,,,,,,,,,0.1881387815,0.2359258971,-0.0156060864,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,19,2027-12-17,1.3287671233,584.4553218063,316,58,7.0455924726,14.3866620066,7.0455924726,0.4208198428,0.4357212622,0.4203276003,0.4364842033,true,0.9263211100,-0.4845763082,0.4645042465,21,0,true,,,,,,,,,,,0.2353348680,0.2587741119,-0.0108042720,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-19,1530,essvi_sg05,ok,,20,2028-01-21,1.4246575342,586.8190360657,290,58,6.1651999503,16.3082854884,6.1651999503,0.4201148907,0.4340001261,0.4190371588,0.4353970263,true,0.9333405105,-0.4886124548,0.4604680999,21,0,true,,,,,,,,,,,0.2514655756,0.2657662656,-0.0089988414,0.5928844194,0.5000000000,0.0000000000
daily,META,2026-08-20,1530,svi,ok,,0,2026-08-21,0.0027397260,541.9320773620,426,26,102.4907642056,272.9294042501,102.4907642056,0.4171235069,0.8744642645,0.3999328479,0.8848810316,true,0.0731669199,-0.0413118635,0.1183182821,21,0,true,0.0000000000,0.0148968935,0.7488848986,0.0463033208,0.0482862656,,,,,,,,,,,
daily,META,2026-08-20,1530,svi,ok,,1,2026-08-24,0.0109589041,542.0141223438,278,32,40.1181385883,105.7465729292,40.1181385883,0.2947625653,0.4515404525,0.2915866774,0.4424405158,true,0.2960240190,-0.0608813314,0.1183182821,21,0,true,0.0000000000,0.0145448147,0.3425358131,0.0204808408,0.0696702983,,,,,,,,,,,
daily,META,2026-08-20,1530,svi,ok,,2,2026-08-26,0.0164383562,542.2481930847,240,37,13.7321909718,31.6025151480,13.7321909718,0.3345401314,0.3995419131,0.3334266362,0.4017764520,true,0.5611168368,-0.0761281775,0.0928375881,21,0,true,0.0000000000,0.0189142680,0.2354857646,0.0226679325,0.1000617035,,,,,,,,,,,
daily,META,2026-08-20,1530,svi,ok,,3,2026-08-28,0.0219178082,542.4830975299,378,61,94.0324956345,385.3467567184,94.0324956345,0.3484172598,0.5471423754,0.3551179015,0.5754775603,true,0.2854907613,-0.1869093455,0.2111207841,21,0,true,0.0000000000,0.0263908536,0.1849396767,0.0234149005,0.1025875428,,,,,,,,,,,
daily,META,2026-08-20,1530,svi,ok,,4,2026-08-31,0.0301369863,542.2833036185,260,49,81.7907260129,241.6432683603,84.8760713721,0.3286870814,0.4666045856,0.3293332454,0.4907689124,true,0.3690655893,-0.1869093455,0.2111207841,21,0,true,0.0000000000,0.0249122877,0.1221913786,0.0172514344,0.1316779438,,,,,,,,,,,
