slice,ticker,date,time,model,status,status_detail,holdout_index,n_pillars,expiry_date,tenor_years,forward,n_eval_quotes,gap_lo_years,gap_hi_years,insample_rmse_bp,insample_max_bp,loo_rmse_bp,loo_max_bp,loo_mean_signed_bp,loo_atm_signed_bp,fit_ms
loo,DIA,2026-08-20,1530,svi,ok,,4,19,2026-09-18,0.0794520548,528.5004246413,43,0.0191780822,0.0191780822,8.8486049266,17.3117163104,18.6716415864,37.8357956204,-13.7781312669,-21.5881983369,645.0756000000
loo,DIA,2026-08-20,1530,ssvi,ok,,4,19,2026-09-18,0.0794520548,528.5004246413,43,0.0191780822,0.0191780822,191.8307399695,519.3455924800,190.0093816523,519.4879872326,90.5601473429,-25.5367921295,8.6510000000
loo,DIA,2026-08-20,1530,essvi,ok,,4,19,2026-09-18,0.0794520548,528.5004246413,43,0.0191780822,0.0191780822,14.0873909564,52.7665428077,18.9690064016,82.1607738601,-11.3036567775,-20.3817070831,7.6145000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,4,19,2026-09-18,0.0794520548,528.5004246413,43,0.0191780822,0.0191780822,27.1634020978,56.9308851712,33.0878999277,55.3723365878,-15.9697059140,-51.7060350235,404.5246000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,4,19,2026-09-18,0.0794520548,528.5004246413,43,0.0191780822,0.0191780822,24.3558124701,49.9952982492,31.8242343876,58.4662055450,-15.5866130121,-49.3977007946,376.5779000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,4,19,2026-09-18,0.0794520548,528.5004246413,43,0.0191780822,0.0191780822,17.3804761096,48.2599591091,19.3149409477,74.7453767072,-3.8681961315,-20.2437792373,2.6288000000
loo,DIA,2026-08-20,1530,svi,ok,,5,19,2026-09-25,0.0986301370,528.4979189370,75,0.0191780822,0.0136986301,9.8989245901,27.9201092028,11.7760331996,36.9463363709,-1.7363185654,-0.4676558679,620.4943000000
loo,DIA,2026-08-20,1530,ssvi,ok,,5,19,2026-09-25,0.0986301370,528.4979189370,75,0.0191780822,0.0136986301,190.4084421891,407.5517884395,200.6807105882,433.1786754005,130.5679835377,7.3546421838,9.0376000000
loo,DIA,2026-08-20,1530,essvi,ok,,5,19,2026-09-25,0.0986301370,528.4979189370,75,0.0191780822,0.0136986301,25.5928418008,126.0703995810,27.0673991450,99.9620946354,11.7348703041,1.6226661277,8.0271000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,5,19,2026-09-25,0.0986301370,528.4979189370,75,0.0191780822,0.0136986301,27.5905521936,116.9406711656,25.5655918399,92.1739465832,7.6708213400,-14.1669124589,382.4531000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,5,19,2026-09-25,0.0986301370,528.4979189370,75,0.0191780822,0.0136986301,26.3722335906,120.7018944702,25.2876313766,95.9217538308,8.0234080613,-11.5174291464,439.8827000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,5,19,2026-09-25,0.0986301370,528.4979189370,75,0.0191780822,0.0136986301,25.8747565783,135.2678609419,29.6834776605,116.6368615999,1.6303153770,1.8336790509,2.3781000000
loo,DIA,2026-08-20,1530,svi,ok,,6,19,2026-09-30,0.1123287671,528.6073640502,102,0.0136986301,0.0054794521,10.3278545715,35.8513157729,21.3754670800,32.6506310331,18.8261553866,16.2260257764,637.7631000000
loo,DIA,2026-08-20,1530,ssvi,ok,,6,19,2026-09-30,0.1123287671,528.6073640502,102,0.0136986301,0.0054794521,225.2545608960,342.1916231618,291.1317887212,442.9873377028,229.3195908491,15.9818552824,8.8441000000
loo,DIA,2026-08-20,1530,essvi,ok,,6,19,2026-09-30,0.1123287671,528.6073640502,102,0.0136986301,0.0054794521,39.6162753662,125.5733293921,46.3092613438,148.1895289912,13.4478512601,18.6023974782,5.9673000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,6,19,2026-09-30,0.1123287671,528.6073640502,102,0.0136986301,0.0054794521,38.8342364781,139.9278716670,42.5868755230,146.7434089264,7.2031986857,5.3797153445,42.0784000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,6,19,2026-09-30,0.1123287671,528.6073640502,102,0.0136986301,0.0054794521,39.8385713658,143.1884256743,43.7284686063,152.1951287755,6.2672328312,7.9252701476,397.8166000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,6,19,2026-09-30,0.1123287671,528.6073640502,102,0.0136986301,0.0054794521,46.8876345689,144.3446205737,51.7985334704,185.0312020811,-1.7666217144,18.6286650405,2.1240000000
loo,DIA,2026-08-20,1530,svi,ok,,7,19,2026-10-02,0.1178082192,528.8250171921,80,0.0054794521,0.0383561644,8.5573801631,25.4599678767,18.6408235166,44.7550028623,-14.8510226131,-12.8087250377,653.1161000000
loo,DIA,2026-08-20,1530,ssvi,ok,,7,19,2026-10-02,0.1178082192,528.8250171921,80,0.0054794521,0.0383561644,153.2761493894,311.2348982489,155.5678060338,321.9547103986,86.0954941500,-18.7967220112,9.1087000000
loo,DIA,2026-08-20,1530,essvi,ok,,7,19,2026-10-02,0.1178082192,528.8250171921,80,0.0054794521,0.0383561644,31.0767558544,135.6764198792,29.8095719813,110.4497245348,1.7745269341,-16.8252954554,11.8612000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,7,19,2026-10-02,0.1178082192,528.8250171921,80,0.0054794521,0.0383561644,28.9184436027,129.0226569236,30.3009959405,127.0565067258,-4.3709982554,-18.8312398651,400.2565000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,7,19,2026-10-02,0.1178082192,528.8250171921,80,0.0054794521,0.0383561644,29.3331579480,138.7390046184,31.5215176196,130.8941414196,-4.0922239314,-14.5042348983,412.7909000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,7,19,2026-10-02,0.1178082192,528.8250171921,80,0.0054794521,0.0383561644,32.8798103935,166.7547410310,44.3694562058,144.5892863661,-17.4614628114,-17.0262579494,1.8737000000
loo,DIA,2026-08-20,1530,svi,ok,,8,19,2026-10-16,0.1561643836,529.5920764928,71,0.0383561644,0.0958904110,8.5639145756,20.0412895520,38.1719323725,156.8847496708,0.9352329455,16.5821924562,630.4964000000
loo,DIA,2026-08-20,1530,ssvi,ok,,8,19,2026-10-16,0.1561643836,529.5920764928,71,0.0383561644,0.0958904110,82.7783081514,195.0418916653,93.5882023583,216.6927070251,49.9149671346,14.0858901743,9.1210000000
loo,DIA,2026-08-20,1530,essvi,ok,,8,19,2026-10-16,0.1561643836,529.5920764928,71,0.0383561644,0.0958904110,38.4568464936,123.6741740624,64.5919971159,267.7386096297,-8.0064633699,16.1007010808,7.8228000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,8,19,2026-10-16,0.1561643836,529.5920764928,71,0.0383561644,0.0958904110,44.0218529700,172.4562876501,66.9723752665,270.4328126130,-5.6961577552,11.1569902316,351.8481000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,8,19,2026-10-16,0.1561643836,529.5920764928,71,0.0383561644,0.0958904110,44.4601385507,172.4690991277,66.7374330627,269.8019965509,-5.7145859361,11.2046430166,419.9137000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,8,19,2026-10-16,0.1561643836,529.5920764928,71,0.0383561644,0.0958904110,72.6730540696,274.8041046049,74.9623675033,306.8328632493,-18.0135717999,16.1946916908,2.7143000000
loo,DIA,2026-08-20,1530,svi,ok,,9,19,2026-11-20,0.2520547945,531.5073091469,50,0.0958904110,0.0767123288,28.9817178370,125.9755849758,55.1385841302,381.8176772610,9.0339763760,5.6594894507,750.4245000000
loo,DIA,2026-08-20,1530,ssvi,ok,,9,19,2026-11-20,0.2520547945,531.5073091469,50,0.0958904110,0.0767123288,48.5895957183,288.4870085869,49.2776408791,292.7790460047,6.5123674186,1.8806145925,9.1712000000
loo,DIA,2026-08-20,1530,essvi,ok,,9,19,2026-11-20,0.2520547945,531.5073091469,50,0.0958904110,0.0767123288,31.5337073245,172.3944581667,61.6271525251,358.3515865848,21.7650118293,1.8139490643,5.9086000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,9,19,2026-11-20,0.2520547945,531.5073091469,50,0.0958904110,0.0767123288,41.9000859086,153.0870113343,59.9790455076,315.4237839906,35.2173901730,34.0133680337,384.4400000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,9,19,2026-11-20,0.2520547945,531.5073091469,50,0.0958904110,0.0767123288,42.6235386495,150.7022048948,61.4427528063,315.5371343231,36.8046129676,37.0381758378,402.7265000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,9,19,2026-11-20,0.2520547945,531.5073091469,50,0.0958904110,0.0767123288,33.3402420805,139.3749901741,48.8758762217,196.5163708123,-14.4824451946,2.0394153440,2.8456000000
loo,DIA,2026-08-20,1530,svi,ok,,10,19,2026-12-18,0.3287671233,532.6451846044,89,0.0767123288,0.0356164384,8.8483994752,26.1542798423,81.8806576578,228.0624252855,-57.6804494527,-4.9082345523,684.4942000000
loo,DIA,2026-08-20,1530,ssvi,ok,,10,19,2026-12-18,0.3287671233,532.6451846044,89,0.0767123288,0.0356164384,114.2763669486,411.4727918163,148.8804792572,491.1701065608,-97.8452611527,-15.9924064138,9.0227000000
loo,DIA,2026-08-20,1530,essvi,ok,,10,19,2026-12-18,0.3287671233,532.6451846044,89,0.0767123288,0.0356164384,44.9976063852,137.5643098816,94.6463561756,331.1727383260,16.0706912703,-16.3808145086,7.7240000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,10,19,2026-12-18,0.3287671233,532.6451846044,89,0.0767123288,0.0356164384,54.5309193612,177.2158327653,91.4176308233,342.1221551864,-45.4783001678,6.1865711682,398.0758000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,10,19,2026-12-18,0.3287671233,532.6451846044,89,0.0767123288,0.0356164384,54.3706337447,173.0458486518,90.5427270283,339.4328359118,-45.2059674097,5.2556041420,55.1456000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,10,19,2026-12-18,0.3287671233,532.6451846044,89,0.0767123288,0.0356164384,89.0842252465,222.8502799257,106.9439980428,327.2099624156,-75.5881325232,-15.6800348814,2.7231000000
loo,DIA,2026-08-20,1530,svi,ok,,11,19,2026-12-31,0.3643835616,533.9935077592,55,0.0356164384,0.0410958904,20.7848345053,57.8883149457,30.0241237274,72.9162344602,2.1764730095,31.8182137097,680.8345000000
loo,DIA,2026-08-20,1530,ssvi,ok,,11,19,2026-12-31,0.3643835616,533.9935077592,55,0.0356164384,0.0410958904,119.8191270284,355.6283464551,135.0405193156,394.4161238557,-70.6493929586,19.3326181485,8.2074000000
loo,DIA,2026-08-20,1530,essvi,ok,,11,19,2026-12-31,0.3643835616,533.9935077592,55,0.0356164384,0.0410958904,33.7635359152,92.7673301276,44.8220337231,131.6151202596,12.9669365987,19.1406978440,3.1153000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,11,19,2026-12-31,0.3643835616,533.9935077592,55,0.0356164384,0.0410958904,48.1782136276,157.5548858777,52.0374640737,167.5996996745,6.0775226298,21.5048353380,410.2634000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,11,19,2026-12-31,0.3643835616,533.9935077592,55,0.0356164384,0.0410958904,47.5371518549,155.1842426464,51.3307200947,165.0680170848,6.2406530452,20.5514334645,482.7026000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,11,19,2026-12-31,0.3643835616,533.9935077592,55,0.0356164384,0.0410958904,51.3922363020,143.6298693803,59.3567466068,199.4929076088,-3.6500899970,18.7306542112,2.8728000000
loo,DIA,2026-08-20,1530,svi,ok,,12,19,2027-01-15,0.4054794521,534.7362824836,38,0.0410958904,0.1726027397,19.6014771668,50.7400470984,38.9716265829,91.2558042398,19.3600140559,10.7753460411,667.1180000000
loo,DIA,2026-08-20,1530,ssvi,ok,,12,19,2027-01-15,0.4054794521,534.7362824836,38,0.0410958904,0.1726027397,97.6775003647,272.1200368219,112.2038445538,304.4962567564,-61.6216276086,-5.4302811163,7.9270000000
loo,DIA,2026-08-20,1530,essvi,ok,,12,19,2027-01-15,0.4054794521,534.7362824836,38,0.0410958904,0.1726027397,69.1744106521,196.7404745903,70.0540440226,199.2365199286,37.3744958017,-5.1148089782,9.5925000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,12,19,2027-01-15,0.4054794521,534.7362824836,38,0.0410958904,0.1726027397,58.7553134947,137.3051629202,66.0979525208,122.7987516599,22.9018205209,-12.4782197556,354.3888000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,12,19,2027-01-15,0.4054794521,534.7362824836,38,0.0410958904,0.1726027397,58.1433962812,136.8597459187,65.9595921837,123.1986961793,23.4727858393,-12.9088793760,452.1918000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,12,19,2027-01-15,0.4054794521,534.7362824836,38,0.0410958904,0.1726027397,62.7386118464,129.5670301406,79.6056221259,144.2093577937,35.6488509319,-5.7805229198,2.7991000000
loo,DIA,2026-08-20,1530,svi,ok,,13,19,2027-03-19,0.5780821918,538.2901054220,28,0.1726027397,0.0328767123,49.9208793364,125.3007494100,52.0867246207,135.4461700415,7.6260215931,33.3609702225,704.2014000000
loo,DIA,2026-08-20,1530,ssvi,ok,,13,19,2027-03-19,0.5780821918,538.2901054220,28,0.1726027397,0.0328767123,54.7743344800,134.9435611261,55.4757216785,134.0287588156,2.7822425790,-2.8472792877,9.2915000000
loo,DIA,2026-08-20,1530,essvi,ok,,13,19,2027-03-19,0.5780821918,538.2901054220,28,0.1726027397,0.0328767123,52.1041671340,121.6936940376,52.6720654320,121.7430738787,-8.0573299067,-2.6935358473,7.9961000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,13,19,2027-03-19,0.5780821918,538.2901054220,28,0.1726027397,0.0328767123,76.2830838070,160.5472202433,78.9079388698,208.2394862731,6.4556461108,-9.4425626433,447.0275000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,13,19,2027-03-19,0.5780821918,538.2901054220,28,0.1726027397,0.0328767123,76.4449664721,170.6208332999,80.2140230581,217.6598164599,13.7834296158,-1.7519544535,61.0248000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,13,19,2027-03-19,0.5780821918,538.2901054220,28,0.1726027397,0.0328767123,70.5541452447,159.2234225001,70.5436045519,149.9991763196,19.9267769152,-0.6536113250,2.6155000000
loo,DIA,2026-08-20,1530,svi,ok,,14,19,2027-03-31,0.6109589041,538.3792693263,30,0.0328767123,0.2136986301,47.9469237543,109.5690392771,48.6390152744,105.1851530608,-5.0335333459,23.5753656789,676.8736000000
loo,DIA,2026-08-20,1530,ssvi,ok,,14,19,2027-03-31,0.6109589041,538.3792693263,30,0.0328767123,0.2136986301,60.4172279451,163.2153052185,65.4508201475,177.1903008238,22.7809289723,2.4497226237,9.0890000000
loo,DIA,2026-08-20,1530,essvi,ok,,14,19,2027-03-31,0.6109589041,538.3792693263,30,0.0328767123,0.2136986301,50.5500304919,121.2097486774,50.0504494153,121.5423745003,-7.0302981622,2.9021089198,8.6723000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,14,19,2027-03-31,0.6109589041,538.3792693263,30,0.0328767123,0.2136986301,80.3996177515,228.9983924642,81.5836723845,169.7344164616,-8.6616675719,-28.0966522497,474.8914000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,14,19,2027-03-31,0.6109589041,538.3792693263,30,0.0328767123,0.2136986301,81.1731247128,221.2161800688,84.8992600563,191.1248266086,-12.3517582555,-29.5586031431,119.1437000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,14,19,2027-03-31,0.6109589041,538.3792693263,30,0.0328767123,0.2136986301,74.9201353920,161.9048304742,80.7343825565,182.9605721992,26.8031310280,3.8491021270,2.8804000000
loo,DIA,2026-08-20,1530,svi,ok,,15,19,2027-06-17,0.8246575342,542.7082866652,21,0.2136986301,0.0356164384,45.4850234603,108.4283357133,53.9789020681,146.4953180787,18.0363294044,10.4837373957,709.9522000000
loo,DIA,2026-08-20,1530,ssvi,ok,,15,19,2027-06-17,0.8246575342,542.7082866652,21,0.2136986301,0.0356164384,144.4237274630,291.7999379074,177.0561714167,339.3870485102,96.4842663450,-7.7103226021,8.6348000000
loo,DIA,2026-08-20,1530,essvi,ok,,15,19,2027-06-17,0.8246575342,542.7082866652,21,0.2136986301,0.0356164384,49.3308767630,121.2174238254,61.8421447150,161.6740469586,14.4388231160,-5.8301666886,8.8359000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,15,19,2027-06-17,0.8246575342,542.7082866652,21,0.2136986301,0.0356164384,92.0481326223,160.5582768576,108.0773245908,209.6971897430,54.3731628896,-1.8451543336,432.5854000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,15,19,2027-06-17,0.8246575342,542.7082866652,21,0.2136986301,0.0356164384,92.7395489562,158.1841540468,108.8241018613,203.5978593389,53.0245383044,-2.9295830003,544.9793000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,15,19,2027-06-17,0.8246575342,542.7082866652,21,0.2136986301,0.0356164384,94.1320635495,171.5441667784,101.2947228662,192.1840351259,39.0191618114,8.4022906536,2.5984000000
loo,DIA,2026-08-20,1530,svi,ok,,16,19,2027-06-30,0.8602739726,542.6905891044,62,0.0356164384,0.4657534247,29.4075086408,139.0592000267,50.9844441736,177.6079607715,7.7968481535,12.9547661096,656.6469000000
loo,DIA,2026-08-20,1530,ssvi,ok,,16,19,2027-06-30,0.8602739726,542.6905891044,62,0.0356164384,0.4657534247,67.2355291487,260.0648546323,78.3282669608,301.7602315396,17.2948259661,4.5071463058,7.1103000000
loo,DIA,2026-08-20,1530,essvi,ok,,16,19,2027-06-30,0.8602739726,542.6905891044,62,0.0356164384,0.4657534247,31.2490432702,146.4325718198,39.1457466046,145.1822044444,0.8251801192,4.2305639107,6.3144000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,16,19,2027-06-30,0.8602739726,542.6905891044,62,0.0356164384,0.4657534247,71.0887743389,205.1916232655,80.1264967311,215.8727494928,-10.7747087446,-19.9968516399,399.1118000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,16,19,2027-06-30,0.8602739726,542.6905891044,62,0.0356164384,0.4657534247,72.1599436704,206.2224339218,82.5588961055,222.4393434824,-13.4234174818,-22.9565743824,407.4496000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,16,19,2027-06-30,0.8602739726,542.6905891044,62,0.0356164384,0.4657534247,81.5672420611,225.6417072517,92.1251994326,235.5218984823,8.0096657352,2.7579678781,2.3531000000
loo,DIA,2026-08-20,1530,svi,ok,,17,19,2027-12-17,1.3260273973,551.5949858014,20,0.4657534247,0.0958904110,2.7806948384,6.7227059199,15.3143502965,31.7455542275,-9.8904892583,-0.6766734952,674.9239000000
loo,DIA,2026-08-20,1530,ssvi,ok,,17,19,2027-12-17,1.3260273973,551.5949858014,20,0.4657534247,0.0958904110,67.2550599266,146.2309325008,71.4732815377,154.0252489846,-35.4098801186,-2.8059456469,7.2170000000
loo,DIA,2026-08-20,1530,essvi,ok,,17,19,2027-12-17,1.3260273973,551.5949858014,20,0.4657534247,0.0958904110,3.8480701066,10.4187345346,12.2034778618,26.7730522254,-7.0843459613,0.1862554802,5.6676000000
loo,DIA,2026-08-20,1530,essvi_g05,ok,,17,19,2027-12-17,1.3260273973,551.5949858014,20,0.4657534247,0.0958904110,9.5474304297,28.8877724146,25.6768432115,46.4828249073,-11.9664345059,-3.5027359465,383.2213000000
loo,DIA,2026-08-20,1530,essvi_gfree,ok,,17,19,2027-12-17,1.3260273973,551.5949858014,20,0.4657534247,0.0958904110,8.2152650257,27.2009106718,27.6994134457,48.0502732657,-11.8757195920,-4.1334179409,401.0963000000
loo,DIA,2026-08-20,1530,essvi_sg05,ok,,17,19,2027-12-17,1.3260273973,551.5949858014,20,0.4657534247,0.0958904110,9.7267228261,33.5269138317,30.1309199621,68.3427121062,-3.9988653471,-1.7450102032,1.5796000000
