slice,ticker,date,time,model,status,status_detail,holdout_index,n_pillars,expiry_date,tenor_years,forward,n_eval_quotes,gap_lo_years,gap_hi_years,insample_rmse_bp,insample_max_bp,loo_rmse_bp,loo_max_bp,loo_mean_signed_bp,loo_atm_signed_bp,fit_ms
loo,AMD,2026-08-14,1530,svi,ok,,5,21,2026-08-28,0.0383561644,508.8335545612,70,0.0054794521,0.0191780822,44.2702592801,162.2855277748,293.5915063512,632.0628809996,-252.9707417874,-171.5199219394,442.0716000000
loo,AMD,2026-08-14,1530,ssvi,ok,,5,21,2026-08-28,0.0383561644,508.8335545612,70,0.0054794521,0.0191780822,250.8252380547,824.7992027802,284.8071362928,1011.4369336031,-147.2168876776,-208.6003121397,3.9216000000
loo,AMD,2026-08-14,1530,essvi,ok,,5,21,2026-08-28,0.0383561644,508.8335545612,70,0.0054794521,0.0191780822,191.6856563234,583.4531050023,228.9272466158,839.8987597881,-116.6062963669,-210.2403176814,1.1653000000
loo,AMD,2026-08-14,1530,essvi_g05,ok,,5,21,2026-08-28,0.0383561644,508.8335545612,70,0.0054794521,0.0191780822,167.6339911443,550.7684165465,255.5639363654,869.4359733523,-169.4117212687,-270.9581843728,11.4732000000
loo,AMD,2026-08-14,1530,essvi_gfree,ok,,5,21,2026-08-28,0.0383561644,508.8335545612,70,0.0054794521,0.0191780822,165.6793462078,518.3190667191,246.8669469143,823.1002461071,-154.3908422888,-283.9783187864,15.5927000000
loo,AMD,2026-08-14,1530,essvi_sg05,ok,,5,21,2026-08-28,0.0383561644,508.8335545612,70,0.0054794521,0.0191780822,321.6875677008,1075.3392481514,468.9010217725,1490.5761638824,-349.7108355401,-210.6739122122,1.4395000000
loo,AMD,2026-08-14,1530,svi,ok,,6,21,2026-09-04,0.0575342466,509.2354741626,66,0.0191780822,0.0191780822,53.4309471768,156.5354969462,93.0231338467,352.1900443336,-60.4246287887,-98.9563004294,414.4731000000
loo,AMD,2026-08-14,1530,ssvi,ok,,6,21,2026-09-04,0.0575342466,509.2354741626,66,0.0191780822,0.0191780822,260.6847805021,1139.3041412983,265.1610436279,1234.6360218085,-51.8189858610,-84.4024122339,5.0577000000
loo,AMD,2026-08-14,1530,essvi,ok,,6,21,2026-09-04,0.0575342466,509.2354741626,66,0.0191780822,0.0191780822,204.2475025180,806.9119646945,207.4267255041,945.5117845155,-44.4576145222,-86.1168217776,1.9433000000
loo,AMD,2026-08-14,1530,essvi_g05,ok,,6,21,2026-09-04,0.0575342466,509.2354741626,66,0.0191780822,0.0191780822,182.6199555834,770.8124046091,201.7678624965,863.1949084799,-80.7609981969,-194.9896241602,14.2109000000
loo,AMD,2026-08-14,1530,essvi_gfree,ok,,6,21,2026-09-04,0.0575342466,509.2354741626,66,0.0191780822,0.0191780822,185.2630627533,803.4319531084,204.0365990785,895.5860990018,-78.4155457456,-171.7628960591,21.5511000000
loo,AMD,2026-08-14,1530,essvi_sg05,ok,,6,21,2026-09-04,0.0575342466,509.2354741626,66,0.0191780822,0.0191780822,331.2874001264,1361.5326692846,381.1434762252,1448.9045061544,-227.0407274575,-86.3111269967,1.3008000000
loo,AMD,2026-08-14,1530,svi,ok,,7,21,2026-09-11,0.0767123288,509.6112167813,77,0.0191780822,0.0191780822,31.0998399820,71.4504253203,80.3423037427,146.0880831124,71.2091423286,53.8584738361,396.9279000000
loo,AMD,2026-08-14,1530,ssvi,ok,,7,21,2026-09-11,0.0767123288,509.6112167813,77,0.0191780822,0.0191780822,215.8833880954,927.1659175593,238.4442594758,872.7114179604,93.0851333960,91.9115480082,3.2665000000
loo,AMD,2026-08-14,1530,essvi,ok,,7,21,2026-09-11,0.0767123288,509.6112167813,77,0.0191780822,0.0191780822,148.8792602903,623.4150978715,178.4417468693,559.6793714739,97.3220718749,91.1576202231,1.4215000000
loo,AMD,2026-08-14,1530,essvi_g05,ok,,7,21,2026-09-11,0.0767123288,509.6112167813,77,0.0191780822,0.0191780822,147.3559739966,520.7412150371,156.3213734416,442.9230893291,51.1579393935,-51.3161552022,17.2880000000
loo,AMD,2026-08-14,1530,essvi_gfree,ok,,7,21,2026-09-11,0.0767123288,509.6112167813,77,0.0191780822,0.0191780822,143.7902696256,584.4587623247,155.1155886977,520.6901785055,57.4844321765,3.4351303883,22.1203000000
loo,AMD,2026-08-14,1530,essvi_sg05,ok,,7,21,2026-09-11,0.0767123288,509.6112167813,77,0.0191780822,0.0191780822,252.0927643698,1076.1237916183,224.4806934464,1026.9171131232,-53.1566582368,91.2424064228,1.4236000000
