slice,ticker,date,time,model,status,status_detail,horizon,t,t_beyond_last_pillar,t_below_first_pillar,target_forward,simulated_mean,relative_error,standard_error,z_score,paths,seed,steps_per_year,z_threshold,within_threshold,max_abs_z_all_horizons,mc_mean_spot,mc_relative_error,mc_standard_error,mc_paths,mc_seed,mc_steps,carry_rate,zero_dividend_forward_error,drift_source
daily,DIA,2026-08-19,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,537.4365769038,537.3242601600,-0.0002089860,0.0001282196,-1.6299073468,32768,20260824,104,3.0000000000,true,1.6665287410,537.4485447473,0.0000222684,0.0001189080,40000,20260824,192,0.0265586479,0.0029667345,parity_forward
daily,DIA,2026-08-19,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,542.5566102404,542.5245231631,-0.0000591405,0.0002492606,-0.2372638218,32768,20260824,104,3.0000000000,true,1.6665287410,542.5794495424,0.0000420957,0.0002299429,40000,20260824,192,0.0322426721,0.0033906175,parity_forward
daily,DIA,2026-08-20,1530,svi,ok,,1M,0.0833333333,false,false,528.4999175345,528.4890080641,-0.0000206423,0.0000706871,-0.2920242116,32768,20260824,104,3.0000000000,true,1.7493910267,528.4996832098,-0.0000004434,0.0000677957,40000,20260824,192,0.0152206453,0.0018700069,parity_forward
daily,DIA,2026-08-20,1530,svi,ok,,3M,0.2500000000,false,false,531.4662684472,531.3448003600,-0.0002285528,0.0001306470,-1.7493910267,32768,20260824,104,3.0000000000,true,1.7493910267,531.4988065141,0.0000612232,0.0001151852,40000,20260824,192,0.0274618751,0.0027398805,parity_forward
daily,DIA,2026-08-20,1530,svi,ok,,6M,0.5000000000,false,false,536.6824236165,536.6415612811,-0.0000761388,0.0002146145,-0.3547699088,32768,20260824,104,3.0000000000,true,1.7493910267,536.7224047486,0.0000744968,0.0001942897,40000,20260824,192,0.0332645350,0.0028780847,parity_forward
daily,DIA,2026-08-20,1530,ssvi,ok,,1M,0.0833333333,false,false,528.4999175345,528.3999320833,-0.0001891873,0.0002119138,-0.8927556557,32768,20260824,104,3.0000000000,true,0.9606717589,528.3731453816,-0.0002398717,0.0001793128,40000,20260824,192,0.0152206453,0.0018700069,parity_forward
daily,DIA,2026-08-20,1530,ssvi,ok,,3M,0.2500000000,false,false,531.4662684472,531.3460754962,-0.0002261535,0.0002354118,-0.9606717589,32768,20260824,104,3.0000000000,true,0.9606717589,531.2972804018,-0.0003179657,0.0001996929,40000,20260824,192,0.0274618751,0.0027398805,parity_forward
daily,DIA,2026-08-20,1530,ssvi,ok,,6M,0.5000000000,false,false,536.6824236165,536.6778957820,-0.0000084367,0.0002452037,-0.0344069484,32768,20260824,104,3.0000000000,true,0.9606717589,536.5399940317,-0.0002653889,0.0002091040,40000,20260824,192,0.0332645350,0.0028780847,parity_forward
daily,DIA,2026-08-20,1530,essvi,ok,,1M,0.0833333333,false,false,528.4999175345,528.4720385834,-0.0000527511,0.0000644894,-0.8179814696,32768,20260824,104,3.0000000000,true,1.8172774637,528.4983589709,-0.0000029490,0.0000615109,40000,20260824,192,0.0152206453,0.0018700069,parity_forward
daily,DIA,2026-08-20,1530,essvi,ok,,3M,0.2500000000,false,false,531.4662684472,531.3538815495,-0.0002114657,0.0001163640,-1.8172774637,32768,20260824,104,3.0000000000,true,1.8172774637,531.4853587827,0.0000359201,0.0001046734,40000,20260824,192,0.0274618751,0.0027398805,parity_forward
daily,DIA,2026-08-20,1530,essvi,ok,,6M,0.5000000000,false,false,536.6824236165,536.8002987628,0.0002196367,0.0002632903,0.8341997232,32768,20260824,104,3.0000000000,true,1.8172774637,536.6437158443,-0.0000721242,0.0002580822,40000,20260824,192,0.0332645350,0.0028780847,parity_forward
daily,DIA,2026-08-20,1530,essvi_g05,ok,,1M,0.0833333333,false,false,528.4999175345,528.4704329965,-0.0000557891,0.0000593950,-0.9392899186,32768,20260824,104,3.0000000000,true,1.6810764426,528.4978173029,-0.0000039739,0.0000566557,40000,20260824,192,0.0152206453,0.0018700069,parity_forward
daily,DIA,2026-08-20,1530,essvi_g05,ok,,3M,0.2500000000,false,false,531.4662684472,531.3683820997,-0.0001841817,0.0001095617,-1.6810764426,32768,20260824,104,3.0000000000,true,1.6810764426,531.4881043889,0.0000410862,0.0000974592,40000,20260824,192,0.0274618751,0.0027398805,parity_forward
daily,DIA,2026-08-20,1530,essvi_g05,ok,,6M,0.5000000000,false,false,536.6824236165,536.6726700533,-0.0000181738,0.0002251571,-0.0807161309,32768,20260824,104,3.0000000000,true,1.6810764426,536.6689900325,-0.0000250308,0.0002019947,40000,20260824,192,0.0332645350,0.0028780847,parity_forward
daily,DIA,2026-08-20,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,528.4999175345,528.4715724998,-0.0000536330,0.0000598877,-0.8955599677,32768,20260824,104,3.0000000000,true,1.6229746165,528.4981410453,-0.0000033614,0.0000570598,40000,20260824,192,0.0152206453,0.0018700069,parity_forward
daily,DIA,2026-08-20,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,531.4662684472,531.3701012345,-0.0001809470,0.0001114909,-1.6229746165,32768,20260824,104,3.0000000000,true,1.6229746165,531.4906515803,0.0000458790,0.0000987538,40000,20260824,192,0.0274618751,0.0027398805,parity_forward
daily,DIA,2026-08-20,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,536.6824236165,536.6714138355,-0.0000205145,0.0002320267,-0.0884144538,32768,20260824,104,3.0000000000,true,1.6229746165,536.6638722099,-0.0000345668,0.0002069913,40000,20260824,192,0.0332645350,0.0028780847,parity_forward
daily,DIA,2026-08-20,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,528.4999175345,528.4585802991,-0.0000782162,0.0000650494,-1.2024125656,32768,20260824,104,3.0000000000,true,1.8800829047,528.4975193351,-0.0000045377,0.0000625698,40000,20260824,192,0.0152206453,0.0018700069,parity_forward
daily,DIA,2026-08-20,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,531.4662684472,531.3372649663,-0.0002427313,0.0001291067,-1.8800829047,32768,20260824,104,3.0000000000,true,1.8800829047,531.4767763928,0.0000197716,0.0001149763,40000,20260824,192,0.0274618751,0.0027398805,parity_forward
daily,DIA,2026-08-20,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,536.6824236165,536.6668956199,-0.0000289333,0.0002577830,-0.1122389974,32768,20260824,104,3.0000000000,true,1.8800829047,536.6771497203,-0.0000098268,0.0002312017,40000,20260824,192,0.0332645350,0.0028780847,parity_forward
daily,DIA,2026-08-21,1530,svi,ok,,1M,0.0833333333,false,false,533.6088789360,533.5985228184,-0.0000194077,0.0000683793,-0.2838242715,32768,20260824,104,3.0000000000,true,0.7401495910,533.6147503492,0.0000110032,0.0000640512,40000,20260824,192,0.0231601573,0.0012323132,parity_forward
daily,DIA,2026-08-21,1530,svi,ok,,3M,0.2500000000,false,false,536.6849128364,536.6427903823,-0.0000784864,0.0001307779,-0.6001501613,32768,20260824,104,3.0000000000,true,0.7401495910,536.7279651140,0.0000802189,0.0001164643,40000,20260824,192,0.0307121871,0.0019490076,parity_forward
daily,DIA,2026-08-21,1530,svi,ok,,6M,0.5000000000,false,false,540.6354790668,540.7130603913,0.0001435002,0.0001938801,0.7401495910,32768,20260824,104,3.0000000000,true,0.7401495910,540.6891285339,0.0000992341,0.0001732035,40000,20260824,192,0.0300242794,0.0045041922,parity_forward
daily,DIA,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,533.6088789360,533.5396809656,-0.0001296792,0.0002215058,-0.5854437727,32768,20260824,104,3.0000000000,true,0.6517879437,533.4907897747,-0.0002213028,0.0001891747,40000,20260824,192,0.0231601573,0.0012323132,parity_forward
daily,DIA,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,536.6849128364,536.5988120879,-0.0001604307,0.0002461394,-0.6517879437,32768,20260824,104,3.0000000000,true,0.6517879437,536.5658526721,-0.0002218437,0.0002118470,40000,20260824,192,0.0307121871,0.0019490076,parity_forward
daily,DIA,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,540.6354790668,540.6342487814,-0.0000022756,0.0002572703,-0.0088452822,32768,20260824,104,3.0000000000,true,0.6517879437,540.5399835358,-0.0001766357,0.0002228072,40000,20260824,192,0.0300242794,0.0045041922,parity_forward
daily,DIA,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,533.6088789360,533.5743600832,-0.0000646894,0.0000625589,-1.0340570913,32768,20260824,104,3.0000000000,true,1.6735013931,533.6203056913,0.0000214141,0.0000551159,40000,20260824,192,0.0231601573,0.0012323132,parity_forward
daily,DIA,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,536.6849128364,536.5853134033,-0.0001855827,0.0001108949,-1.6735013931,32768,20260824,104,3.0000000000,true,1.6735013931,536.7167189632,0.0000592641,0.0000995694,40000,20260824,192,0.0307121871,0.0019490076,parity_forward
daily,DIA,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,540.6354790668,540.7323346496,0.0001791514,0.0002002029,0.8948490807,32768,20260824,104,3.0000000000,true,1.6735013931,540.7682598533,0.0002456013,0.0001825174,40000,20260824,192,0.0300242794,0.0045041922,parity_forward
daily,DIA,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,533.6088789360,533.5656784423,-0.0000809591,0.0000628348,-1.2884439361,32768,20260824,104,3.0000000000,true,1.6726070452,533.6232073440,0.0000268519,0.0000533132,40000,20260824,192,0.0231601573,0.0012323132,parity_forward
daily,DIA,2026-08-21,1530,essvi_g05,ok,,3M,0.2500000000,false,false,536.6849128364,536.5841656221,-0.0001877213,0.0001122328,-1.6726070452,32768,20260824,104,3.0000000000,true,1.6726070452,536.7206118856,0.0000665177,0.0001000115,40000,20260824,192,0.0307121871,0.0019490076,parity_forward
daily,DIA,2026-08-21,1530,essvi_g05,ok,,6M,0.5000000000,false,false,540.6354790668,540.6656212506,0.0000557532,0.0001988758,0.2803419902,32768,20260824,104,3.0000000000,true,1.6726070452,540.7730707763,0.0002545000,0.0001795594,40000,20260824,192,0.0300242794,0.0045041922,parity_forward
daily,DIA,2026-08-21,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,533.6088789360,533.5705339630,-0.0000718597,0.0000617777,-1.1631982680,32768,20260824,104,3.0000000000,true,1.6430178683,533.6214248390,0.0000235114,0.0000531593,40000,20260824,192,0.0231601573,0.0012323132,parity_forward
daily,DIA,2026-08-21,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,536.6849128364,536.5866731271,-0.0001830491,0.0001114103,-1.6430178683,32768,20260824,104,3.0000000000,true,1.6430178683,536.7194646004,0.0000643800,0.0000999336,40000,20260824,192,0.0307121871,0.0019490076,parity_forward
daily,DIA,2026-08-21,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,540.6354790668,540.6600354322,0.0000454213,0.0002143488,0.2119036714,32768,20260824,104,3.0000000000,true,1.6430178683,540.7927749520,0.0002909463,0.0001945576,40000,20260824,192,0.0300242794,0.0045041922,parity_forward
daily,DIA,2026-08-21,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,533.6088789360,533.5929457372,-0.0000298593,0.0000607291,-0.4916809271,32768,20260824,104,3.0000000000,true,1.4681854422,533.6148212270,0.0000111360,0.0000548416,40000,20260824,192,0.0231601573,0.0012323132,parity_forward
daily,DIA,2026-08-21,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,536.6849128364,536.5842731423,-0.0001875210,0.0001277230,-1.4681854422,32768,20260824,104,3.0000000000,true,1.4681854422,536.6985930275,0.0000254902,0.0001178660,40000,20260824,192,0.0307121871,0.0019490076,parity_forward
daily,DIA,2026-08-21,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,540.6354790668,540.6514400492,0.0000295226,0.0002787877,0.1058964624,32768,20260824,104,3.0000000000,true,1.4681854422,540.7091296561,0.0001362297,0.0002536729,40000,20260824,192,0.0300242794,0.0045041922,parity_forward
daily,DIA,2026-08-24,1538,svi,ok,,1M,0.0833333333,false,false,533.6452075748,533.6425407493,-0.0000049974,0.0000667966,-0.0748148140,32768,20260824,104,3.0000000000,true,1.0044998237,533.6484518460,0.0000060795,0.0000626058,40000,20260824,192,0.0185706815,0.0016153140,parity_forward
daily,DIA,2026-08-24,1538,svi,ok,,3M,0.2500000000,false,false,536.8926242042,536.8195814132,-0.0001360473,0.0001354379,-1.0044998237,32768,20260824,104,3.0000000000,true,1.0044998237,536.9434071111,0.0000945867,0.0001190861,40000,20260824,192,0.0304578541,0.0020375264,parity_forward
daily,DIA,2026-08-24,1538,svi,ok,,6M,0.5000000000,false,false,541.7530952896,541.7800589255,0.0000497711,0.0001942618,0.2562061433,32768,20260824,104,3.0000000000,true,1.0044998237,541.8417327518,0.0001636123,0.0001721815,40000,20260824,192,0.0332533957,0.0029336594,parity_forward
daily,DIA,2026-08-24,1538,ssvi,ok,,1M,0.0833333333,false,false,533.6452075748,533.7478037073,0.0001922553,0.0002376287,0.8090578129,32768,20260824,104,3.0000000000,true,0.9715027506,533.6403839916,-0.0000090389,0.0001960650,40000,20260824,192,0.0185706815,0.0016153140,parity_forward
daily,DIA,2026-08-24,1538,ssvi,ok,,3M,0.2500000000,false,false,536.8926242042,536.9660664866,0.0001367914,0.0002596466,0.5268368065,32768,20260824,104,3.0000000000,true,0.9715027506,536.8733841311,-0.0000358360,0.0002160058,40000,20260824,192,0.0304578541,0.0020375264,parity_forward
daily,DIA,2026-08-24,1538,ssvi,ok,,6M,0.5000000000,false,false,541.7530952896,541.8934799773,0.0002591304,0.0002667315,0.9715027506,32768,20260824,104,3.0000000000,true,0.9715027506,541.7529042842,-0.0000003526,0.0002245109,40000,20260824,192,0.0332533957,0.0029336594,parity_forward
daily,DIA,2026-08-24,1538,essvi,ok,,1M,0.0833333333,false,false,533.6452075748,533.6295658837,-0.0000293110,0.0000601017,-0.4876905297,32768,20260824,104,3.0000000000,true,1.3695781329,533.6548468098,0.0000180630,0.0000546871,40000,20260824,192,0.0185706815,0.0016153140,parity_forward
daily,DIA,2026-08-24,1538,essvi,ok,,3M,0.2500000000,false,false,536.8926242042,536.8057045540,-0.0001618939,0.0001182071,-1.3695781329,32768,20260824,104,3.0000000000,true,1.3695781329,536.9252174880,0.0000607073,0.0001066147,40000,20260824,192,0.0304578541,0.0020375264,parity_forward
daily,DIA,2026-08-24,1538,essvi,ok,,6M,0.5000000000,false,false,541.7530952896,541.8600047252,0.0001973398,0.0001897513,1.0399917472,32768,20260824,104,3.0000000000,true,1.3695781329,541.9109397663,0.0002913587,0.0001626450,40000,20260824,192,0.0332533957,0.0029336594,parity_forward
daily,DIA,2026-08-24,1538,essvi_g05,ok,,1M,0.0833333333,false,false,533.6452075748,533.6300149945,-0.0000284694,0.0000589206,-0.4831832380,32768,20260824,104,3.0000000000,true,1.3699492030,533.6563602068,0.0000208990,0.0000518291,40000,20260824,192,0.0185706815,0.0016153140,parity_forward
daily,DIA,2026-08-24,1538,essvi_g05,ok,,3M,0.2500000000,false,false,536.8926242042,536.8059306407,-0.0001614728,0.0001178677,-1.3699492030,32768,20260824,104,3.0000000000,true,1.3699492030,536.9326036088,0.0000744644,0.0001065290,40000,20260824,192,0.0304578541,0.0020375264,parity_forward
daily,DIA,2026-08-24,1538,essvi_g05,ok,,6M,0.5000000000,false,false,541.7530952896,541.8460899081,0.0001716550,0.0001974811,0.8692221322,32768,20260824,104,3.0000000000,true,1.3699492030,541.8920749843,0.0002565370,0.0001706649,40000,20260824,192,0.0332533957,0.0029336594,parity_forward
daily,DIA,2026-08-24,1538,essvi_gfree,ok,,1M,0.0833333333,false,false,533.6452075748,533.6299347644,-0.0000286198,0.0000593177,-0.4824826827,32768,20260824,104,3.0000000000,true,1.2451581691,533.6551054261,0.0000185476,0.0000532511,40000,20260824,192,0.0185706815,0.0016153140,parity_forward
daily,DIA,2026-08-24,1538,essvi_gfree,ok,,3M,0.2500000000,false,false,536.8926242042,536.8137237855,-0.0001469575,0.0001180232,-1.2451581691,32768,20260824,104,3.0000000000,true,1.2451581691,536.9304813156,0.0000705115,0.0001070815,40000,20260824,192,0.0304578541,0.0020375264,parity_forward
daily,DIA,2026-08-24,1538,essvi_gfree,ok,,6M,0.5000000000,false,false,541.7530952896,541.8327984323,0.0001471208,0.0002051326,0.7171984561,32768,20260824,104,3.0000000000,true,1.2451581691,541.8948492435,0.0002616579,0.0001783921,40000,20260824,192,0.0332533957,0.0029336594,parity_forward
daily,DIA,2026-08-24,1538,essvi_sg05,ok,,1M,0.0833333333,false,false,533.6452075748,533.6330084865,-0.0000228599,0.0000612597,-0.3731641245,32768,20260824,104,3.0000000000,true,1.3500349242,533.6536538653,0.0000158275,0.0000561223,40000,20260824,192,0.0185706815,0.0016153140,parity_forward
daily,DIA,2026-08-24,1538,essvi_sg05,ok,,3M,0.2500000000,false,false,536.8926242042,536.8068105665,-0.0001598339,0.0001371922,-1.1650365290,32768,20260824,104,3.0000000000,true,1.3500349242,536.9507082225,0.0001081855,0.0001303606,40000,20260824,192,0.0304578541,0.0020375264,parity_forward
daily,DIA,2026-08-24,1538,essvi_sg05,ok,,6M,0.5000000000,false,false,541.7530952896,541.9609607287,0.0003836904,0.0002842077,1.3500349242,32768,20260824,104,3.0000000000,true,1.3500349242,541.9451898671,0.0003545796,0.0002546721,40000,20260824,192,0.0332533957,0.0029336594,parity_forward
daily,DIA,2026-08-25,1530,svi,ok,,1M,0.0833333333,false,false,536.0120900829,536.0144312545,0.0000043678,0.0000600628,0.0727198161,32768,20260824,104,3.0000000000,true,0.8691691879,536.0181701529,0.0000113432,0.0000593307,40000,20260824,192,0.0195398644,0.0015261023,parity_forward
daily,DIA,2026-08-25,1530,svi,ok,,3M,0.2500000000,false,false,539.3526318122,539.2923621816,-0.0001117444,0.0001285646,-0.8691691879,32768,20260824,104,3.0000000000,true,0.8691691879,539.4057423384,0.0000984709,0.0001153043,40000,20260824,192,0.0313647820,0.0017859567,parity_forward
daily,DIA,2026-08-25,1530,svi,ok,,6M,0.5000000000,false,false,543.5433198694,543.5605982990,0.0000317885,0.0001797803,0.1768186671,32768,20260824,104,3.0000000000,true,0.8691691879,543.6718039209,0.0002363824,0.0001579215,40000,20260824,192,0.0311620277,0.0040313981,parity_forward
daily,DIA,2026-08-25,1530,ssvi,ok,,1M,0.0833333333,false,false,536.0120900829,535.8905110244,-0.0002268215,0.0002105159,-1.0774555252,32768,20260824,104,3.0000000000,true,1.0774555252,535.9984005248,-0.0000255396,0.0001768334,40000,20260824,192,0.0195398644,0.0015261023,parity_forward
daily,DIA,2026-08-25,1530,ssvi,ok,,3M,0.2500000000,false,false,539.3526318122,539.2232438492,-0.0002398949,0.0002395493,-1.0014429378,32768,20260824,104,3.0000000000,true,1.0774555252,539.3293582657,-0.0000431509,0.0001994939,40000,20260824,192,0.0313647820,0.0017859567,parity_forward
daily,DIA,2026-08-25,1530,ssvi,ok,,6M,0.5000000000,false,false,543.5433198694,543.5214798288,-0.0000401809,0.0002501887,-0.1606022397,32768,20260824,104,3.0000000000,true,1.0774555252,543.5420407217,-0.0000023533,0.0002114757,40000,20260824,192,0.0311620277,0.0040313981,parity_forward
daily,DIA,2026-08-25,1530,essvi,ok,,1M,0.0833333333,false,false,536.0120900829,536.0020282568,-0.0000187716,0.0000544014,-0.3450577664,32768,20260824,104,3.0000000000,true,1.4167937988,536.0217701466,0.0000180594,0.0000504066,40000,20260824,192,0.0195398644,0.0015261023,parity_forward
daily,DIA,2026-08-25,1530,essvi,ok,,3M,0.2500000000,false,false,539.3526318122,539.3017640231,-0.0000943127,0.0001146723,-0.8224540515,32768,20260824,104,3.0000000000,true,1.4167937988,539.3652179598,0.0000233357,0.0001051371,40000,20260824,192,0.0313647820,0.0017859567,parity_forward
daily,DIA,2026-08-25,1530,essvi,ok,,6M,0.5000000000,false,false,543.5433198694,543.6815192831,0.0002542565,0.0001794591,1.4167937988,32768,20260824,104,3.0000000000,true,1.4167937988,543.7174891082,0.0003204330,0.0001642261,40000,20260824,192,0.0311620277,0.0040313981,parity_forward
daily,DIA,2026-08-25,1530,essvi_g05,ok,,1M,0.0833333333,false,false,536.0120900829,536.0034512732,-0.0000161168,0.0000541742,-0.2974997992,32768,20260824,104,3.0000000000,true,1.0292316337,536.0208246636,0.0000162955,0.0000483870,40000,20260824,192,0.0195398644,0.0015261023,parity_forward
daily,DIA,2026-08-25,1530,essvi_g05,ok,,3M,0.2500000000,false,false,539.3526318122,539.2880377944,-0.0001197621,0.0001173102,-1.0209011638,32768,20260824,104,3.0000000000,true,1.0292316337,539.3699922126,0.0000321875,0.0001065850,40000,20260824,192,0.0313647820,0.0017859567,parity_forward
daily,DIA,2026-08-25,1530,essvi_g05,ok,,6M,0.5000000000,false,false,543.5433198694,543.6506808500,0.0001975206,0.0001919107,1.0292316337,32768,20260824,104,3.0000000000,true,1.0292316337,543.6892026855,0.0002683923,0.0001758840,40000,20260824,192,0.0311620277,0.0040313981,parity_forward
daily,DIA,2026-08-25,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,536.0120900829,536.0033539983,-0.0000162983,0.0000538248,-0.3028029897,32768,20260824,104,3.0000000000,true,0.9594928125,536.0210709019,0.0000167549,0.0000489559,40000,20260824,192,0.0195398644,0.0015261023,parity_forward
daily,DIA,2026-08-25,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,539.3526318122,539.2938539687,-0.0001089785,0.0001156856,-0.9420229868,32768,20260824,104,3.0000000000,true,0.9594928125,539.3703104337,0.0000327775,0.0001056587,40000,20260824,192,0.0313647820,0.0017859567,parity_forward
daily,DIA,2026-08-25,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,543.5433198694,543.6456624158,0.0001882877,0.0001962367,0.9594928125,32768,20260824,104,3.0000000000,true,0.9594928125,543.6934033915,0.0002761206,0.0001797357,40000,20260824,192,0.0311620277,0.0040313981,parity_forward
daily,DIA,2026-08-25,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,536.0120900829,536.0054172277,-0.0000124491,0.0000563307,-0.2209998880,32768,20260824,104,3.0000000000,true,1.1746001926,536.0229421847,0.0000202460,0.0000523266,40000,20260824,192,0.0195398644,0.0015261023,parity_forward
daily,DIA,2026-08-25,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,539.3526318122,539.2975784350,-0.0001020731,0.0001416176,-0.7207654538,32768,20260824,104,3.0000000000,true,1.1746001926,539.3562360310,0.0000066825,0.0001296871,40000,20260824,192,0.0313647820,0.0017859567,parity_forward
daily,DIA,2026-08-25,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,543.5433198694,543.7146623757,0.0003152325,0.0002683743,1.1746001926,32768,20260824,104,3.0000000000,true,1.1746001926,543.7881266444,0.0004503906,0.0002455186,40000,20260824,192,0.0311620277,0.0040313981,parity_forward
daily,DIA,2026-08-26,1530,svi,ok,,1M,0.0833333333,false,false,534.8893402598,534.8989288006,0.0000179262,0.0000636341,0.2817078268,32768,20260824,104,3.0000000000,true,0.7766009771,534.8965549821,0.0000134883,0.0000617380,40000,20260824,192,0.0170475581,0.0017341331,parity_forward
daily,DIA,2026-08-26,1530,svi,ok,,3M,0.2500000000,false,false,538.2341485782,538.1788152530,-0.0001028053,0.0001323785,-0.7766009771,32768,20260824,104,3.0000000000,true,0.7766009771,538.2821336291,0.0000891527,0.0001186321,40000,20260824,192,0.0306177234,0.0019486662,parity_forward
daily,DIA,2026-08-26,1530,svi,ok,,6M,0.5000000000,false,false,542.7461543406,542.7690939522,0.0000422658,0.0001828675,0.2311281423,32768,20260824,104,3.0000000000,true,0.7766009771,542.9250259568,0.0003295677,0.0001571402,40000,20260824,192,0.0320049364,0.0035591146,parity_forward
daily,DIA,2026-08-26,1530,ssvi,ok,,1M,0.0833333333,false,false,534.8893402598,534.8611297384,-0.0000527409,0.0002446327,-0.2155919718,32768,20260824,104,3.0000000000,true,0.3310743131,534.8825600806,-0.0000126759,0.0001824633,40000,20260824,192,0.0170475581,0.0017341331,parity_forward
daily,DIA,2026-08-26,1530,ssvi,ok,,3M,0.2500000000,false,false,538.2341485782,538.1866276006,-0.0000882905,0.0002666789,-0.3310743131,32768,20260824,104,3.0000000000,true,0.3310743131,538.2299233200,-0.0000078502,0.0002020836,40000,20260824,192,0.0306177234,0.0019486662,parity_forward
daily,DIA,2026-08-26,1530,ssvi,ok,,6M,0.5000000000,false,false,542.7461543406,542.7880172234,0.0000771316,0.0002759603,0.2795025281,32768,20260824,104,3.0000000000,true,0.3310743131,542.7545067490,0.0000153892,0.0002121759,40000,20260824,192,0.0320049364,0.0035591146,parity_forward
daily,DIA,2026-08-26,1530,essvi,ok,,1M,0.0833333333,false,false,534.8893402598,534.8893873039,0.0000000880,0.0000544341,0.0016157355,32768,20260824,104,3.0000000000,true,1.4289064749,534.9025949152,0.0000247802,0.0000505196,40000,20260824,192,0.0170475581,0.0017341331,parity_forward
daily,DIA,2026-08-26,1530,essvi,ok,,3M,0.2500000000,false,false,538.2341485782,538.1429014826,-0.0001695305,0.0001186435,-1.4289064749,32768,20260824,104,3.0000000000,true,1.4289064749,538.2599203807,0.0000478821,0.0001036062,40000,20260824,192,0.0306177234,0.0019486662,parity_forward
daily,DIA,2026-08-26,1530,essvi,ok,,6M,0.5000000000,false,false,542.7461543406,542.8134533786,0.0001239973,0.0001995158,0.6214908375,32768,20260824,104,3.0000000000,true,1.4289064749,542.9423799402,0.0003615421,0.0001750943,40000,20260824,192,0.0320049364,0.0035591146,parity_forward
daily,DIA,2026-08-26,1530,essvi_g05,ok,,1M,0.0833333333,false,false,534.8893402598,534.8881194538,-0.0000022824,0.0000519405,-0.0439416877,32768,20260824,104,3.0000000000,true,1.4934952414,534.9030576650,0.0000256453,0.0000473687,40000,20260824,192,0.0170475581,0.0017341331,parity_forward
daily,DIA,2026-08-26,1530,essvi_g05,ok,,3M,0.2500000000,false,false,538.2341485782,538.1366869392,-0.0001810767,0.0001212435,-1.4934952414,32768,20260824,104,3.0000000000,true,1.4934952414,538.2610246561,0.0000499338,0.0001048865,40000,20260824,192,0.0306177234,0.0019486662,parity_forward
daily,DIA,2026-08-26,1530,essvi_g05,ok,,6M,0.5000000000,false,false,542.7461543406,542.8196040659,0.0001353298,0.0002065056,0.6553321961,32768,20260824,104,3.0000000000,true,1.4934952414,542.9334667549,0.0003451197,0.0001812894,40000,20260824,192,0.0320049364,0.0035591146,parity_forward
daily,DIA,2026-08-26,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,534.8893402598,534.8892693354,-0.0000001326,0.0000521958,-0.0025403669,32768,20260824,104,3.0000000000,true,1.4716456205,534.9020706351,0.0000238000,0.0000478902,40000,20260824,192,0.0170475581,0.0017341331,parity_forward
daily,DIA,2026-08-26,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,538.2341485782,538.1392945072,-0.0001762320,0.0001197516,-1.4716456205,32768,20260824,104,3.0000000000,true,1.4716456205,538.2604519544,0.0000488698,0.0001030672,40000,20260824,192,0.0306177234,0.0019486662,parity_forward
daily,DIA,2026-08-26,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,542.7461543406,542.8100629229,0.0001177504,0.0002174742,0.5414454996,32768,20260824,104,3.0000000000,true,1.4716456205,542.9322976081,0.0003429656,0.0001912939,40000,20260824,192,0.0320049364,0.0035591146,parity_forward
daily,DIA,2026-08-26,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,534.8893402598,534.8866479649,-0.0000050334,0.0000529735,-0.0950166541,32768,20260824,104,3.0000000000,true,1.5369082408,534.9034649260,0.0000264067,0.0000493845,40000,20260824,192,0.0170475581,0.0017341331,parity_forward
