slice,ticker,date,time,model,status,status_detail,horizon,t,t_beyond_last_pillar,t_below_first_pillar,target_forward,simulated_mean,relative_error,standard_error,z_score,paths,seed,steps_per_year,z_threshold,within_threshold,max_abs_z_all_horizons,mc_mean_spot,mc_relative_error,mc_standard_error,mc_paths,mc_seed,mc_steps,carry_rate,zero_dividend_forward_error,drift_source
daily,IWM,2026-08-19,1530,svi,ok,,6M,0.5000000000,false,false,305.6125187337,305.6726929922,0.0001968972,0.0001923569,1.0236038152,32768,20260824,104,3.0000000000,true,1.0236038152,305.6691851004,0.0001854190,0.0001841079,40000,20260824,192,0.0276267598,0.0057090735,parity_forward
daily,IWM,2026-08-19,1530,ssvi,ok,,1M,0.0833333333,false,false,301.7098385963,301.7018079742,-0.0000266170,0.0000990967,-0.2685967411,32768,20260824,104,3.0000000000,true,1.3738797159,301.6965612030,-0.0000440072,0.0000979031,40000,20260824,192,0.0115333820,0.0021862255,parity_forward
daily,IWM,2026-08-19,1530,ssvi,ok,,3M,0.2500000000,false,false,303.4989737147,303.4320687686,-0.0002204454,0.0001604546,-1.3738797159,32768,20260824,104,3.0000000000,true,1.3738797159,303.5067874605,0.0000257455,0.0001468632,40000,20260824,192,0.0274943520,0.0027321419,parity_forward
daily,IWM,2026-08-19,1530,ssvi,ok,,6M,0.5000000000,false,false,305.6125187337,305.6335920177,0.0000689543,0.0001942940,0.3548964020,32768,20260824,104,3.0000000000,true,1.3738797159,305.6447484404,0.0001054594,0.0001784376,40000,20260824,192,0.0276267598,0.0057090735,parity_forward
daily,IWM,2026-08-19,1530,essvi,ok,,1M,0.0833333333,false,false,301.7098385963,301.7044254351,-0.0000179416,0.0000791457,-0.2266910816,32768,20260824,104,3.0000000000,true,1.5398547833,301.7068831178,-0.0000097958,0.0000831340,40000,20260824,192,0.0115333820,0.0021862255,parity_forward
daily,IWM,2026-08-19,1530,essvi,ok,,3M,0.2500000000,false,false,303.4989737147,303.4145538257,-0.0002781554,0.0001806374,-1.5398547833,32768,20260824,104,3.0000000000,true,1.5398547833,303.5200319470,0.0000693849,0.0001678455,40000,20260824,192,0.0274943520,0.0027321419,parity_forward
daily,IWM,2026-08-19,1530,essvi,ok,,6M,0.5000000000,false,false,305.6125187337,305.6186408549,0.0000200323,0.0002231445,0.0897727729,32768,20260824,104,3.0000000000,true,1.5398547833,305.6789843713,0.0002174834,0.0002052058,40000,20260824,192,0.0276267598,0.0057090735,parity_forward
daily,IWM,2026-08-19,1530,essvi_g05,ok,,1M,0.0833333333,false,false,301.7098385963,301.7059963000,-0.0000127351,0.0000725053,-0.1756434303,32768,20260824,104,3.0000000000,true,1.6067330623,301.7082843991,-0.0000051513,0.0000864966,40000,20260824,192,0.0115333820,0.0021862255,parity_forward
daily,IWM,2026-08-19,1530,essvi_g05,ok,,3M,0.2500000000,false,false,303.4989737147,303.4032398175,-0.0003154340,0.0001963201,-1.6067330623,32768,20260824,104,3.0000000000,true,1.6067330623,303.5323739349,0.0001100505,0.0001844505,40000,20260824,192,0.0274943520,0.0027321419,parity_forward
daily,IWM,2026-08-19,1530,essvi_g05,ok,,6M,0.5000000000,false,false,305.6125187337,305.6055994038,-0.0000226409,0.0002356712,-0.0960696854,32768,20260824,104,3.0000000000,true,1.6067330623,305.6988983751,0.0002826443,0.0002186635,40000,20260824,192,0.0276267598,0.0057090735,parity_forward
daily,IWM,2026-08-19,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,301.7098385963,301.7063026823,-0.0000117196,0.0000727037,-0.1611965900,32768,20260824,104,3.0000000000,true,1.5998776118,301.7081697261,-0.0000055314,0.0000853266,40000,20260824,192,0.0115333820,0.0021862255,parity_forward
daily,IWM,2026-08-19,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,303.4989737147,303.4036454304,-0.0003140976,0.0001963260,-1.5998776118,32768,20260824,104,3.0000000000,true,1.5998776118,303.5322293576,0.0001095742,0.0001840249,40000,20260824,192,0.0274943520,0.0027321419,parity_forward
daily,IWM,2026-08-19,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,305.6125187337,305.6073832699,-0.0000168038,0.0002354081,-0.0713817554,32768,20260824,104,3.0000000000,true,1.5998776118,305.6993042570,0.0002839724,0.0002180871,40000,20260824,192,0.0276267598,0.0057090735,parity_forward
daily,IWM,2026-08-19,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,301.7098385963,301.7078479178,-0.0000065980,0.0000740668,-0.0890815734,32768,20260824,104,3.0000000000,true,1.4975984373,301.7052117145,-0.0000153355,0.0000850970,40000,20260824,192,0.0115333820,0.0021862255,parity_forward
daily,IWM,2026-08-19,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,303.4989737147,303.4082456255,-0.0002989403,0.0001996132,-1.4975984373,32768,20260824,104,3.0000000000,true,1.4975984373,303.5285581331,0.0000974778,0.0001871243,40000,20260824,192,0.0274943520,0.0027321419,parity_forward
daily,IWM,2026-08-19,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,305.6125187337,305.6106599675,-0.0000060821,0.0002511994,-0.0242122471,32768,20260824,104,3.0000000000,true,1.4975984373,305.7086965621,0.0003147051,0.0002312483,40000,20260824,192,0.0276267598,0.0057090735,parity_forward
daily,IWM,2026-08-20,1530,svi,ok,,1M,0.0833333333,false,false,297.8177280534,297.8217162182,0.0000133913,0.0001024821,0.1306696102,32768,20260824,104,3.0000000000,true,0.6699991809,297.8437692547,0.0000874401,0.0001010838,40000,20260824,192,0.0069617681,0.0025597710,parity_forward
daily,IWM,2026-08-20,1530,svi,ok,,3M,0.2500000000,false,false,299.5747122347,299.5394873206,-0.0001175831,0.0001754973,-0.6699991809,32768,20260824,104,3.0000000000,true,0.6699991809,299.6274438192,0.0001760215,0.0001633766,40000,20260824,192,0.0258493671,0.0031441935,parity_forward
daily,IWM,2026-08-20,1530,svi,ok,,6M,0.5000000000,false,false,301.5565737980,301.5939467165,0.0001239334,0.0002078314,0.5963167945,32768,20260824,104,3.0000000000,true,0.6699991809,301.6343973911,0.0002580729,0.0001912307,40000,20260824,192,0.0261122770,0.0064709265,parity_forward
daily,IWM,2026-08-20,1530,ssvi,ok,,1M,0.0833333333,false,false,297.8177280534,297.8137614828,-0.0000133188,0.0001200202,-0.1109712486,32768,20260824,104,3.0000000000,true,1.1034237180,297.7980053271,-0.0000662242,0.0001153804,40000,20260824,192,0.0069617681,0.0025597710,parity_forward
daily,IWM,2026-08-20,1530,ssvi,ok,,3M,0.2500000000,false,false,299.5747122347,299.5168643988,-0.0001930999,0.0001750006,-1.1034237180,32768,20260824,104,3.0000000000,true,1.1034237180,299.5597860045,-0.0000498247,0.0001606648,40000,20260824,192,0.0258493671,0.0031441935,parity_forward
daily,IWM,2026-08-20,1530,ssvi,ok,,6M,0.5000000000,false,false,301.5565737980,301.5791581596,0.0000748926,0.0002047164,0.3658359903,32768,20260824,104,3.0000000000,true,1.1034237180,301.5617781288,0.0000172582,0.0001881825,40000,20260824,192,0.0261122770,0.0064709265,parity_forward
daily,IWM,2026-08-20,1530,essvi,ok,,1M,0.0833333333,false,false,297.8177280534,297.8077854914,-0.0000333847,0.0001023658,-0.3261316770,32768,20260824,104,3.0000000000,true,1.4093150480,297.8137586424,-0.0000133283,0.0000974492,40000,20260824,192,0.0069617681,0.0025597710,parity_forward
daily,IWM,2026-08-20,1530,essvi,ok,,3M,0.2500000000,false,false,299.5747122347,299.4931639918,-0.0002722134,0.0001931530,-1.4093150480,32768,20260824,104,3.0000000000,true,1.4093150480,299.5797625893,0.0000168584,0.0001778603,40000,20260824,192,0.0258493671,0.0031441935,parity_forward
daily,IWM,2026-08-20,1530,essvi,ok,,6M,0.5000000000,false,false,301.5565737980,301.5812157977,0.0000817160,0.0002427220,0.3366650681,32768,20260824,104,3.0000000000,true,1.4093150480,301.5962003071,0.0001314066,0.0002174619,40000,20260824,192,0.0261122770,0.0064709265,parity_forward
daily,IWM,2026-08-20,1530,essvi_g05,ok,,1M,0.0833333333,false,false,297.8177280534,297.8078298018,-0.0000332359,0.0000972031,-0.3419225439,32768,20260824,104,3.0000000000,true,1.5946899807,297.8100534216,-0.0000257696,0.0000956771,40000,20260824,192,0.0069617681,0.0025597710,parity_forward
daily,IWM,2026-08-20,1530,essvi_g05,ok,,3M,0.2500000000,false,false,299.5747122347,299.4779050585,-0.0003231487,0.0002026404,-1.5946899807,32768,20260824,104,3.0000000000,true,1.5946899807,299.5840812862,0.0000312745,0.0001853380,40000,20260824,192,0.0258493671,0.0031441935,parity_forward
daily,IWM,2026-08-20,1530,essvi_g05,ok,,6M,0.5000000000,false,false,301.5565737980,301.5692177862,0.0000419291,0.0002436392,0.1720949162,32768,20260824,104,3.0000000000,true,1.5946899807,301.6077198735,0.0001696069,0.0002184487,40000,20260824,192,0.0261122770,0.0064709265,parity_forward
daily,IWM,2026-08-20,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,297.8177280534,297.8067796915,-0.0000367620,0.0000950649,-0.3867038399,32768,20260824,104,3.0000000000,true,1.6490565160,297.8116953528,-0.0000202564,0.0000966745,40000,20260824,192,0.0069617681,0.0025597710,parity_forward
daily,IWM,2026-08-20,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,299.5747122347,299.4651441765,-0.0003657454,0.0002217907,-1.6490565160,32768,20260824,104,3.0000000000,true,1.6490565160,299.5807574434,0.0000201793,0.0001972873,40000,20260824,192,0.0258493671,0.0031441935,parity_forward
daily,IWM,2026-08-20,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,301.5565737980,301.5526643510,-0.0000129642,0.0002588381,-0.0500862206,32768,20260824,104,3.0000000000,true,1.6490565160,301.6029421030,0.0001537632,0.0002282413,40000,20260824,192,0.0261122770,0.0064709265,parity_forward
daily,IWM,2026-08-20,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,297.8177280534,297.8077214440,-0.0000335998,0.0001018949,-0.3297493488,32768,20260824,104,3.0000000000,true,1.5926381333,297.8104703911,-0.0000243695,0.0000974916,40000,20260824,192,0.0069617681,0.0025597710,parity_forward
daily,IWM,2026-08-20,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,299.5747122347,299.4623477864,-0.0003750799,0.0002355085,-1.5926381333,32768,20260824,104,3.0000000000,true,1.5926381333,299.5778812188,0.0000105783,0.0002084743,40000,20260824,192,0.0258493671,0.0031441935,parity_forward
daily,IWM,2026-08-20,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,301.5565737980,301.5547977545,-0.0000058896,0.0002824692,-0.0208503635,32768,20260824,104,3.0000000000,true,1.5926381333,301.6145854178,0.0001923739,0.0002446930,40000,20260824,192,0.0261122770,0.0064709265,parity_forward
daily,IWM,2026-08-21,1530,svi,ok,,1M,0.0833333333,false,false,300.2490478640,300.2375422926,-0.0000383201,0.0001093614,-0.3503987184,32768,20260824,104,3.0000000000,true,1.0720203413,300.2579297880,0.0000295819,0.0000835123,40000,20260824,192,0.0059584484,0.0026685846,parity_forward
daily,IWM,2026-08-21,1530,svi,ok,,3M,0.2500000000,false,false,302.0511645259,301.9909367879,-0.0001993958,0.0001860000,-1.0720203413,32768,20260824,104,3.0000000000,true,1.0720203413,302.0814651958,0.0001003163,0.0001423293,40000,20260824,192,0.0259226782,0.0031494370,parity_forward
daily,IWM,2026-08-21,1530,svi,ok,,6M,0.5000000000,false,false,304.0067099225,304.0358323771,0.0000957954,0.0002264847,0.4229664846,32768,20260824,104,3.0000000000,true,1.0720203413,304.0341749517,0.0000903435,0.0001838260,40000,20260824,192,0.0258680417,0.0065938418,parity_forward
daily,IWM,2026-08-21,1530,ssvi,ok,,1M,0.0833333333,false,false,300.2490478640,300.2427141004,-0.0000210950,0.0001294546,-0.1629531898,32768,20260824,104,3.0000000000,true,1.4317154624,300.2473614717,-0.0000056166,0.0001033497,40000,20260824,192,0.0059584484,0.0026685846,parity_forward
daily,IWM,2026-08-21,1530,ssvi,ok,,3M,0.2500000000,false,false,302.0511645259,301.9719559089,-0.0002622358,0.0001831619,-1.4317154624,32768,20260824,104,3.0000000000,true,1.4317154624,302.0611574374,0.0000330835,0.0001506708,40000,20260824,192,0.0259226782,0.0031494370,parity_forward
daily,IWM,2026-08-21,1530,ssvi,ok,,6M,0.5000000000,false,false,304.0067099225,304.0062815012,-0.0000014092,0.0002130384,-0.0066150029,32768,20260824,104,3.0000000000,true,1.4317154624,304.0305374768,0.0000783784,0.0001804311,40000,20260824,192,0.0258680417,0.0065938418,parity_forward
daily,IWM,2026-08-21,1530,essvi,ok,,1M,0.0833333333,false,false,300.2490478640,300.2446827341,-0.0000145384,0.0001196842,-0.1214727000,32768,20260824,104,3.0000000000,true,1.4625906488,300.2504069891,0.0000045267,0.0000923026,40000,20260824,192,0.0059584484,0.0026685846,parity_forward
daily,IWM,2026-08-21,1530,essvi,ok,,3M,0.2500000000,false,false,302.0511645259,301.9596713101,-0.0003029064,0.0002071026,-1.4625906488,32768,20260824,104,3.0000000000,true,1.4625906488,302.0636174212,0.0000412278,0.0001758342,40000,20260824,192,0.0259226782,0.0031494370,parity_forward
daily,IWM,2026-08-21,1530,essvi,ok,,6M,0.5000000000,false,false,304.0067099225,303.9860502922,-0.0000679578,0.0002452706,-0.2770727373,32768,20260824,104,3.0000000000,true,1.4625906488,304.0560631463,0.0001623425,0.0002128773,40000,20260824,192,0.0258680417,0.0065938418,parity_forward
daily,IWM,2026-08-21,1530,essvi_g05,ok,,1M,0.0833333333,false,false,300.2490478640,300.2497109331,0.0000022084,0.0001201507,0.0183802311,32768,20260824,104,3.0000000000,true,1.5113310844,300.2497612030,0.0000023758,0.0000907591,40000,20260824,192,0.0059584484,0.0026685846,parity_forward
daily,IWM,2026-08-21,1530,essvi_g05,ok,,3M,0.2500000000,false,false,302.0511645259,301.9522767334,-0.0003273876,0.0002166220,-1.5113310844,32768,20260824,104,3.0000000000,true,1.5113310844,302.0631356498,0.0000396328,0.0001869557,40000,20260824,192,0.0259226782,0.0031494370,parity_forward
daily,IWM,2026-08-21,1530,essvi_g05,ok,,6M,0.5000000000,false,false,304.0067099225,303.9711566900,-0.0001169488,0.0002560626,-0.4567196500,32768,20260824,104,3.0000000000,true,1.5113310844,304.0560434942,0.0001622779,0.0002222439,40000,20260824,192,0.0258680417,0.0065938418,parity_forward
daily,IWM,2026-08-21,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,300.2490478640,300.2489425019,-0.0000003509,0.0001188666,-0.0029521818,32768,20260824,104,3.0000000000,true,1.5460763777,300.2497329307,0.0000022817,0.0000900460,40000,20260824,192,0.0059584484,0.0026685846,parity_forward
daily,IWM,2026-08-21,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,302.0511645259,301.9497860660,-0.0003356334,0.0002170872,-1.5460763777,32768,20260824,104,3.0000000000,true,1.5460763777,302.0621622129,0.0000364100,0.0001873631,40000,20260824,192,0.0259226782,0.0031494370,parity_forward
daily,IWM,2026-08-21,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,304.0067099225,303.9713608645,-0.0001162772,0.0002543375,-0.4571768506,32768,20260824,104,3.0000000000,true,1.5460763777,304.0553939404,0.0001601413,0.0002213933,40000,20260824,192,0.0258680417,0.0065938418,parity_forward
daily,IWM,2026-08-21,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,300.2490478640,300.2497312948,0.0000022762,0.0001313923,0.0173237883,32768,20260824,104,3.0000000000,true,1.4580010246,300.2494262698,0.0000012603,0.0000970715,40000,20260824,192,0.0059584484,0.0026685846,parity_forward
daily,IWM,2026-08-21,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,302.0511645259,301.9501375965,-0.0003344696,0.0002294029,-1.4580010246,32768,20260824,104,3.0000000000,true,1.4580010246,302.0544964554,0.0000110310,0.0001962000,40000,20260824,192,0.0259226782,0.0031494370,parity_forward
daily,IWM,2026-08-21,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,304.0067099225,303.9809215346,-0.0000848284,0.0002736574,-0.3099801242,32768,20260824,104,3.0000000000,true,1.4580010246,304.0603501220,0.0001764441,0.0002382176,40000,20260824,192,0.0258680417,0.0065938418,parity_forward
daily,IWM,2026-08-24,1538,svi,ok,,1M,0.0833333333,false,false,298.2608182735,298.2652665275,0.0000149140,0.0000937242,0.1591261723,32768,20260824,104,3.0000000000,true,1.0528198436,298.2673685040,0.0000219614,0.0000874078,40000,20260824,192,0.0044594070,0.0027938459,parity_forward
daily,IWM,2026-08-24,1538,svi,ok,,3M,0.2500000000,false,false,300.0124709183,299.9576474356,-0.0001827373,0.0001735694,-1.0528198436,32768,20260824,104,3.0000000000,true,1.0528198436,300.0419570112,0.0000982829,0.0001489262,40000,20260824,192,0.0249093118,0.0034284528,parity_forward
daily,IWM,2026-08-24,1538,svi,ok,,6M,0.5000000000,false,false,302.1931478946,302.2045004824,0.0000375673,0.0002103242,0.1786163049,32768,20260824,104,3.0000000000,true,1.0528198436,302.2412411347,0.0001591474,0.0001828665,40000,20260824,192,0.0269393199,0.0061049623,parity_forward
daily,IWM,2026-08-24,1538,ssvi,ok,,1M,0.0833333333,false,false,298.2608182735,298.2428624963,-0.0000602016,0.0001220739,-0.4931569248,32768,20260824,104,3.0000000000,true,1.4243545126,298.2591381860,-0.0000056329,0.0001080221,40000,20260824,192,0.0044594070,0.0027938459,parity_forward
daily,IWM,2026-08-24,1538,ssvi,ok,,3M,0.2500000000,false,false,300.0124709183,299.9368560021,-0.0002520392,0.0001769498,-1.4243545126,32768,20260824,104,3.0000000000,true,1.4243545126,300.0103032333,-0.0000072253,0.0001546549,40000,20260824,192,0.0249093118,0.0034284528,parity_forward
daily,IWM,2026-08-24,1538,ssvi,ok,,6M,0.5000000000,false,false,302.1931478946,302.2089797950,0.0000523900,0.0002063078,0.2539409821,32768,20260824,104,3.0000000000,true,1.4243545126,302.2109792521,0.0000590065,0.0001833494,40000,20260824,192,0.0269393199,0.0061049623,parity_forward
daily,IWM,2026-08-24,1538,essvi,ok,,1M,0.0833333333,false,false,298.2608182735,298.2485695542,-0.0000410671,0.0001128321,-0.3639669720,32768,20260824,104,3.0000000000,true,1.1703940313,298.2667095023,0.0000197519,0.0000947241,40000,20260824,192,0.0044594070,0.0027938459,parity_forward
daily,IWM,2026-08-24,1538,essvi,ok,,3M,0.2500000000,false,false,300.0124709183,299.9410785928,-0.0002379645,0.0002033200,-1.1703940313,32768,20260824,104,3.0000000000,true,1.1703940313,300.0229539793,0.0000349421,0.0001755337,40000,20260824,192,0.0249093118,0.0034284528,parity_forward
daily,IWM,2026-08-24,1538,essvi,ok,,6M,0.5000000000,false,false,302.1931478946,302.2030579102,0.0000327936,0.0002423995,0.1352876217,32768,20260824,104,3.0000000000,true,1.1703940313,302.2539912040,0.0002013391,0.0002073720,40000,20260824,192,0.0269393199,0.0061049623,parity_forward
daily,IWM,2026-08-24,1538,essvi_g05,ok,,1M,0.0833333333,false,false,298.2608182735,298.2582771280,-0.0000085199,0.0001160069,-0.0734428478,32768,20260824,104,3.0000000000,true,0.6931730310,298.2675159224,0.0000224557,0.0000944928,40000,20260824,192,0.0044594070,0.0027938459,parity_forward
daily,IWM,2026-08-24,1538,essvi_g05,ok,,3M,0.2500000000,false,false,300.0124709183,299.9673005716,-0.0001505616,0.0002172063,-0.6931730310,32768,20260824,104,3.0000000000,true,0.6931730310,300.0334572089,0.0000699514,0.0001891201,40000,20260824,192,0.0249093118,0.0034284528,parity_forward
daily,IWM,2026-08-24,1538,essvi_g05,ok,,6M,0.5000000000,false,false,302.1931478946,302.2390300704,0.0001518306,0.0002614209,0.5807898412,32768,20260824,104,3.0000000000,true,0.6931730310,302.2629034811,0.0002308311,0.0002261215,40000,20260824,192,0.0269393199,0.0061049623,parity_forward
daily,IWM,2026-08-24,1538,essvi_gfree,ok,,1M,0.0833333333,false,false,298.2608182735,298.2581999996,-0.0000087785,0.0001161058,-0.0756075224,32768,20260824,104,3.0000000000,true,0.6835315945,298.2674637024,0.0000222806,0.0000946091,40000,20260824,192,0.0044594070,0.0027938459,parity_forward
daily,IWM,2026-08-24,1538,essvi_gfree,ok,,3M,0.2500000000,false,false,300.0124709183,299.9678726222,-0.0001486548,0.0002174805,-0.6835315945,32768,20260824,104,3.0000000000,true,0.6835315945,300.0333799434,0.0000696939,0.0001894003,40000,20260824,192,0.0249093118,0.0034284528,parity_forward
daily,IWM,2026-08-24,1538,essvi_gfree,ok,,6M,0.5000000000,false,false,302.1931478946,302.2396475120,0.0001538738,0.0002630064,0.5850574301,32768,20260824,104,3.0000000000,true,0.6835315945,302.2639580195,0.0002343207,0.0002273794,40000,20260824,192,0.0269393199,0.0061049623,parity_forward
daily,IWM,2026-08-24,1538,essvi_sg05,ok,,1M,0.0833333333,false,false,298.2608182735,298.2646173789,0.0000127375,0.0001229279,0.1036178321,32768,20260824,104,3.0000000000,true,0.6574461277,298.2667949908,0.0000200386,0.0000994425,40000,20260824,192,0.0044594070,0.0027938459,parity_forward
daily,IWM,2026-08-24,1538,essvi_sg05,ok,,3M,0.2500000000,false,false,300.0124709183,299.9664865789,-0.0001532748,0.0002331366,-0.6574461277,32768,20260824,104,3.0000000000,true,0.6574461277,300.0377026452,0.0000841023,0.0002029648,40000,20260824,192,0.0249093118,0.0034284528,parity_forward
daily,IWM,2026-08-24,1538,essvi_sg05,ok,,6M,0.5000000000,false,false,302.1931478946,302.2438829461,0.0001678895,0.0002854439,0.5881697612,32768,20260824,104,3.0000000000,true,0.6574461277,302.2789898808,0.0002840633,0.0002442793,40000,20260824,192,0.0269393199,0.0061049623,parity_forward
daily,IWM,2026-08-25,1530,svi,ok,,1M,0.0833333333,false,false,298.8475745872,298.8419187889,-0.0000189254,0.0000707281,-0.2675790487,32768,20260824,104,3.0000000000,true,1.0259268288,298.8491083377,0.0000051322,0.0000934158,40000,20260824,192,0.0055254762,0.0026964335,parity_forward
daily,IWM,2026-08-25,1530,svi,ok,,3M,0.2500000000,false,false,300.6748435051,300.6298812046,-0.0001495380,0.0001457589,-1.0259268288,32768,20260824,104,3.0000000000,true,1.0259268288,300.7188709694,0.0001464288,0.0001492840,40000,20260824,192,0.0262248946,0.0030740508,parity_forward
daily,IWM,2026-08-25,1530,svi,ok,,6M,0.5000000000,false,false,302.9241194607,302.9484519276,0.0000803253,0.0001853826,0.4332946822,32768,20260824,104,3.0000000000,true,1.0259268288,302.9992004891,0.0002478542,0.0001815729,40000,20260824,192,0.0280182805,0.0056108495,parity_forward
daily,IWM,2026-08-25,1530,ssvi,ok,,1M,0.0833333333,false,false,298.8475745872,298.8399687216,-0.0000254507,0.0000950868,-0.2676571773,32768,20260824,104,3.0000000000,true,1.4497038105,298.8478188333,0.0000008173,0.0001027520,40000,20260824,192,0.0055254762,0.0026964335,parity_forward
daily,IWM,2026-08-25,1530,ssvi,ok,,3M,0.2500000000,false,false,300.6748435051,300.6062954541,-0.0002279807,0.0001572602,-1.4497038105,32768,20260824,104,3.0000000000,true,1.4497038105,300.6809815695,0.0000204143,0.0001489955,40000,20260824,192,0.0262248946,0.0030740508,parity_forward
daily,IWM,2026-08-25,1530,ssvi,ok,,6M,0.5000000000,false,false,302.9241194607,302.9491082032,0.0000824918,0.0001904995,0.4330286629,32768,20260824,104,3.0000000000,true,1.4497038105,302.9589400103,0.0001149481,0.0001788947,40000,20260824,192,0.0280182805,0.0056108495,parity_forward
daily,IWM,2026-08-25,1530,essvi,ok,,1M,0.0833333333,false,false,298.8475745872,298.8407697513,-0.0000227703,0.0000933911,-0.2438160918,32768,20260824,104,3.0000000000,true,1.0962175834,298.8531495347,0.0000186548,0.0000941403,40000,20260824,192,0.0055254762,0.0026964335,parity_forward
daily,IWM,2026-08-25,1530,essvi,ok,,3M,0.2500000000,false,false,300.6748435051,300.6129043854,-0.0002060003,0.0001879192,-1.0962175834,32768,20260824,104,3.0000000000,true,1.0962175834,300.6979242497,0.0000767631,0.0001745614,40000,20260824,192,0.0262248946,0.0030740508,parity_forward
daily,IWM,2026-08-25,1530,essvi,ok,,6M,0.5000000000,false,false,302.9241194607,302.9686998240,0.0001471668,0.0002295814,0.6410221193,32768,20260824,104,3.0000000000,true,1.0962175834,303.0185577476,0.0003117556,0.0002130894,40000,20260824,192,0.0280182805,0.0056108495,parity_forward
daily,IWM,2026-08-25,1530,essvi_g05,ok,,1M,0.0833333333,false,false,298.8475745872,298.8492565792,0.0000056283,0.0000954093,0.0589906982,32768,20260824,104,3.0000000000,true,0.8927602542,298.8500983375,0.0000084449,0.0000924832,40000,20260824,192,0.0055254762,0.0026964335,parity_forward
daily,IWM,2026-08-25,1530,essvi_g05,ok,,3M,0.2500000000,false,false,300.6748435051,300.6332554475,-0.0001383157,0.0001999414,-0.6917813309,32768,20260824,104,3.0000000000,true,0.8927602542,300.6905923694,0.0000523784,0.0001881064,40000,20260824,192,0.0262248946,0.0030740508,parity_forward
daily,IWM,2026-08-25,1530,essvi_g05,ok,,6M,0.5000000000,false,false,302.9241194607,302.9886713640,0.0002130960,0.0002386934,0.8927602542,32768,20260824,104,3.0000000000,true,0.8927602542,303.0183926504,0.0003112106,0.0002236767,40000,20260824,192,0.0280182805,0.0056108495,parity_forward
daily,IWM,2026-08-25,1530,essvi_gfree,ok,,1M,0.0833333333,false,false,298.8475745872,298.8489256287,0.0000045208,0.0000955674,0.0473052282,32768,20260824,104,3.0000000000,true,0.8659431025,298.8501495773,0.0000086164,0.0000924410,40000,20260824,192,0.0055254762,0.0026964335,parity_forward
daily,IWM,2026-08-25,1530,essvi_gfree,ok,,3M,0.2500000000,false,false,300.6748435051,300.6314745216,-0.0001442388,0.0002002744,-0.7202061046,32768,20260824,104,3.0000000000,true,0.8659431025,300.6910588519,0.0000539298,0.0001882523,40000,20260824,192,0.0262248946,0.0030740508,parity_forward
daily,IWM,2026-08-25,1530,essvi_gfree,ok,,6M,0.5000000000,false,false,302.9241194607,302.9867600321,0.0002067863,0.0002387990,0.8659431025,32768,20260824,104,3.0000000000,true,0.8659431025,303.0186021986,0.0003119023,0.0002236718,40000,20260824,192,0.0280182805,0.0056108495,parity_forward
daily,IWM,2026-08-25,1530,essvi_sg05,ok,,1M,0.0833333333,false,false,298.8475745872,298.8517348425,0.0000139210,0.0000946122,0.1471374201,32768,20260824,104,3.0000000000,true,0.8448975221,298.8509967613,0.0000114512,0.0000935847,40000,20260824,192,0.0055254762,0.0026964335,parity_forward
daily,IWM,2026-08-25,1530,essvi_sg05,ok,,3M,0.2500000000,false,false,300.6748435051,300.6266871420,-0.0001601609,0.0001991358,-0.8042800430,32768,20260824,104,3.0000000000,true,0.8448975221,300.6902599600,0.0000512728,0.0001885496,40000,20260824,192,0.0262248946,0.0030740508,parity_forward
daily,IWM,2026-08-25,1530,essvi_sg05,ok,,6M,0.5000000000,false,false,302.9241194607,302.9875755716,0.0002094786,0.0002479337,0.8448975221,32768,20260824,104,3.0000000000,true,0.8448975221,303.0330512124,0.0003596008,0.0002333684,40000,20260824,192,0.0280182805,0.0056108495,parity_forward
daily,IWM,2026-08-26,1530,svi,ok,,1M,0.0833333333,false,false,299.1607413499,299.1653496787,0.0000154042,0.0000793008,0.1942501482,32768,20260824,104,3.0000000000,true,0.8567818311,299.1721762677,0.0000382233,0.0000882421,40000,20260824,192,0.0020355206,0.0029880898,parity_forward
daily,IWM,2026-08-26,1530,svi,ok,,3M,0.2500000000,false,false,300.9795435855,300.9397487654,-0.0001322177,0.0001543190,-0.8567818311,32768,20260824,104,3.0000000000,true,0.8567818311,301.0228733086,0.0001439624,0.0001468673,40000,20260824,192,0.0249236089,0.0033759845,parity_forward
